Time,J1,J2,J3,J4,J5,J6,TCP_X,TCP_Y,TCP_Z
2.5210,-0.0551,-7.1813,14.0387,0.0030,-7.2912,0.0521,-0.0116,0.0345,1.4436
2.5220,-0.0551,-7.1829,14.0418,0.0030,-7.2926,0.0521,-0.0116,0.0345,1.4436
2.5230,-0.0551,-7.1846,14.0449,0.0030,-7.2941,0.0521,-0.0117,0.0345,1.4436
2.5240,-0.0551,-7.1862,14.0480,0.0030,-7.2955,0.0521,-0.0117,0.0345,1.4436
2.5250,-0.0551,-7.1878,14.0512,0.0030,-7.2969,0.0521,-0.0117,0.0345,1.4436
2.5260,-0.0551,-7.1894,14.0543,0.0030,-7.2984,0.0521,-0.0117,0.0345,1.4436
2.5270,-0.0551,-7.1911,14.0574,0.0030,-7.2998,0.0521,-0.0117,0.0345,1.4436
2.5280,-0.0551,-7.1927,14.0605,0.0030,-7.3013,0.0521,-0.0117,0.0345,1.4436
2.5290,-0.0551,-7.1943,14.0636,0.0030,-7.3027,0.0521,-0.0117,0.0345,1.4436
2.5300,-0.0551,-7.1959,14.0667,0.0030,-7.3041,0.0521,-0.0117,0.0345,1.4436
2.5310,-0.0551,-7.1975,14.0698,0.0030,-7.3056,0.0521,-0.0117,0.0345,1.4436
2.5320,-0.0551,-7.1992,14.0729,0.0030,-7.3070,0.0521,-0.0117,0.0345,1.4436
2.5330,-0.0551,-7.2008,14.0760,0.0030,-7.3085,0.0521,-0.0117,0.0345,1.4436
2.5340,-0.0551,-7.2024,14.0791,0.0030,-7.3099,0.0521,-0.0117,0.0345,1.4436
2.5350,-0.0551,-7.2040,14.0822,0.0030,-7.3113,0.0521,-0.0117,0.0345,1.4436
2.5360,-0.0551,-7.2056,14.0853,0.0030,-7.3128,0.0521,-0.0117,0.0345,1.4436
2.5370,-0.0551,-7.2073,14.0884,0.0030,-7.3142,0.0521,-0.0117,0.0345,1.4436
2.5380,-0.0551,-7.2089,14.0915,0.0030,-7.3157,0.0521,-0.0117,0.0345,1.4436
2.5390,-0.0550,-7.2105,14.0946,0.0030,-7.3171,0.0521,-0.0117,0.0345,1.4436
2.5400,-0.0550,-7.2121,14.0977,0.0030,-7.3185,0.0521,-0.0117,0.0345,1.4436
2.5410,-0.0550,-7.2137,14.1008,0.0030,-7.3200,0.0521,-0.0117,0.0345,1.4436
2.5420,-0.0550,-7.2153,14.1039,0.0030,-7.3214,0.0521,-0.0117,0.0345,1.4436
2.5430,-0.0550,-7.2170,14.1070,0.0030,-7.3228,0.0521,-0.0117,0.0345,1.4435
2.5440,-0.0550,-7.2186,14.1101,0.0030,-7.3243,0.0521,-0.0117,0.0345,1.4435
2.5450,-0.0550,-7.2202,14.1132,0.0030,-7.3257,0.0521,-0.0117,0.0345,1.4435
2.5460,-0.0550,-7.2218,14.1163,0.0030,-7.3271,0.0521,-0.0117,0.0345,1.4435
2.5470,-0.0550,-7.2234,14.1193,0.0030,-7.3286,0.0521,-0.0117,0.0345,1.4435
2.5480,-0.0550,-7.2250,14.1224,0.0030,-7.3300,0.0521,-0.0117,0.0345,1.4435
2.5490,-0.0550,-7.2267,14.1255,0.0030,-7.3314,0.0521,-0.0117,0.0345,1.4435
2.5500,-0.0550,-7.2283,14.1286,0.0030,-7.3329,0.0521,-0.0117,0.0345,1.4435
2.5510,-0.0550,-7.2299,14.1317,0.0030,-7.3343,0.0521,-0.0117,0.0345,1.4435
2.5520,-0.0550,-7.2315,14.1348,0.0030,-7.3357,0.0521,-0.0117,0.0345,1.4435
2.5530,-0.0550,-7.2331,14.1379,0.0030,-7.3372,0.0521,-0.0117,0.0345,1.4435
2.5540,-0.0550,-7.2347,14.1410,0.0030,-7.3386,0.0521,-0.0117,0.0345,1.4435
2.5550,-0.0550,-7.2363,14.1441,0.0030,-7.3400,0.0521,-0.0117,0.0345,1.4435
2.5560,-0.0550,-7.2380,14.1472,0.0030,-7.3415,0.0521,-0.0117,0.0345,1.4435
2.5570,-0.0550,-7.2396,14.1502,0.0030,-7.3429,0.0521,-0.0118,0.0345,1.4435
2.5580,-0.0550,-7.2412,14.1533,0.0030,-7.3443,0.0521,-0.0118,0.0345,1.4435
2.5590,-0.0550,-7.2428,14.1564,0.0030,-7.3457,0.0521,-0.0118,0.0345,1.4435
2.5600,-0.0550,-7.2444,14.1595,0.0030,-7.3472,0.0521,-0.0118,0.0345,1.4435
2.5610,-0.0550,-7.2460,14.1626,0.0030,-7.3486,0.0521,-0.0118,0.0345,1.4435
2.5620,-0.0550,-7.2476,14.1657,0.0030,-7.3500,0.0521,-0.0118,0.0345,1.4435
2.5630,-0.0550,-7.2492,14.1687,0.0030,-7.3515,0.0521,-0.0118,0.0345,1.4435
2.5640,-0.0550,-7.2509,14.1718,0.0030,-7.3529,0.0521,-0.0118,0.0345,1.4435
2.5650,-0.0550,-7.2525,14.1749,0.0030,-7.3543,0.0521,-0.0118,0.0345,1.4435
2.5660,-0.0550,-7.2541,14.1780,0.0030,-7.3557,0.0521,-0.0118,0.0345,1.4435
2.5670,-0.0550,-7.2557,14.1811,0.0030,-7.3572,0.0521,-0.0118,0.0345,1.4435
2.5680,-0.0550,-7.2573,14.1842,0.0030,-7.3586,0.0521,-0.0118,0.0345,1.4434
2.5690,-0.0550,-7.2589,14.1872,0.0030,-7.3600,0.0521,-0.0118,0.0345,1.4434
2.5700,-0.0550,-7.2605,14.1903,0.0030,-7.3614,0.0521,-0.0118,0.0345,1.4434
2.5710,-0.0550,-7.2621,14.1934,0.0030,-7.3629,0.0521,-0.0118,0.0345,1.4434
2.5720,-0.0550,-7.2637,14.1965,0.0030,-7.3643,0.0521,-0.0118,0.0345,1.4434
2.5730,-0.0550,-7.2653,14.1995,0.0030,-7.3657,0.0521,-0.0118,0.0345,1.4434
2.5740,-0.0550,-7.2669,14.2026,0.0030,-7.3671,0.0521,-0.0118,0.0345,1.4434
2.5750,-0.0550,-7.2685,14.2057,0.0030,-7.3686,0.0521,-0.0118,0.0345,1.4434
2.5760,-0.0550,-7.2702,14.2088,0.0030,-7.3700,0.0521,-0.0118,0.0345,1.4434
2.5770,-0.0550,-7.2718,14.2118,0.0030,-7.3714,0.0521,-0.0118,0.0345,1.4434
2.5780,-0.0550,-7.2734,14.2149,0.0030,-7.3728,0.0521,-0.0118,0.0345,1.4434
2.5790,-0.0550,-7.2750,14.2180,0.0030,-7.3743,0.0521,-0.0118,0.0345,1.4434
2.5800,-0.0550,-7.2766,14.2211,0.0030,-7.3757,0.0521,-0.0118,0.0345,1.4434
2.5810,-0.0550,-7.2782,14.2241,0.0030,-7.3771,0.0521,-0.0118,0.0345,1.4434
2.5820,-0.0550,-7.2798,14.2272,0.0030,-7.3785,0.0521,-0.0118,0.0345,1.4434
2.5830,-0.0550,-7.2814,14.2303,0.0030,-7.3800,0.0521,-0.0118,0.0345,1.4434
2.5840,-0.0550,-7.2830,14.2333,0.0030,-7.3814,0.0521,-0.0118,0.0345,1.4434
2.5850,-0.0550,-7.2846,14.2364,0.0030,-7.3828,0.0521,-0.0118,0.0345,1.4434
2.5860,-0.0550,-7.2862,14.2395,0.0030,-7.3842,0.0521,-0.0118,0.0345,1.4434
2.5870,-0.0550,-7.2878,14.2425,0.0030,-7.3856,0.0521,-0.0118,0.0345,1.4434
2.5880,-0.0550,-7.2894,14.2456,0.0030,-7.3871,0.0521,-0.0118,0.0345,1.4434
2.5890,-0.0550,-7.2910,14.2487,0.0030,-7.3885,0.0521,-0.0118,0.0345,1.4434
2.5900,-0.0550,-7.2926,14.2517,0.0029,-7.3899,0.0521,-0.0118,0.0345,1.4434
2.5910,-0.0550,-7.2942,14.2548,0.0029,-7.3913,0.0521,-0.0119,0.0345,1.4434
2.5920,-0.0550,-7.2958,14.2579,0.0029,-7.3927,0.0521,-0.0119,0.0345,1.4434
2.5930,-0.0550,-7.2974,14.2609,0.0029,-7.3942,0.0521,-0.0119,0.0345,1.4434
2.5940,-0.0550,-7.2990,14.2640,0.0029,-7.3956,0.0521,-0.0119,0.0345,1.4433
2.5950,-0.0550,-7.3006,14.2671,0.0029,-7.3970,0.0521,-0.0119,0.0345,1.4433
2.5960,-0.0550,-7.3022,14.2701,0.0029,-7.3984,0.0521,-0.0119,0.0345,1.4433
2.5970,-0.0550,-7.3038,14.2732,0.0029,-7.3998,0.0521,-0.0119,0.0345,1.4433
2.5980,-0.0550,-7.3054,14.2762,0.0029,-7.4012,0.0521,-0.0119,0.0345,1.4433
2.5990,-0.0550,-7.3070,14.2793,0.0029,-7.4027,0.0521,-0.0119,0.0345,1.4433
2.6000,-0.0550,-7.3086,14.2824,0.0029,-7.4041,0.0521,-0.0119,0.0345,1.4433
2.6010,-0.0550,-7.3102,14.2854,0.0029,-7.4055,0.0521,-0.0119,0.0345,1.4433
2.6020,-0.0550,-7.3118,14.2885,0.0029,-7.4069,0.0521,-0.0119,0.0345,1.4433
2.6030,-0.0550,-7.3134,14.2915,0.0029,-7.4083,0.0521,-0.0119,0.0345,1.4433
2.6040,-0.0550,-7.3150,14.2946,0.0029,-7.4097,0.0521,-0.0119,0.0345,1.4433
2.6050,-0.0550,-7.3166,14.2976,0.0029,-7.4112,0.0521,-0.0119,0.0345,1.4433
2.6060,-0.0550,-7.3182,14.3007,0.0029,-7.4126,0.0521,-0.0119,0.0345,1.4433
2.6070,-0.0550,-7.3198,14.3038,0.0029,-7.4140,0.0521,-0.0119,0.0345,1.4433
2.6080,-0.0550,-7.3214,14.3068,0.0029,-7.4154,0.0521,-0.0119,0.0345,1.4433
2.6090,-0.0550,-7.3230,14.3099,0.0029,-7.4168,0.0521,-0.0119,0.0345,1.4433
2.6100,-0.0550,-7.3246,14.3129,0.0029,-7.4182,0.0521,-0.0119,0.0345,1.4433
2.6110,-0.0550,-7.3262,14.3160,0.0029,-7.4196,0.0521,-0.0119,0.0345,1.4433
2.6120,-0.0550,-7.3278,14.3190,0.0029,-7.4210,0.0520,-0.0119,0.0345,1.4433
2.6130,-0.0550,-7.3294,14.3221,0.0029,-7.4225,0.0520,-0.0119,0.0345,1.4433
2.6140,-0.0550,-7.3310,14.3251,0.0029,-7.4239,0.0520,-0.0119,0.0345,1.4433
2.6150,-0.0550,-7.3326,14.3282,0.0029,-7.4253,0.0520,-0.0119,0.0345,1.4433
2.6160,-0.0550,-7.3342,14.3312,0.0029,-7.4267,0.0520,-0.0119,0.0345,1.4433
2.6170,-0.0550,-7.3358,14.3343,0.0029,-7.4281,0.0520,-0.0119,0.0345,1.4433
2.6180,-0.0550,-7.3374,14.3373,0.0029,-7.4295,0.0520,-0.0119,0.0345,1.4433
2.6190,-0.0549,-7.3390,14.3404,0.0029,-7.4309,0.0520,-0.0119,0.0345,1.4432
2.6200,-0.0549,-7.3406,14.3434,0.0029,-7.4323,0.0520,-0.0119,0.0345,1.4432
2.6210,-0.0549,-7.3422,14.3465,0.0029,-7.4337,0.0520,-0.0119,0.0345,1.4432
2.6220,-0.0549,-7.3438,14.3495,0.0029,-7.4352,0.0520,-0.0119,0.0345,1.4432
2.6230,-0.0549,-7.3454,14.3526,0.0029,-7.4366,0.0520,-0.0119,0.0345,1.4432
2.6240,-0.0549,-7.3469,14.3556,0.0029,-7.4380,0.0520,-0.0119,0.0345,1.4432
2.6250,-0.0549,-7.3485,14.3586,0.0029,-7.4394,0.0520,-0.0120,0.0345,1.4432
2.6260,-0.0549,-7.3501,14.3617,0.0029,-7.4408,0.0520,-0.0120,0.0345,1.4432
2.6270,-0.0549,-7.3517,14.3647,0.0029,-7.4422,0.0520,-0.0120,0.0345,1.4432
2.6280,-0.0549,-7.3533,14.3678,0.0029,-7.4436,0.0520,-0.0120,0.0345,1.4432
2.6290,-0.0549,-7.3549,14.3708,0.0029,-7.4450,0.0520,-0.0120,0.0345,1.4432
2.6300,-0.0549,-7.3565,14.3739,0.0029,-7.4464,0.0520,-0.0120,0.0345,1.4432
2.6310,-0.0549,-7.3581,14.3769,0.0029,-7.4478,0.0520,-0.0120,0.0345,1.4432
2.6320,-0.0549,-7.3597,14.3799,0.0029,-7.4492,0.0520,-0.0120,0.0345,1.4432
2.6330,-0.0549,-7.3613,14.3830,0.0029,-7.4506,0.0520,-0.0120,0.0345,1.4432
2.6340,-0.0549,-7.3629,14.3860,0.0029,-7.4520,0.0520,-0.0120,0.0345,1.4432
2.6350,-0.0549,-7.3644,14.3890,0.0029,-7.4534,0.0520,-0.0120,0.0345,1.4432
2.6360,-0.0549,-7.3660,14.3921,0.0029,-7.4548,0.0520,-0.0120,0.0345,1.4432
2.6370,-0.0549,-7.3676,14.3951,0.0029,-7.4563,0.0520,-0.0120,0.0345,1.4432
2.6380,-0.0549,-7.3692,14.3982,0.0029,-7.4577,0.0520,-0.0120,0.0345,1.4432
2.6390,-0.0549,-7.3708,14.4012,0.0029,-7.4591,0.0520,-0.0120,0.0345,1.4432
2.6400,-0.0549,-7.3724,14.4042,0.0029,-7.4605,0.0520,-0.0120,0.0345,1.4432
2.6410,-0.0549,-7.3740,14.4073,0.0029,-7.4619,0.0520,-0.0120,0.0345,1.4432
2.6420,-0.0549,-7.3756,14.4103,0.0029,-7.4633,0.0520,-0.0120,0.0345,1.4432
2.6430,-0.0549,-7.3772,14.4133,0.0029,-7.4647,0.0520,-0.0120,0.0345,1.4432
2.6440,-0.0549,-7.3787,14.4164,0.0029,-7.4661,0.0520,-0.0120,0.0345,1.4432
2.6450,-0.0549,-7.3803,14.4194,0.0029,-7.4675,0.0520,-0.0120,0.0345,1.4431
2.6460,-0.0549,-7.3819,14.4224,0.0029,-7.4689,0.0520,-0.0120,0.0345,1.4431
2.6470,-0.0549,-7.3835,14.4255,0.0029,-7.4703,0.0520,-0.0120,0.0345,1.4431
2.6480,-0.0549,-7.3851,14.4285,0.0029,-7.4717,0.0520,-0.0120,0.0345,1.4431
2.6490,-0.0549,-7.3867,14.4315,0.0029,-7.4731,0.0520,-0.0120,0.0345,1.4431
2.6500,-0.0549,-7.3883,14.4345,0.0029,-7.4745,0.0520,-0.0120,0.0345,1.4431
2.6510,-0.0549,-7.3898,14.4376,0.0029,-7.4759,0.0520,-0.0120,0.0345,1.4431
2.6520,-0.0549,-7.3914,14.4406,0.0029,-7.4773,0.0520,-0.0120,0.0345,1.4431
2.6530,-0.0549,-7.3930,14.4436,0.0029,-7.4787,0.0520,-0.0120,0.0345,1.4431
2.6540,-0.0549,-7.3946,14.4467,0.0029,-7.4801,0.0520,-0.0120,0.0345,1.4431
2.6550,-0.0549,-7.3962,14.4497,0.0029,-7.4815,0.0520,-0.0120,0.0345,1.4431
2.6560,-0.0549,-7.3978,14.4527,0.0029,-7.4829,0.0520,-0.0120,0.0345,1.4431
2.6570,-0.0549,-7.3993,14.4557,0.0029,-7.4843,0.0520,-0.0120,0.0345,1.4431
2.6580,-0.0549,-7.4009,14.4588,0.0029,-7.4857,0.0520,-0.0120,0.0345,1.4431
2.6590,-0.0549,-7.4025,14.4618,0.0029,-7.4871,0.0520,-0.0121,0.0345,1.4431
2.6600,-0.0549,-7.4041,14.4648,0.0029,-7.4885,0.0520,-0.0121,0.0345,1.4431
2.6610,-0.0549,-7.4057,14.4678,0.0029,-7.4899,0.0520,-0.0121,0.0345,1.4431
2.6620,-0.0549,-7.4073,14.4708,0.0029,-7.4913,0.0520,-0.0121,0.0345,1.4431
2.6630,-0.0549,-7.4088,14.4739,0.0029,-7.4927,0.0520,-0.0121,0.0345,1.4431
2.6640,-0.0549,-7.4104,14.4769,0.0029,-7.4941,0.0520,-0.0121,0.0345,1.4431
2.6650,-0.0549,-7.4120,14.4799,0.0029,-7.4954,0.0520,-0.0121,0.0345,1.4431
2.6660,-0.0549,-7.4136,14.4829,0.0029,-7.4968,0.0520,-0.0121,0.0345,1.4431
2.6670,-0.0549,-7.4152,14.4859,0.0029,-7.4982,0.0520,-0.0121,0.0345,1.4431
2.6680,-0.0549,-7.4167,14.4890,0.0029,-7.4996,0.0520,-0.0121,0.0345,1.4431
2.6690,-0.0549,-7.4183,14.4920,0.0029,-7.5010,0.0520,-0.0121,0.0345,1.4431
2.6700,-0.0549,-7.4199,14.4950,0.0029,-7.5024,0.0520,-0.0121,0.0345,1.4430
2.6710,-0.0549,-7.4215,14.4980,0.0029,-7.5038,0.0520,-0.0121,0.0345,1.4430
2.6720,-0.0549,-7.4231,14.5010,0.0029,-7.5052,0.0520,-0.0121,0.0345,1.4430
2.6730,-0.0549,-7.4246,14.5040,0.0029,-7.5066,0.0520,-0.0121,0.0345,1.4430
2.6740,-0.0549,-7.4262,14.5070,0.0029,-7.5080,0.0520,-0.0121,0.0345,1.4430
2.6750,-0.0549,-7.4278,14.5101,0.0029,-7.5094,0.0520,-0.0121,0.0345,1.4430
2.6760,-0.0549,-7.4294,14.5131,0.0029,-7.5108,0.0520,-0.0121,0.0345,1.4430
2.6770,-0.0549,-7.4310,14.5161,0.0029,-7.5122,0.0520,-0.0121,0.0345,1.4430
2.6780,-0.0549,-7.4325,14.5191,0.0029,-7.5136,0.0520,-0.0121,0.0345,1.4430
2.6790,-0.0549,-7.4341,14.5221,0.0029,-7.5150,0.0520,-0.0121,0.0345,1.4430
2.6800,-0.0549,-7.4357,14.5251,0.0029,-7.5163,0.0520,-0.0121,0.0345,1.4430
2.6810,-0.0549,-7.4373,14.5281,0.0029,-7.5177,0.0520,-0.0121,0.0345,1.4430
2.6820,-0.0549,-7.4388,14.5311,0.0029,-7.5191,0.0520,-0.0121,0.0345,1.4430
2.6830,-0.0549,-7.4404,14.5342,0.0029,-7.5205,0.0520,-0.0121,0.0345,1.4430
2.6840,-0.0549,-7.4420,14.5372,0.0029,-7.5219,0.0520,-0.0121,0.0345,1.4430
2.6850,-0.0549,-7.4436,14.5402,0.0029,-7.5233,0.0520,-0.0121,0.0345,1.4430
2.6860,-0.0549,-7.4451,14.5432,0.0029,-7.5247,0.0520,-0.0121,0.0345,1.4430
2.6870,-0.0549,-7.4467,14.5462,0.0029,-7.5261,0.0520,-0.0121,0.0345,1.4430
2.6880,-0.0549,-7.4483,14.5492,0.0029,-7.5275,0.0520,-0.0121,0.0345,1.4430
2.6890,-0.0548,-7.4499,14.5522,0.0029,-7.5288,0.0520,-0.0121,0.0345,1.4430
2.6900,-0.0548,-7.4514,14.5552,0.0029,-7.5302,0.0520,-0.0121,0.0345,1.4430
2.6910,-0.0548,-7.4530,14.5582,0.0029,-7.5316,0.0520,-0.0121,0.0345,1.4430
2.6920,-0.0548,-7.4546,14.5612,0.0029,-7.5330,0.0520,-0.0121,0.0345,1.4430
2.6930,-0.0548,-7.4562,14.5642,0.0029,-7.5344,0.0520,-0.0122,0.0345,1.4430
2.6940,-0.0548,-7.4577,14.5672,0.0029,-7.5358,0.0520,-0.0122,0.0345,1.4430
2.6950,-0.0548,-7.4593,14.5702,0.0029,-7.5372,0.0520,-0.0122,0.0345,1.4430
2.6960,-0.0548,-7.4609,14.5732,0.0029,-7.5386,0.0520,-0.0122,0.0345,1.4429
2.6970,-0.0548,-7.4625,14.5762,0.0029,-7.5399,0.0520,-0.0122,0.0345,1.4429
2.6980,-0.0548,-7.4640,14.5792,0.0029,-7.5413,0.0520,-0.0122,0.0345,1.4429
2.6990,-0.0548,-7.4656,14.5822,0.0029,-7.5427,0.0520,-0.0122,0.0345,1.4429
2.7000,-0.0548,-7.4672,14.5852,0.0029,-7.5441,0.0520,-0.0122,0.0345,1.4429
2.7010,-0.0548,-7.4687,14.5882,0.0029,-7.5455,0.0520,-0.0122,0.0345,1.4429
2.7020,-0.0548,-7.4703,14.5912,0.0029,-7.5469,0.0520,-0.0122,0.0345,1.4429
2.7030,-0.0548,-7.4719,14.5942,0.0029,-7.5483,0.0520,-0.0122,0.0345,1.4429
2.7040,-0.0548,-7.4734,14.5972,0.0029,-7.5496,0.0520,-0.0122,0.0345,1.4429
2.7050,-0.0548,-7.4750,14.6002,0.0029,-7.5510,0.0520,-0.0122,0.0345,1.4429
2.7060,-0.0548,-7.4766,14.6032,0.0029,-7.5524,0.0520,-0.0122,0.0345,1.4429
2.7070,-0.0548,-7.4782,14.6062,0.0029,-7.5538,0.0520,-0.0122,0.0345,1.4429
2.7080,-0.0548,-7.4797,14.6092,0.0029,-7.5552,0.0520,-0.0122,0.0345,1.4429
2.7090,-0.0548,-7.4813,14.6122,0.0029,-7.5565,0.0520,-0.0122,0.0345,1.4429
2.7100,-0.0548,-7.4829,14.6152,0.0029,-7.5579,0.0520,-0.0122,0.0345,1.4429
2.7110,-0.0548,-7.4844,14.6182,0.0029,-7.5593,0.0520,-0.0122,0.0345,1.4429
2.7120,-0.0548,-7.4860,14.6212,0.0029,-7.5607,0.0520,-0.0122,0.0345,1.4429
2.7130,-0.0548,-7.4876,14.6241,0.0029,-7.5621,0.0520,-0.0122,0.0345,1.4429
2.7140,-0.0548,-7.4891,14.6271,0.0029,-7.5635,0.0520,-0.0122,0.0345,1.4429
2.7150,-0.0548,-7.4907,14.6301,0.0029,-7.5648,0.0520,-0.0122,0.0345,1.4429
2.7160,-0.0548,-7.4923,14.6331,0.0029,-7.5662,0.0520,-0.0122,0.0345,1.4429
2.7170,-0.0548,-7.4938,14.6361,0.0029,-7.5676,0.0520,-0.0122,0.0345,1.4429
2.7180,-0.0548,-7.4954,14.6391,0.0029,-7.5690,0.0520,-0.0122,0.0345,1.4429
2.7190,-0.0548,-7.4970,14.6421,0.0028,-7.5704,0.0520,-0.0122,0.0345,1.4429
2.7200,-0.0548,-7.4985,14.6451,0.0028,-7.5717,0.0520,-0.0122,0.0345,1.4429
2.7210,-0.0548,-7.5001,14.6481,0.0028,-7.5731,0.0520,-0.0122,0.0345,1.4428
2.7220,-0.0548,-7.5017,14.6510,0.0028,-7.5745,0.0520,-0.0122,0.0345,1.4428
2.7230,-0.0548,-7.5032,14.6540,0.0028,-7.5759,0.0520,-0.0122,0.0345,1.4428
2.7240,-0.0548,-7.5048,14.6570,0.0028,-7.5772,0.0520,-0.0122,0.0345,1.4428
2.7250,-0.0548,-7.5064,14.6600,0.0028,-7.5786,0.0520,-0.0122,0.0345,1.4428
2.7260,-0.0548,-7.5079,14.6630,0.0028,-7.5800,0.0520,-0.0122,0.0345,1.4428
2.7270,-0.0548,-7.5095,14.6660,0.0028,-7.5814,0.0520,-0.0123,0.0345,1.4428
2.7280,-0.0548,-7.5111,14.6689,0.0028,-7.5828,0.0520,-0.0123,0.0345,1.4428
2.7290,-0.0548,-7.5126,14.6719,0.0028,-7.5841,0.0520,-0.0123,0.0345,1.4428
2.7300,-0.0548,-7.5142,14.6749,0.0028,-7.5855,0.0520,-0.0123,0.0345,1.4428
2.7310,-0.0548,-7.5157,14.6779,0.0028,-7.5869,0.0520,-0.0123,0.0345,1.4428
2.7320,-0.0548,-7.5173,14.6809,0.0028,-7.5883,0.0520,-0.0123,0.0345,1.4428
2.7330,-0.0548,-7.5189,14.6838,0.0028,-7.5896,0.0520,-0.0123,0.0345,1.4428
2.7340,-0.0548,-7.5204,14.6868,0.0028,-7.5910,0.0520,-0.0123,0.0345,1.4428
2.7350,-0.0548,-7.5220,14.6898,0.0028,-7.5924,0.0520,-0.0123,0.0345,1.4428
2.7360,-0.0548,-7.5235,14.6928,0.0028,-7.5938,0.0520,-0.0123,0.0345,1.4428
2.7370,-0.0548,-7.5251,14.6958,0.0028,-7.5951,0.0520,-0.0123,0.0345,1.4428
2.7380,-0.0548,-7.5267,14.6987,0.0028,-7.5965,0.0520,-0.0123,0.0345,1.4428
2.7390,-0.0548,-7.5282,14.7017,0.0028,-7.5979,0.0520,-0.0123,0.0345,1.4428
2.7400,-0.0548,-7.5298,14.7047,0.0028,-7.5992,0.0520,-0.0123,0.0345,1.4428
2.7410,-0.0548,-7.5314,14.7077,0.0028,-7.6006,0.0520,-0.0123,0.0345,1.4428
2.7420,-0.0548,-7.5329,14.7106,0.0028,-7.6020,0.0520,-0.0123,0.0345,1.4428
2.7430,-0.0548,-7.5345,14.7136,0.0028,-7.6034,0.0520,-0.0123,0.0345,1.4428
2.7440,-0.0548,-7.5360,14.7166,0.0028,-7.6047,0.0520,-0.0123,0.0345,1.4428
2.7450,-0.0548,-7.5376,14.7196,0.0028,-7.6061,0.0520,-0.0123,0.0345,1.4428
2.7460,-0.0548,-7.5391,14.7225,0.0028,-7.6075,0.0520,-0.0123,0.0345,1.4427
2.7470,-0.0548,-7.5407,14.7255,0.0028,-7.6088,0.0520,-0.0123,0.0345,1.4427
2.7480,-0.0548,-7.5423,14.7285,0.0028,-7.6102,0.0520,-0.0123,0.0345,1.4427
2.7490,-0.0548,-7.5438,14.7314,0.0028,-7.6116,0.0520,-0.0123,0.0345,1.4427
2.7500,-0.0548,-7.5454,14.7344,0.0028,-7.6130,0.0520,-0.0123,0.0345,1.4427
2.7510,-0.0548,-7.5469,14.7374,0.0028,-7.6143,0.0520,-0.0123,0.0345,1.4427
2.7520,-0.0548,-7.5485,14.7404,0.0028,-7.6157,0.0519,-0.0123,0.0345,1.4427
2.7530,-0.0547,-7.5501,14.7433,0.0028,-7.6171,0.0519,-0.0123,0.0345,1.4427
2.7540,-0.0547,-7.5516,14.7463,0.0028,-7.6184,0.0519,-0.0123,0.0345,1.4427
2.7550,-0.0547,-7.5532,14.7493,0.0028,-7.6198,0.0519,-0.0123,0.0345,1.4427
2.7560,-0.0547,-7.5547,14.7522,0.0028,-7.6212,0.0519,-0.0123,0.0345,1.4427
2.7570,-0.0547,-7.5563,14.7552,0.0028,-7.6225,0.0519,-0.0123,0.0345,1.4427
2.7580,-0.0547,-7.5578,14.7582,0.0028,-7.6239,0.0519,-0.0123,0.0345,1.4427
2.7590,-0.0547,-7.5594,14.7611,0.0028,-7.6253,0.0519,-0.0123,0.0345,1.4427
2.7600,-0.0547,-7.5609,14.7641,0.0028,-7.6266,0.0519,-0.0123,0.0345,1.4427
2.7610,-0.0547,-7.5625,14.7670,0.0028,-7.6280,0.0519,-0.0124,0.0345,1.4427
2.7620,-0.0547,-7.5640,14.7700,0.0028,-7.6294,0.0519,-0.0124,0.0345,1.4427
2.7630,-0.0547,-7.5656,14.7730,0.0028,-7.6307,0.0519,-0.0124,0.0345,1.4427
2.7640,-0.0547,-7.5672,14.7759,0.0028,-7.6321,0.0519,-0.0124,0.0345,1.4427
2.7650,-0.0547,-7.5687,14.7789,0.0028,-7.6335,0.0519,-0.0124,0.0345,1.4427
2.7660,-0.0547,-7.5703,14.7819,0.0028,-7.6348,0.0519,-0.0124,0.0345,1.4427
2.7670,-0.0547,-7.5718,14.7848,0.0028,-7.6362,0.0519,-0.0124,0.0345,1.4427
2.7680,-0.0547,-7.5734,14.7878,0.0028,-7.6376,0.0519,-0.0124,0.0345,1.4427
2.7690,-0.0547,-7.5749,14.7907,0.0028,-7.6389,0.0519,-0.0124,0.0345,1.4427
2.7700,-0.0547,-7.5765,14.7937,0.0028,-7.6403,0.0519,-0.0124,0.0345,1.4427
2.7710,-0.0547,-7.5780,14.7967,0.0028,-7.6417,0.0519,-0.0124,0.0345,1.4427
2.7720,-0.0547,-7.5796,14.7996,0.0028,-7.6430,0.0519,-0.0124,0.0345,1.4426
2.7730,-0.0547,-7.5811,14.8026,0.0028,-7.6444,0.0519,-0.0124,0.0345,1.4426
2.7740,-0.0547,-7.5827,14.8055,0.0028,-7.6457,0.0519,-0.0124,0.0345,1.4426
2.7750,-0.0547,-7.5842,14.8085,0.0028,-7.6471,0.0519,-0.0124,0.0345,1.4426
2.7760,-0.0547,-7.5858,14.8114,0.0028,-7.6485,0.0519,-0.0124,0.0345,1.4426
2.7770,-0.0547,-7.5873,14.8144,0.0028,-7.6498,0.0519,-0.0124,0.0345,1.4426
2.7780,-0.0547,-7.5889,14.8173,0.0028,-7.6512,0.0519,-0.0124,0.0345,1.4426
