Time,TCP_Z,Error_Z,Joint_V_Norm
1.397,0.658481,0.0930192,0.728353
1.398,0.658486,0.0930142,0.728356
1.399,0.658491,0.0930092,0.728359
1.4,0.658496,0.0930042,0.728362
1.401,0.658501,0.0929992,0.728365
1.402,0.658506,0.0929942,0.728368
1.403,0.658511,0.0929892,0.728371
1.404,0.658516,0.0929842,0.728374
1.405,0.658521,0.0929792,0.728377
1.406,0.658526,0.0929742,0.72838
1.407,0.658531,0.0929693,0.728383
1.408,0.658536,0.0929643,0.728387
1.409,0.658541,0.0929593,0.72839
1.41,0.658546,0.0929543,0.728393
1.411,0.658551,0.0929493,0.728396
1.412,0.658556,0.0929443,0.728399
1.413,0.658561,0.0929393,0.728402
1.414,0.658566,0.0929343,0.728405
1.415,0.658571,0.0929293,0.728408
1.416,0.658576,0.0929243,0.728411
1.417,0.658581,0.0929193,0.728414
1.418,0.658586,0.0929143,0.728417
1.419,0.658591,0.0929093,0.72842
1.42,0.658596,0.0929043,0.728424
1.421,0.658601,0.0928993,0.728427
1.422,0.658606,0.0928943,0.72843
1.423,0.658611,0.0928893,0.728433
1.424,0.658616,0.0928843,0.728436
1.425,0.658621,0.0928793,0.728439
1.426,0.658626,0.0928743,0.728442
1.427,0.658631,0.0928693,0.728445
1.428,0.658636,0.0928643,0.728448
1.429,0.658641,0.0928593,0.728451
1.43,0.658646,0.0928543,0.728454
1.431,0.658651,0.0928493,0.728457
1.432,0.658656,0.0928443,0.728461
1.433,0.658661,0.0928393,0.728464
1.434,0.658666,0.0928343,0.728467
1.435,0.658671,0.0928293,0.72847
1.436,0.658676,0.0928243,0.728473
1.437,0.658681,0.0928193,0.728476
1.438,0.658686,0.0928144,0.728479
1.439,0.658691,0.0928094,0.728482
1.44,0.658696,0.0928044,0.728485
1.441,0.658701,0.0927994,0.728488
1.442,0.658706,0.0927944,0.728491
1.443,0.658711,0.0927894,0.728494
1.444,0.658716,0.0927844,0.728498
1.445,0.658721,0.0927794,0.728501
1.446,0.658726,0.0927744,0.728504
1.447,0.658731,0.0927694,0.728507
1.448,0.658736,0.0927644,0.72851
1.449,0.658741,0.0927594,0.728513
1.45,0.658746,0.0927544,0.728516
1.451,0.658751,0.0927494,0.728519
1.452,0.658756,0.0927444,0.728522
1.453,0.658761,0.0927394,0.728525
1.454,0.658766,0.0927344,0.728528
1.455,0.658771,0.0927294,0.728531
1.456,0.658776,0.0927244,0.728535
1.457,0.658781,0.0927194,0.728538
1.458,0.658786,0.0927144,0.728541
1.459,0.658791,0.0927094,0.728544
1.46,0.658796,0.0927044,0.728547
1.461,0.658801,0.0926994,0.72855
1.462,0.658806,0.0926944,0.728553
1.463,0.658811,0.0926894,0.728556
1.464,0.658816,0.0926844,0.728559
1.465,0.658821,0.0926794,0.728562
1.466,0.658826,0.0926744,0.728565
1.467,0.658831,0.0926694,0.728569
1.468,0.658836,0.0926644,0.728572
1.469,0.658841,0.0926595,0.728575
1.47,0.658846,0.0926545,0.728578
1.471,0.658851,0.0926495,0.728581
1.472,0.658856,0.0926445,0.728584
1.473,0.658861,0.0926395,0.728587
1.474,0.658866,0.0926345,0.72859
1.475,0.658871,0.0926295,0.728593
1.476,0.658876,0.0926245,0.728596
1.477,0.658881,0.0926195,0.728599
1.478,0.658886,0.0926145,0.728602
1.479,0.658891,0.0926095,0.728606
1.48,0.658896,0.0926045,0.728609
1.481,0.658901,0.0925995,0.728612
1.482,0.658906,0.0925945,0.728615
1.483,0.658911,0.0925895,0.728618
1.484,0.658916,0.0925845,0.728621
1.485,0.65892,0.0925795,0.728624
1.486,0.658925,0.0925745,0.728627
1.487,0.65893,0.0925695,0.72863
1.488,0.658935,0.0925645,0.728633
1.489,0.65894,0.0925595,0.728636
1.49,0.658945,0.0925545,0.728639
1.491,0.65895,0.0925495,0.728643
1.492,0.658955,0.0925445,0.728646
1.493,0.65896,0.0925395,0.728649
1.494,0.658965,0.0925345,0.728652
1.495,0.65897,0.0925295,0.728655
1.496,0.658975,0.0925245,0.728658
1.497,0.65898,0.0925195,0.728661
1.498,0.658985,0.0925145,0.728664
1.499,0.65899,0.0925095,0.728667
1.5,0.658995,0.0925046,0.72867
1.501,0.659,0.0924996,0.728673
1.502,0.659005,0.0924946,0.728677
1.503,0.65901,0.0924896,0.72868
1.504,0.659015,0.0924846,0.728683
1.505,0.65902,0.0924796,0.728686
1.506,0.659025,0.0924746,0.728689
1.507,0.65903,0.0924696,0.728692
1.508,0.659035,0.0924646,0.728695
1.509,0.65904,0.0924596,0.728698
1.51,0.659045,0.0924546,0.728701
1.511,0.65905,0.0924496,0.728704
1.512,0.659055,0.0924446,0.728707
1.513,0.65906,0.0924396,0.72871
1.514,0.659065,0.0924346,0.728714
1.515,0.65907,0.0924296,0.728717
1.516,0.659075,0.0924246,0.72872
1.517,0.65908,0.0924196,0.728723
1.518,0.659085,0.0924146,0.728726
1.519,0.65909,0.0924096,0.728729
1.52,0.659095,0.0924046,0.728732
1.521,0.6591,0.0923996,0.728735
1.522,0.659105,0.0923946,0.728738
1.523,0.65911,0.0923896,0.728741
1.524,0.659115,0.0923846,0.728744
1.525,0.65912,0.0923796,0.728748
1.526,0.659125,0.0923746,0.728751
1.527,0.65913,0.0923696,0.728754
1.528,0.659135,0.0923646,0.728757
1.529,0.65914,0.0923596,0.72876
1.53,0.659145,0.0923546,0.728763
1.531,0.65915,0.0923497,0.728766
1.532,0.659155,0.0923447,0.728769
1.533,0.65916,0.0923397,0.728772
1.534,0.659165,0.0923347,0.728775
1.535,0.65917,0.0923297,0.728778
1.536,0.659175,0.0923247,0.728782
1.537,0.65918,0.0923197,0.728785
1.538,0.659185,0.0923147,0.728788
1.539,0.65919,0.0923097,0.728791
1.54,0.659195,0.0923047,0.728794
1.541,0.6592,0.0922997,0.728797
1.542,0.659205,0.0922947,0.7288
1.543,0.65921,0.0922897,0.728803
1.544,0.659215,0.0922847,0.728806
1.545,0.65922,0.0922797,0.728809
1.546,0.659225,0.0922747,0.728812
1.547,0.65923,0.0922697,0.728815
1.548,0.659235,0.0922647,0.728819
1.549,0.65924,0.0922597,0.728822
1.55,0.659245,0.0922547,0.728825
1.551,0.65925,0.0922497,0.728828
1.552,0.659255,0.0922447,0.728831
1.553,0.65926,0.0922397,0.728834
1.554,0.659265,0.0922347,0.728837
1.555,0.65927,0.0922297,0.72884
1.556,0.659275,0.0922247,0.728843
1.557,0.65928,0.0922197,0.728846
1.558,0.659285,0.0922147,0.728849
1.559,0.65929,0.0922097,0.728853
1.56,0.659295,0.0922047,0.728856
1.561,0.6593,0.0921997,0.728859
1.562,0.659305,0.0921948,0.728862
1.563,0.65931,0.0921898,0.728865
1.564,0.659315,0.0921848,0.728868
1.565,0.65932,0.0921798,0.728871
1.566,0.659325,0.0921748,0.728874
1.567,0.65933,0.0921698,0.728877
1.568,0.659335,0.0921648,0.72888
1.569,0.65934,0.0921598,0.728883
1.57,0.659345,0.0921548,0.728887
1.571,0.65935,0.0921498,0.72889
1.572,0.659355,0.0921448,0.728893
1.573,0.65936,0.0921398,0.728896
1.574,0.659365,0.0921348,0.728899
1.575,0.65937,0.0921298,0.728902
1.576,0.659375,0.0921248,0.728905
1.577,0.65938,0.0921198,0.728908
1.578,0.659385,0.0921148,0.728911
1.579,0.65939,0.0921098,0.728914
1.58,0.659395,0.0921048,0.728917
1.581,0.6594,0.0920998,0.728921
1.582,0.659405,0.0920948,0.728924
1.583,0.65941,0.0920898,0.728927
1.584,0.659415,0.0920848,0.72893
1.585,0.65942,0.0920798,0.728933
1.586,0.659425,0.0920748,0.728936
1.587,0.65943,0.0920698,0.728939
1.588,0.659435,0.0920648,0.728942
1.589,0.65944,0.0920598,0.728945
1.59,0.659445,0.0920548,0.728948
1.591,0.65945,0.0920498,0.728951
1.592,0.659455,0.0920448,0.728955
1.593,0.65946,0.0920399,0.728958
1.594,0.659465,0.0920349,0.728961
1.595,0.65947,0.0920299,0.728964
1.596,0.659475,0.0920249,0.728967
1.597,0.65948,0.0920199,0.72897
1.598,0.659485,0.0920149,0.728973
1.599,0.65949,0.0920099,0.728976
1.6,0.659495,0.0920049,0.728979
1.601,0.6595,0.0919999,0.728982
1.602,0.659505,0.0919949,0.728985
1.603,0.65951,0.0919899,0.728989
1.604,0.659515,0.0919849,0.728992
1.605,0.65952,0.0919799,0.728995
1.606,0.659525,0.0919749,0.728998
1.607,0.65953,0.0919699,0.729001
1.608,0.659535,0.0919649,0.729004
1.609,0.65954,0.0919599,0.729007
1.61,0.659545,0.0919549,0.72901
1.611,0.65955,0.0919499,0.729013
1.612,0.659555,0.0919449,0.729016
1.613,0.65956,0.0919399,0.729019
1.614,0.659565,0.0919349,0.729023
1.615,0.65957,0.0919299,0.729026
1.616,0.659575,0.0919249,0.729029
1.617,0.65958,0.0919199,0.729032
1.618,0.659585,0.0919149,0.729035
1.619,0.65959,0.0919099,0.729038
1.62,0.659595,0.0919049,0.729041
1.621,0.6596,0.0918999,0.729044
1.622,0.659605,0.0918949,0.729047
1.623,0.65961,0.0918899,0.72905
1.624,0.659615,0.091885,0.729053
1.625,0.65962,0.09188,0.729057
1.626,0.659625,0.091875,0.72906
1.627,0.65963,0.09187,0.729063
1.628,0.659635,0.091865,0.729066
1.629,0.65964,0.09186,0.729069
1.63,0.659645,0.091855,0.729072
1.631,0.65965,0.09185,0.729075
1.632,0.659655,0.091845,0.729078
1.633,0.65966,0.09184,0.729081
1.634,0.659665,0.091835,0.729084
1.635,0.65967,0.09183,0.729087
1.636,0.659675,0.091825,0.729091
1.637,0.65968,0.09182,0.729094
1.638,0.659685,0.091815,0.729097
1.639,0.65969,0.09181,0.7291
1.64,0.659695,0.091805,0.729103
1.641,0.6597,0.0918,0.729106
1.642,0.659705,0.091795,0.729109
1.643,0.65971,0.09179,0.729112
1.644,0.659715,0.091785,0.729115
1.645,0.65972,0.09178,0.729118
1.646,0.659725,0.091775,0.729122
1.647,0.65973,0.09177,0.729125
1.648,0.659735,0.091765,0.729128
1.649,0.65974,0.09176,0.729131
1.65,0.659745,0.091755,0.729134
1.651,0.65975,0.09175,0.729137
1.652,0.659755,0.091745,0.72914
1.653,0.65976,0.09174,0.729143
1.654,0.659765,0.0917351,0.729146
1.655,0.65977,0.0917301,0.729149
1.656,0.659775,0.0917251,0.729152
1.657,0.65978,0.0917201,0.729156
1.658,0.659785,0.0917151,0.729159
1.659,0.65979,0.0917101,0.729162
1.66,0.659795,0.0917051,0.729165
1.661,0.6598,0.0917001,0.729168
1.662,0.659805,0.0916951,0.729171
1.663,0.65981,0.0916901,0.729174
1.664,0.659815,0.0916851,0.729177
1.665,0.65982,0.0916801,0.72918
1.666,0.659825,0.0916751,0.729183
1.667,0.65983,0.0916701,0.729186
1.668,0.659835,0.0916651,0.72919
1.669,0.65984,0.0916601,0.729193
1.67,0.659845,0.0916551,0.729196
1.671,0.65985,0.0916501,0.729199
1.672,0.659855,0.0916451,0.729202
1.673,0.65986,0.0916401,0.729205
1.674,0.659865,0.0916351,0.729208
1.675,0.65987,0.0916301,0.729211
1.676,0.659875,0.0916251,0.729214
1.677,0.65988,0.0916201,0.729217
1.678,0.659885,0.0916151,0.729221
1.679,0.65989,0.0916101,0.729224
1.68,0.659895,0.0916051,0.729227
1.681,0.6599,0.0916001,0.72923
1.682,0.659905,0.0915951,0.729233
1.683,0.65991,0.0915901,0.729236
1.684,0.659915,0.0915851,0.729239
1.685,0.65992,0.0915802,0.729242
1.686,0.659925,0.0915752,0.729245
1.687,0.65993,0.0915702,0.729248
1.688,0.659935,0.0915652,0.729252
1.689,0.65994,0.0915602,0.729255
1.69,0.659945,0.0915552,0.729258
1.691,0.65995,0.0915502,0.729261
1.692,0.659955,0.0915452,0.729264
1.693,0.65996,0.0915402,0.729267
1.694,0.659965,0.0915352,0.72927
1.695,0.65997,0.0915302,0.729273
1.696,0.659975,0.0915252,0.729276
1.697,0.65998,0.0915202,0.729279
1.698,0.659985,0.0915152,0.729282
1.699,0.65999,0.0915102,0.729286
1.7,0.659995,0.0915052,0.729289
1.701,0.66,0.0915002,0.729292
1.702,0.660005,0.0914952,0.729295
1.703,0.66001,0.0914902,0.729298
1.704,0.660015,0.0914852,0.729301
1.705,0.66002,0.0914802,0.729304
1.706,0.660025,0.0914752,0.729307
1.707,0.66003,0.0914702,0.72931
1.708,0.660035,0.0914652,0.729313
1.709,0.66004,0.0914602,0.729317
1.71,0.660045,0.0914552,0.72932
1.711,0.66005,0.0914502,0.729323
1.712,0.660055,0.0914452,0.729326
1.713,0.66006,0.0914402,0.729329
1.714,0.660065,0.0914352,0.729332
1.715,0.66007,0.0914302,0.729335
1.716,0.660075,0.0914253,0.729338
1.717,0.66008,0.0914203,0.729341
1.718,0.660085,0.0914153,0.729344
1.719,0.66009,0.0914103,0.729348
1.72,0.660095,0.0914053,0.729351
1.721,0.6601,0.0914003,0.729354
1.722,0.660105,0.0913953,0.729357
1.723,0.66011,0.0913903,0.72936
1.724,0.660115,0.0913853,0.729363
1.725,0.66012,0.0913803,0.729366
1.726,0.660125,0.0913753,0.729369
1.727,0.66013,0.0913703,0.729372
1.728,0.660135,0.0913653,0.729375
1.729,0.66014,0.0913603,0.729378
1.73,0.660145,0.0913553,0.729382
1.731,0.66015,0.0913503,0.729385
1.732,0.660155,0.0913453,0.729388
1.733,0.66016,0.0913403,0.729391
1.734,0.660165,0.0913353,0.729394
1.735,0.66017,0.0913303,0.729397
1.736,0.660175,0.0913253,0.7294
1.737,0.66018,0.0913203,0.729403
1.738,0.660185,0.0913153,0.729406
1.739,0.66019,0.0913103,0.729409
1.74,0.660195,0.0913053,0.729413
1.741,0.6602,0.0913003,0.729416
1.742,0.660205,0.0912953,0.729419
1.743,0.66021,0.0912903,0.729422
1.744,0.660215,0.0912853,0.729425
1.745,0.66022,0.0912803,0.729428
1.746,0.660225,0.0912753,0.729431
1.747,0.66023,0.0912704,0.729434
1.748,0.660235,0.0912654,0.729437
1.749,0.66024,0.0912604,0.72944
1.75,0.660245,0.0912554,0.729444
1.751,0.66025,0.0912504,0.729447
1.752,0.660255,0.0912454,0.72945
1.753,0.66026,0.0912404,0.729453
1.754,0.660265,0.0912354,0.729456
1.755,0.66027,0.0912304,0.729459
1.756,0.660275,0.0912254,0.729462
1.757,0.66028,0.0912204,0.729465
1.758,0.660285,0.0912154,0.729468
1.759,0.66029,0.0912104,0.729471
1.76,0.660295,0.0912054,0.729475
1.761,0.6603,0.0912004,0.729478
1.762,0.660305,0.0911954,0.729481
1.763,0.66031,0.0911904,0.729484
1.764,0.660315,0.0911854,0.729487
1.765,0.66032,0.0911804,0.72949
1.766,0.660325,0.0911754,0.729493
1.767,0.66033,0.0911704,0.729496
1.768,0.660335,0.0911654,0.729499
1.769,0.66034,0.0911604,0.729502
1.77,0.660345,0.0911554,0.729506
1.771,0.66035,0.0911504,0.729509
1.772,0.660355,0.0911454,0.729512
1.773,0.66036,0.0911404,0.729515
1.774,0.660365,0.0911354,0.729518
1.775,0.66037,0.0911304,0.729521
1.776,0.660375,0.0911254,0.729524
1.777,0.66038,0.0911204,0.729527
1.778,0.660385,0.0911155,0.72953
1.779,0.66039,0.0911105,0.729533
1.78,0.660395,0.0911055,0.729537
1.781,0.6604,0.0911005,0.72954
1.782,0.660405,0.0910955,0.729543
1.783,0.66041,0.0910905,0.729546
1.784,0.660415,0.0910855,0.729549
1.785,0.66042,0.0910805,0.729552
1.786,0.660425,0.0910755,0.729555
1.787,0.66043,0.0910705,0.729558
1.788,0.660435,0.0910655,0.729561
1.789,0.66044,0.0910605,0.729565
1.79,0.660445,0.0910555,0.729568
1.791,0.66045,0.0910505,0.729571
1.792,0.660455,0.0910455,0.729574
1.793,0.660459,0.0910405,0.729577
1.794,0.660464,0.0910355,0.72958
1.795,0.660469,0.0910305,0.729583
1.796,0.660474,0.0910255,0.729586
1.797,0.660479,0.0910205,0.729589
1.798,0.660484,0.0910155,0.729592
1.799,0.660489,0.0910105,0.729596
1.8,0.660494,0.0910055,0.729599
1.801,0.660499,0.0910005,0.729602
1.802,0.660504,0.0909955,0.729605
1.803,0.660509,0.0909905,0.729608
1.804,0.660514,0.0909855,0.729611
1.805,0.660519,0.0909805,0.729614
1.806,0.660524,0.0909755,0.729617
1.807,0.660529,0.0909705,0.72962
1.808,0.660534,0.0909655,0.729623
1.809,0.660539,0.0909606,0.729627
1.81,0.660544,0.0909556,0.72963
1.811,0.660549,0.0909506,0.729633
1.812,0.660554,0.0909456,0.729636
1.813,0.660559,0.0909406,0.729639
1.814,0.660564,0.0909356,0.729642
1.815,0.660569,0.0909306,0.729645
1.816,0.660574,0.0909256,0.729648
1.817,0.660579,0.0909206,0.729651
1.818,0.660584,0.0909156,0.729655
1.819,0.660589,0.0909106,0.729658
1.82,0.660594,0.0909056,0.729661
1.821,0.660599,0.0909006,0.729664
1.822,0.660604,0.0908956,0.729667
1.823,0.660609,0.0908906,0.72967
1.824,0.660614,0.0908856,0.729673
1.825,0.660619,0.0908806,0.729676
1.826,0.660624,0.0908756,0.729679
1.827,0.660629,0.0908706,0.729682
1.828,0.660634,0.0908656,0.729686
1.829,0.660639,0.0908606,0.729689
1.83,0.660644,0.0908556,0.729692
1.831,0.660649,0.0908506,0.729695
1.832,0.660654,0.0908456,0.729698
1.833,0.660659,0.0908406,0.729701
1.834,0.660664,0.0908356,0.729704
1.835,0.660669,0.0908306,0.729707
1.836,0.660674,0.0908256,0.72971
1.837,0.660679,0.0908206,0.729714
1.838,0.660684,0.0908156,0.729717
1.839,0.660689,0.0908107,0.72972
1.84,0.660694,0.0908057,0.729723
1.841,0.660699,0.0908007,0.729726
1.842,0.660704,0.0907957,0.729729
1.843,0.660709,0.0907907,0.729732
1.844,0.660714,0.0907857,0.729735
1.845,0.660719,0.0907807,0.729738
1.846,0.660724,0.0907757,0.729741
1.847,0.660729,0.0907707,0.729745
1.848,0.660734,0.0907657,0.729748
1.849,0.660739,0.0907607,0.729751
1.85,0.660744,0.0907557,0.729754
1.851,0.660749,0.0907507,0.729757
1.852,0.660754,0.0907457,0.72976
1.853,0.660759,0.0907407,0.729763
1.854,0.660764,0.0907357,0.729766
1.855,0.660769,0.0907307,0.729769
1.856,0.660774,0.0907257,0.729773
1.857,0.660779,0.0907207,0.729776
1.858,0.660784,0.0907157,0.729779
1.859,0.660789,0.0907107,0.729782
1.86,0.660794,0.0907057,0.729785
1.861,0.660799,0.0907007,0.729788
1.862,0.660804,0.0906957,0.729791
1.863,0.660809,0.0906907,0.729794
1.864,0.660814,0.0906857,0.729797
1.865,0.660819,0.0906807,0.7298
1.866,0.660824,0.0906757,0.729804
1.867,0.660829,0.0906707,0.729807
1.868,0.660834,0.0906657,0.72981
1.869,0.660839,0.0906607,0.729813
1.87,0.660844,0.0906558,0.729816
1.871,0.660849,0.0906508,0.729819
1.872,0.660854,0.0906458,0.729822
1.873,0.660859,0.0906408,0.729825
1.874,0.660864,0.0906358,0.729828
1.875,0.660869,0.0906308,0.729832
1.876,0.660874,0.0906258,0.729835
1.877,0.660879,0.0906208,0.729838
1.878,0.660884,0.0906158,0.729841
1.879,0.660889,0.0906108,0.729844
1.88,0.660894,0.0906058,0.729847
1.881,0.660899,0.0906008,0.72985
1.882,0.660904,0.0905958,0.729853
1.883,0.660909,0.0905908,0.729856
1.884,0.660914,0.0905858,0.72986
1.885,0.660919,0.0905808,0.729863
1.886,0.660924,0.0905758,0.729866
1.887,0.660929,0.0905708,0.729869
1.888,0.660934,0.0905658,0.729872
1.889,0.660939,0.0905608,0.729875
1.89,0.660944,0.0905558,0.729878
1.891,0.660949,0.0905508,0.729881
1.892,0.660954,0.0905458,0.729884
1.893,0.660959,0.0905408,0.729888
1.894,0.660964,0.0905358,0.729891
1.895,0.660969,0.0905308,0.729894
1.896,0.660974,0.0905258,0.729897
1.897,0.660979,0.0905208,0.7299
1.898,0.660984,0.0905158,0.729903
1.899,0.660989,0.0905108,0.729906
1.9,0.660994,0.0905058,0.729909
1.901,0.660999,0.0905009,0.729912
1.902,0.661004,0.0904959,0.729916
1.903,0.661009,0.0904909,0.729919
1.904,0.661014,0.0904859,0.729922
1.905,0.661019,0.0904809,0.729925
1.906,0.661024,0.0904759,0.729928
1.907,0.661029,0.0904709,0.729931
1.908,0.661034,0.0904659,0.729934
1.909,0.661039,0.0904609,0.729937
1.91,0.661044,0.0904559,0.72994
1.911,0.661049,0.0904509,0.729944
1.912,0.661054,0.0904459,0.729947
1.913,0.661059,0.0904409,0.72995
1.914,0.661064,0.0904359,0.729953
1.915,0.661069,0.0904309,0.729956
1.916,0.661074,0.0904259,0.729959
1.917,0.661079,0.0904209,0.729962
1.918,0.661084,0.0904159,0.729965
1.919,0.661089,0.0904109,0.729968
1.92,0.661094,0.0904059,0.729972
1.921,0.661099,0.0904009,0.729975
1.922,0.661104,0.0903959,0.729978
1.923,0.661109,0.0903909,0.729981
1.924,0.661114,0.0903859,0.729984
1.925,0.661119,0.0903809,0.729987
1.926,0.661124,0.0903759,0.72999
1.927,0.661129,0.0903709,0.729993
1.928,0.661134,0.0903659,0.729996
1.929,0.661139,0.0903609,0.73
1.93,0.661144,0.0903559,0.730003
1.931,0.661149,0.0903509,0.730006
1.932,0.661154,0.090346,0.730009
1.933,0.661159,0.090341,0.730012
1.934,0.661164,0.090336,0.730015
1.935,0.661169,0.090331,0.730018
1.936,0.661174,0.090326,0.730021
1.937,0.661179,0.090321,0.730024
1.938,0.661184,0.090316,0.730028
1.939,0.661189,0.090311,0.730031
1.94,0.661194,0.090306,0.730034
1.941,0.661199,0.090301,0.730037
1.942,0.661204,0.090296,0.73004
1.943,0.661209,0.090291,0.730043
1.944,0.661214,0.090286,0.730046
1.945,0.661219,0.090281,0.730049
1.946,0.661224,0.090276,0.730052
1.947,0.661229,0.090271,0.730056
1.948,0.661234,0.090266,0.730059
1.949,0.661239,0.090261,0.730062
1.95,0.661244,0.090256,0.730065
1.951,0.661249,0.090251,0.730068
1.952,0.661254,0.090246,0.730071
1.953,0.661259,0.090241,0.730074
1.954,0.661264,0.090236,0.730077
1.955,0.661269,0.090231,0.73008
1.956,0.661274,0.090226,0.730084
1.957,0.661279,0.090221,0.730087
1.958,0.661284,0.090216,0.73009
1.959,0.661289,0.090211,0.730093
1.96,0.661294,0.090206,0.730096
1.961,0.661299,0.090201,0.730099
1.962,0.661304,0.090196,0.730102
1.963,0.661309,0.0901911,0.730105
1.964,0.661314,0.0901861,0.730108
1.965,0.661319,0.0901811,0.730112
1.966,0.661324,0.0901761,0.730115
1.967,0.661329,0.0901711,0.730118
1.968,0.661334,0.0901661,0.730121
1.969,0.661339,0.0901611,0.730124
1.97,0.661344,0.0901561,0.730127
1.971,0.661349,0.0901511,0.73013
1.972,0.661354,0.0901461,0.730133
1.973,0.661359,0.0901411,0.730137
1.974,0.661364,0.0901361,0.73014
1.975,0.661369,0.0901311,0.730143
1.976,0.661374,0.0901261,0.730146
1.977,0.661379,0.0901211,0.730149
1.978,0.661384,0.0901161,0.730152
1.979,0.661389,0.0901111,0.730155
1.98,0.661394,0.0901061,0.730158
1.981,0.661399,0.0901011,0.730161
1.982,0.661404,0.0900961,0.730165
1.983,0.661409,0.0900911,0.730168
1.984,0.661414,0.0900861,0.730171
1.985,0.661419,0.0900811,0.730174
1.986,0.661424,0.0900761,0.730177
1.987,0.661429,0.0900711,0.73018
1.988,0.661434,0.0900661,0.730183
1.989,0.661439,0.0900611,0.730186
1.99,0.661444,0.0900561,0.730189
1.991,0.661449,0.0900511,0.730193
1.992,0.661454,0.0900461,0.730196
1.993,0.661459,0.0900412,0.730199
1.994,0.661464,0.0900362,0.730202
1.995,0.661469,0.0900312,0.730205
1.996,0.661474,0.0900262,0.730208
1.997,0.661479,0.0900212,0.730211
1.998,0.661484,0.0900162,0.730214
1.999,0.661489,0.0900112,0.730218
