Time,Step,J3_Pos,J3_Err,J3_Vel,Kp
1.214,DOWN,109.919,19.919,-0.401197,50
1.215,DOWN,109.918,19.9184,-0.581197,50
1.216,DOWN,109.918,19.9177,-0.761197,50
1.217,DOWN,109.917,19.9167,-0.941197,50
1.218,DOWN,109.916,19.9156,-1.1212,50
1.219,DOWN,109.914,19.9143,-1.3012,50
1.22,DOWN,109.913,19.9128,-1.4812,50
1.221,DOWN,109.911,19.9112,-1.6612,50
1.222,DOWN,109.909,19.9093,-1.8412,50
1.223,DOWN,109.907,19.9073,-2.0212,50
1.224,DOWN,109.905,19.9051,-2.2012,50
1.225,DOWN,109.903,19.9027,-2.3812,50
1.226,DOWN,109.9,19.9001,-2.5612,50
1.227,DOWN,109.897,19.8974,-2.7412,50
1.228,DOWN,109.894,19.8945,-2.9212,50
1.229,DOWN,109.891,19.8914,-3.1012,50
1.23,DOWN,109.888,19.8881,-3.2812,50
1.231,DOWN,109.885,19.8846,-3.4612,50
1.232,DOWN,109.881,19.881,-3.6412,50
1.233,DOWN,109.877,19.8772,-3.8212,50
1.234,DOWN,109.873,19.8732,-4.0012,50
1.235,DOWN,109.869,19.869,-4.1812,50
1.236,DOWN,109.865,19.8646,-4.3612,50
1.237,DOWN,109.86,19.8601,-4.5412,50
1.238,DOWN,109.855,19.8554,-4.7212,50
1.239,DOWN,109.85,19.8505,-4.9012,50
1.24,DOWN,109.845,19.8454,-5.0812,50
1.241,DOWN,109.84,19.8401,-5.2612,50
1.242,DOWN,109.835,19.8347,-5.4412,50
1.243,DOWN,109.829,19.8291,-5.6212,50
1.244,DOWN,109.823,19.8233,-5.8012,50
1.245,DOWN,109.817,19.8173,-5.9812,50
1.246,DOWN,109.811,19.8111,-6.1612,50
1.247,DOWN,109.805,19.8048,-6.3412,50
1.248,DOWN,109.798,19.7983,-6.5212,50
1.249,DOWN,109.792,19.7916,-6.7012,50
1.25,DOWN,109.785,19.7847,-6.8812,50
1.251,DOWN,109.778,19.7776,-7.0612,50
1.252,DOWN,109.77,19.7704,-7.2412,50
1.253,DOWN,109.763,19.763,-7.4212,50
1.254,DOWN,109.755,19.7554,-7.6012,50
1.255,DOWN,109.748,19.7476,-7.7812,50
1.256,DOWN,109.74,19.7396,-7.9612,50
1.257,DOWN,109.731,19.7315,-8.1412,50
1.258,DOWN,109.723,19.7231,-8.3212,50
1.259,DOWN,109.715,19.7146,-8.5012,50
1.26,DOWN,109.706,19.706,-8.6812,50
1.261,DOWN,109.697,19.6971,-8.8612,50
1.262,DOWN,109.688,19.6881,-9.0412,50
1.263,DOWN,109.679,19.6788,-9.2212,50
1.264,DOWN,109.669,19.6694,-9.4012,50
1.265,DOWN,109.66,19.6599,-9.5812,50
1.266,DOWN,109.65,19.6501,-9.7612,50
1.267,DOWN,109.64,19.6402,-9.9412,50
1.268,DOWN,109.63,19.63,-10.1212,50
1.269,DOWN,109.62,19.6197,-10.3012,50
1.27,DOWN,109.609,19.6093,-10.4812,50
1.271,DOWN,109.599,19.5986,-10.6612,50
1.272,DOWN,109.588,19.5877,-10.8412,50
1.273,DOWN,109.577,19.5767,-11.0212,50
1.274,DOWN,109.566,19.5655,-11.2012,50
1.275,DOWN,109.554,19.5541,-11.3812,50
1.276,DOWN,109.543,19.5426,-11.5612,50
1.277,DOWN,109.531,19.5308,-11.7412,50
1.278,DOWN,109.519,19.5189,-11.9212,50
1.279,DOWN,109.507,19.5068,-12.1012,50
1.28,DOWN,109.495,19.4945,-12.2812,50
1.281,DOWN,109.482,19.4821,-12.4612,50
1.282,DOWN,109.469,19.4694,-12.6412,50
1.283,DOWN,109.457,19.4566,-12.8212,50
1.284,DOWN,109.444,19.4436,-13.0012,50
1.285,DOWN,109.43,19.4304,-13.1812,50
1.286,DOWN,109.417,19.4171,-13.3612,50
1.287,DOWN,109.404,19.4035,-13.5412,50
1.288,DOWN,109.39,19.3898,-13.7212,50
1.289,DOWN,109.376,19.3759,-13.9012,50
1.29,DOWN,109.362,19.3618,-14.0812,50
1.291,DOWN,109.348,19.3476,-14.2612,50
1.292,DOWN,109.333,19.3331,-14.4412,50
1.293,DOWN,109.319,19.3185,-14.6212,50
1.294,DOWN,109.304,19.3037,-14.8012,50
1.295,DOWN,109.289,19.2887,-14.9812,50
1.296,DOWN,109.274,19.2736,-15.1612,50
1.297,DOWN,109.258,19.2582,-15.3412,50
1.298,DOWN,109.243,19.2427,-15.5212,50
1.299,DOWN,109.227,19.227,-15.7012,50
1.3,DOWN,109.211,19.2111,-15.8812,50
1.301,DOWN,109.195,19.1951,-16.0612,50
1.302,DOWN,109.179,19.1788,-16.2412,50
1.303,DOWN,109.162,19.1624,-16.4212,50
1.304,DOWN,109.146,19.1458,-16.6012,50
1.305,DOWN,109.129,19.129,-16.7812,50
1.306,DOWN,109.112,19.112,-16.9612,50
1.307,DOWN,109.095,19.0949,-17.1412,50
1.308,DOWN,109.078,19.0776,-17.3212,50
1.309,DOWN,109.06,19.0601,-17.5012,50
1.31,DOWN,109.042,19.0424,-17.6812,50
1.311,DOWN,109.025,19.0245,-17.8612,50
1.312,DOWN,109.007,19.0065,-18.0412,50
1.313,DOWN,108.988,18.9883,-18.2212,50
1.314,DOWN,108.97,18.9699,-18.4012,50
1.315,DOWN,108.951,18.9513,-18.5812,50
1.316,DOWN,108.933,18.9325,-18.7612,50
1.317,DOWN,108.914,18.9136,-18.9412,50
1.318,DOWN,108.894,18.8945,-19.1212,50
1.319,DOWN,108.875,18.8752,-19.3012,50
1.32,DOWN,108.856,18.8557,-19.4812,50
1.321,DOWN,108.836,18.836,-19.6612,50
1.322,DOWN,108.816,18.8162,-19.8412,50
1.323,DOWN,108.796,18.7962,-20.0212,50
1.324,DOWN,108.776,18.776,-20.2012,50
1.325,DOWN,108.756,18.7556,-20.3812,50
1.326,DOWN,108.735,18.735,-20.5612,50
1.327,DOWN,108.714,18.7143,-20.7412,50
1.328,DOWN,108.693,18.6934,-20.9212,50
1.329,DOWN,108.672,18.6723,-21.1012,50
1.33,DOWN,108.651,18.651,-21.2812,50
1.331,DOWN,108.63,18.6295,-21.4612,50
1.332,DOWN,108.608,18.6079,-21.6412,50
1.333,DOWN,108.586,18.5861,-21.8212,50
1.334,DOWN,108.564,18.5641,-22.0012,50
1.335,DOWN,108.542,18.5419,-22.1812,50
1.336,DOWN,108.52,18.5195,-22.3612,50
1.337,DOWN,108.497,18.497,-22.5412,50
1.338,DOWN,108.474,18.4743,-22.7212,50
1.339,DOWN,108.451,18.4513,-22.9012,50
1.34,DOWN,108.428,18.4283,-23.0812,50
1.341,DOWN,108.405,18.405,-23.2612,50
1.342,DOWN,108.382,18.3816,-23.4412,50
1.343,DOWN,108.358,18.3579,-23.6212,50
1.344,DOWN,108.334,18.3341,-23.8012,50
1.345,DOWN,108.31,18.3102,-23.9812,50
1.346,DOWN,108.286,18.286,-24.1612,50
1.347,DOWN,108.262,18.2617,-24.3412,50
1.348,DOWN,108.237,18.2371,-24.5212,50
1.349,DOWN,108.212,18.2124,-24.7012,50
1.35,DOWN,108.188,18.1876,-24.8812,50
1.351,DOWN,108.162,18.1625,-25.0612,50
1.352,DOWN,108.137,18.1373,-25.2412,50
1.353,DOWN,108.112,18.1118,-25.4212,50
1.354,DOWN,108.086,18.0862,-25.6012,50
1.355,DOWN,108.06,18.0605,-25.7812,50
1.356,DOWN,108.034,18.0345,-25.9612,50
1.357,DOWN,108.008,18.0083,-26.1412,50
1.358,DOWN,107.982,17.982,-26.3212,50
1.359,DOWN,107.956,17.9555,-26.5012,50
1.36,DOWN,107.929,17.9288,-26.6812,50
1.361,DOWN,107.902,17.902,-26.8612,50
1.362,DOWN,107.875,17.8749,-27.0412,50
1.363,DOWN,107.848,17.8477,-27.2212,50
1.364,DOWN,107.82,17.8203,-27.4012,50
1.365,DOWN,107.793,17.7927,-27.5812,50
1.366,DOWN,107.765,17.765,-27.7612,50
1.367,DOWN,107.737,17.737,-27.9412,50
1.368,DOWN,107.709,17.7089,-28.1212,50
1.369,DOWN,107.681,17.6806,-28.3012,50
1.37,DOWN,107.652,17.6521,-28.4812,50
1.371,DOWN,107.623,17.6235,-28.6612,50
1.372,DOWN,107.595,17.5946,-28.8412,50
1.373,DOWN,107.566,17.5656,-29.0212,50
1.374,DOWN,107.536,17.5364,-29.2012,50
1.375,DOWN,107.507,17.507,-29.3812,50
1.376,DOWN,107.477,17.4775,-29.5612,50
1.377,DOWN,107.448,17.4477,-29.7412,50
1.378,DOWN,107.418,17.4178,-29.9212,50
1.379,DOWN,107.388,17.3877,-30.1012,50
1.38,DOWN,107.357,17.3574,-30.2812,50
1.381,DOWN,107.327,17.327,-30.4612,50
1.382,DOWN,107.296,17.2963,-30.6412,50
1.383,DOWN,107.265,17.2655,-30.8212,50
1.384,DOWN,107.234,17.2345,-31.0012,50
1.385,DOWN,107.203,17.2033,-31.1812,50
1.386,DOWN,107.172,17.172,-31.3612,50
1.387,DOWN,107.14,17.1404,-31.5412,50
1.388,DOWN,107.109,17.1087,-31.7212,50
1.389,DOWN,107.077,17.0768,-31.9012,50
1.39,DOWN,107.045,17.0447,-32.0812,50
1.391,DOWN,107.012,17.0124,-32.2612,50
1.392,DOWN,106.98,16.98,-32.4412,50
1.393,DOWN,106.947,16.9474,-32.6212,50
1.394,DOWN,106.915,16.9146,-32.8012,50
1.395,DOWN,106.882,16.8816,-32.9812,50
1.396,DOWN,106.848,16.8484,-33.1612,50
1.397,DOWN,106.815,16.8151,-33.3412,50
1.398,DOWN,106.782,16.7816,-33.5212,50
1.399,DOWN,106.748,16.7479,-33.7012,50
1.4,DOWN,106.714,16.714,-33.8812,50
1.401,DOWN,106.68,16.6799,-34.0612,50
1.402,DOWN,106.646,16.6457,-34.2412,50
1.403,DOWN,106.611,16.6113,-34.4212,50
1.404,DOWN,106.577,16.5767,-34.6012,50
1.405,DOWN,106.542,16.5419,-34.7812,50
1.406,DOWN,106.507,16.5069,-34.9612,50
1.407,DOWN,106.472,16.4718,-35.1412,50
1.408,DOWN,106.436,16.4365,-35.3212,50
1.409,DOWN,106.401,16.401,-35.5012,50
1.41,DOWN,106.365,16.3653,-35.6812,50
1.411,DOWN,106.329,16.3294,-35.8612,50
1.412,DOWN,106.293,16.2934,-36.0412,50
1.413,DOWN,106.257,16.2572,-36.2212,50
1.414,DOWN,106.221,16.2208,-36.4012,50
1.415,DOWN,106.184,16.1842,-36.5812,50
1.416,DOWN,106.147,16.1474,-36.7612,50
1.417,DOWN,106.11,16.1105,-36.9412,50
1.418,DOWN,106.073,16.0734,-37.1212,50
1.419,DOWN,106.036,16.0361,-37.3012,50
1.42,DOWN,105.999,15.9986,-37.4812,50
1.421,DOWN,105.961,15.9609,-37.6612,50
1.422,DOWN,105.923,15.9231,-37.8412,50
1.423,DOWN,105.885,15.885,-38.0212,50
1.424,DOWN,105.847,15.8468,-38.2012,50
1.425,DOWN,105.808,15.8085,-38.3812,50
1.426,DOWN,105.77,15.7699,-38.5612,50
1.427,DOWN,105.731,15.7312,-38.7412,50
1.428,DOWN,105.692,15.6922,-38.9212,50
1.429,DOWN,105.653,15.6531,-39.1012,50
1.43,DOWN,105.614,15.6139,-39.2812,50
1.431,DOWN,105.574,15.5744,-39.4612,50
1.432,DOWN,105.535,15.5348,-39.6412,50
1.433,DOWN,105.495,15.4949,-39.8212,50
1.434,DOWN,105.455,15.4549,-40.0012,50
1.435,DOWN,105.415,15.4148,-40.1812,50
1.436,DOWN,105.374,15.3744,-40.3612,50
1.437,DOWN,105.334,15.3339,-40.5412,50
1.438,DOWN,105.293,15.2931,-40.7212,50
1.439,DOWN,105.252,15.2522,-40.9012,50
1.44,DOWN,105.211,15.2111,-41.0812,50
1.441,DOWN,105.17,15.1699,-41.2608,50
1.442,DOWN,105.128,15.1285,-41.4358,50
1.443,DOWN,105.087,15.0868,-41.6062,50
1.444,DOWN,105.045,15.0451,-41.7721,50
1.445,DOWN,105.003,15.0031,-41.9336,50
1.446,DOWN,104.961,14.961,-42.0908,50
1.447,DOWN,104.919,14.9188,-42.2436,50
1.448,DOWN,104.876,14.8764,-42.3921,50
1.449,DOWN,104.834,14.8339,-42.5364,50
1.45,DOWN,104.791,14.7912,-42.6765,50
1.451,DOWN,104.748,14.7484,-42.8126,50
1.452,DOWN,104.705,14.7054,-42.9445,50
1.453,DOWN,104.662,14.6624,-43.0725,50
1.454,DOWN,104.619,14.6192,-43.1964,50
1.455,DOWN,104.576,14.5759,-43.3165,50
1.456,DOWN,104.532,14.5324,-43.4327,50
1.457,DOWN,104.489,14.4889,-43.5451,50
1.458,DOWN,104.445,14.4452,-43.6537,50
1.459,DOWN,104.401,14.4015,-43.7586,50
1.46,DOWN,104.358,14.3576,-43.8599,50
1.461,DOWN,104.314,14.3137,-43.9575,50
1.462,DOWN,104.27,14.2696,-44.0515,50
1.463,DOWN,104.225,14.2255,-44.142,50
1.464,DOWN,104.181,14.1812,-44.229,50
1.465,DOWN,104.137,14.1369,-44.3126,50
1.466,DOWN,104.093,14.0925,-44.3928,50
1.467,DOWN,104.048,14.0481,-44.4696,50
1.468,DOWN,104.004,14.0035,-44.5431,50
1.469,DOWN,103.959,13.9589,-44.6133,50
1.47,DOWN,103.914,13.9142,-44.6803,50
1.471,DOWN,103.869,13.8695,-44.7442,50
1.472,DOWN,103.825,13.8247,-44.8049,50
1.473,DOWN,103.78,13.7798,-44.8625,50
1.474,DOWN,103.735,13.7349,-44.917,50
1.475,DOWN,103.69,13.6899,-44.9685,50
1.476,DOWN,103.645,13.6449,-45.0171,50
1.477,DOWN,103.6,13.5998,-45.0627,50
1.478,DOWN,103.555,13.5547,-45.1054,50
1.479,DOWN,103.51,13.5096,-45.1452,50
1.48,DOWN,103.464,13.4644,-45.1823,50
1.481,DOWN,103.419,13.4192,-45.2165,50
1.482,DOWN,103.374,13.3739,-45.248,50
1.483,DOWN,103.329,13.3287,-45.2768,50
1.484,DOWN,103.283,13.2834,-45.3029,50
1.485,DOWN,103.238,13.238,-45.3264,50
1.486,DOWN,103.193,13.1927,-45.3473,50
1.487,DOWN,103.147,13.1473,-45.3656,50
1.488,DOWN,103.102,13.1019,-45.3814,50
1.489,DOWN,103.057,13.0565,-45.3947,50
1.49,DOWN,103.011,13.0111,-45.4056,50
1.491,DOWN,102.966,12.9657,-45.414,50
1.492,DOWN,102.92,12.9203,-45.4201,50
1.493,DOWN,102.875,12.8749,-45.4237,50
1.494,DOWN,102.829,12.8295,-45.4251,50
1.495,DOWN,102.784,12.784,-45.4242,50
1.496,DOWN,102.739,12.7386,-45.421,50
1.497,DOWN,102.693,12.6932,-45.4155,50
1.498,DOWN,102.648,12.6478,-45.4079,50
1.499,DOWN,102.602,12.6024,-45.3982,50
1.5,DOWN,102.557,12.557,-45.3862,50
1.501,DOWN,102.512,12.5116,-45.3722,50
1.502,DOWN,102.466,12.4663,-45.3562,50
1.503,DOWN,102.421,12.4209,-45.338,50
1.504,DOWN,102.376,12.3756,-45.3179,50
1.505,DOWN,102.33,12.3303,-45.2958,50
1.506,DOWN,102.285,12.2851,-45.2717,50
1.507,DOWN,102.24,12.2398,-45.2457,50
1.508,DOWN,102.195,12.1946,-45.2179,50
1.509,DOWN,102.149,12.1494,-45.1881,50
1.51,DOWN,102.104,12.1042,-45.1565,50
1.511,DOWN,102.059,12.0591,-45.1231,50
1.512,DOWN,102.014,12.014,-45.088,50
1.513,DOWN,101.969,11.969,-45.051,50
1.514,DOWN,101.924,11.924,-45.0123,50
1.515,DOWN,101.879,11.879,-44.972,50
1.516,DOWN,101.834,11.8341,-44.9299,50
1.517,DOWN,101.789,11.7892,-44.8862,50
1.518,DOWN,101.744,11.7443,-44.8409,50
1.519,DOWN,101.7,11.6995,-44.794,50
1.52,DOWN,101.655,11.6548,-44.7455,50
1.521,DOWN,101.61,11.6101,-44.6954,50
1.522,DOWN,101.565,11.5655,-44.6438,50
1.523,DOWN,101.521,11.5209,-44.5907,50
1.524,DOWN,101.476,11.4763,-44.5362,50
1.525,DOWN,101.432,11.4319,-44.4802,50
1.526,DOWN,101.387,11.3874,-44.4227,50
1.527,DOWN,101.343,11.3431,-44.3638,50
1.528,DOWN,101.299,11.2988,-44.3036,50
1.529,DOWN,101.255,11.2545,-44.242,50
1.53,DOWN,101.21,11.2103,-44.179,50
1.531,DOWN,101.166,11.1662,-44.1148,50
1.532,DOWN,101.122,11.1222,-44.0492,50
1.533,DOWN,101.078,11.0782,-43.9824,50
1.534,DOWN,101.034,11.0343,-43.9143,50
1.535,DOWN,100.99,10.9904,-43.8449,50
1.536,DOWN,100.947,10.9467,-43.7744,50
1.537,DOWN,100.903,10.903,-43.7027,50
1.538,DOWN,100.859,10.8593,-43.6298,50
1.539,DOWN,100.816,10.8158,-43.5557,50
1.54,DOWN,100.772,10.7723,-43.4805,50
1.541,DOWN,100.729,10.7289,-43.4042,50
1.542,DOWN,100.686,10.6856,-43.3269,50
1.543,DOWN,100.642,10.6423,-43.2484,50
1.544,DOWN,100.599,10.5991,-43.1689,50
1.545,DOWN,100.556,10.5561,-43.0884,50
1.546,DOWN,100.513,10.5131,-43.0068,50
1.547,DOWN,100.47,10.4701,-42.9242,50
1.548,DOWN,100.427,10.4273,-42.8407,50
1.549,DOWN,100.385,10.3845,-42.7562,50
1.55,DOWN,100.342,10.3419,-42.6708,50
1.551,DOWN,100.299,10.2993,-42.5844,50
1.552,DOWN,100.257,10.2568,-42.4971,50
1.553,DOWN,100.214,10.2144,-42.409,50
1.554,DOWN,100.172,10.1721,-42.3199,50
1.555,DOWN,100.13,10.1298,-42.23,50
1.556,DOWN,100.088,10.0877,-42.1393,50
1.557,DOWN,100.046,10.0456,-42.0478,50
1.558,DOWN,100.004,10.0037,-41.9554,50
1.559,DOWN,99.9618,9.96182,-41.8622,50
1.56,DOWN,99.92,9.92005,-41.7683,50
1.561,DOWN,99.8784,9.87837,-41.6736,50
1.562,DOWN,99.8368,9.8368,-41.5782,50
1.563,DOWN,99.7953,9.79531,-41.482,50
1.564,DOWN,99.7539,9.75393,-41.3851,50
1.565,DOWN,99.7126,9.71264,-41.2876,50
1.566,DOWN,99.6715,9.67145,-41.1893,50
1.567,DOWN,99.6304,9.63036,-41.0904,50
1.568,DOWN,99.5894,9.58937,-40.9908,50
1.569,DOWN,99.5485,9.54848,-40.8906,50
1.57,DOWN,99.5077,9.50769,-40.7897,50
1.571,DOWN,99.467,9.467,-40.6882,50
1.572,DOWN,99.4264,9.42642,-40.5862,50
1.573,DOWN,99.3859,9.38593,-40.4835,50
1.574,DOWN,99.3456,9.34555,-40.3803,50
1.575,DOWN,99.3053,9.30528,-40.2765,50
1.576,DOWN,99.2651,9.2651,-40.1722,50
1.577,DOWN,99.225,9.22504,-40.0673,50
1.578,DOWN,99.1851,9.18507,-39.9619,50
1.579,DOWN,99.1452,9.14522,-39.856,50
1.58,DOWN,99.1055,9.10547,-39.7496,50
1.581,DOWN,99.0658,9.06583,-39.6428,50
1.582,DOWN,99.0263,9.02629,-39.5354,50
1.583,DOWN,98.9869,8.98686,-39.4276,50
