Time,Step,J3_Pos,J3_Err,J3_Vel,Kp
0,UP,90.0002,19.9998,0.18,50
0.001,UP,90.0005,19.9995,0.36,50
0.002,UP,90.0011,19.9989,0.54,50
0.003,UP,90.0018,19.9982,0.72,50
0.004,UP,90.0027,19.9973,0.9,50
0.005,UP,90.0038,19.9962,1.08,50
0.006,UP,90.005,19.995,1.26,50
0.007,UP,90.0065,19.9935,1.44,50
0.008,UP,90.0081,19.9919,1.62,50
0.009,UP,90.0099,19.9901,1.8,50
0.01,UP,90.0119,19.9881,1.98,50
0.011,UP,90.014,19.986,2.16,50
0.012,UP,90.0164,19.9836,2.34,50
0.013,UP,90.0189,19.9811,2.52,50
0.014,UP,90.0216,19.9784,2.7,50
0.015,UP,90.0245,19.9755,2.88,50
0.016,UP,90.0275,19.9725,3.06,50
0.017,UP,90.0308,19.9692,3.24,50
0.018,UP,90.0342,19.9658,3.42,50
0.019,UP,90.0378,19.9622,3.6,50
0.02,UP,90.0416,19.9584,3.78,50
0.021,UP,90.0455,19.9545,3.96,50
0.022,UP,90.0497,19.9503,4.14,50
0.023,UP,90.054,19.946,4.32,50
0.024,UP,90.0585,19.9415,4.5,50
0.025,UP,90.0632,19.9368,4.68,50
0.026,UP,90.068,19.932,4.86,50
0.027,UP,90.0731,19.9269,5.04,50
0.028,UP,90.0783,19.9217,5.22,50
0.029,UP,90.0837,19.9163,5.4,50
0.03,UP,90.0893,19.9107,5.58,50
0.031,UP,90.095,19.905,5.76,50
0.032,UP,90.101,19.899,5.94,50
0.033,UP,90.1071,19.8929,6.12,50
0.034,UP,90.1134,19.8866,6.3,50
0.035,UP,90.1199,19.8801,6.48,50
0.036,UP,90.1265,19.8735,6.66,50
0.037,UP,90.1334,19.8666,6.84,50
0.038,UP,90.1404,19.8596,7.02,50
0.039,UP,90.1476,19.8524,7.2,50
0.04,UP,90.155,19.845,7.38,50
0.041,UP,90.1625,19.8375,7.56,50
0.042,UP,90.1703,19.8297,7.74,50
0.043,UP,90.1782,19.8218,7.92,50
0.044,UP,90.1863,19.8137,8.1,50
0.045,UP,90.1946,19.8054,8.28,50
0.046,UP,90.203,19.797,8.46,50
0.047,UP,90.2117,19.7883,8.64,50
0.048,UP,90.2205,19.7795,8.82,50
0.049,UP,90.2295,19.7705,9,50
0.05,UP,90.2387,19.7613,9.18,50
0.051,UP,90.248,19.752,9.36,50
0.052,UP,90.2576,19.7424,9.54,50
0.053,UP,90.2673,19.7327,9.72,50
0.054,UP,90.2772,19.7228,9.9,50
0.055,UP,90.2873,19.7127,10.08,50
0.056,UP,90.2975,19.7025,10.26,50
0.057,UP,90.308,19.692,10.44,50
0.058,UP,90.3186,19.6814,10.62,50
0.059,UP,90.3294,19.6706,10.8,50
0.06,UP,90.3404,19.6596,10.98,50
0.061,UP,90.3515,19.6485,11.16,50
0.062,UP,90.3629,19.6371,11.34,50
0.063,UP,90.3744,19.6256,11.52,50
0.064,UP,90.3861,19.6139,11.7,50
0.065,UP,90.398,19.602,11.88,50
0.066,UP,90.41,19.59,12.06,50
0.067,UP,90.4223,19.5777,12.24,50
0.068,UP,90.4347,19.5653,12.42,50
0.069,UP,90.4473,19.5527,12.6,50
0.07,UP,90.4601,19.5399,12.78,50
0.071,UP,90.473,19.527,12.96,50
0.072,UP,90.4862,19.5138,13.14,50
0.073,UP,90.4995,19.5005,13.32,50
0.074,UP,90.513,19.487,13.5,50
0.075,UP,90.5267,19.4733,13.68,50
0.076,UP,90.5405,19.4595,13.86,50
0.077,UP,90.5546,19.4454,14.04,50
0.078,UP,90.5688,19.4312,14.22,50
0.079,UP,90.5832,19.4168,14.4,50
0.08,UP,90.5978,19.4022,14.58,50
0.081,UP,90.6125,19.3875,14.76,50
0.082,UP,90.6275,19.3725,14.94,50
0.083,UP,90.6426,19.3574,15.12,50
0.084,UP,90.6579,19.3421,15.3,50
0.085,UP,90.6734,19.3266,15.48,50
0.086,UP,90.689,19.311,15.66,50
0.087,UP,90.7049,19.2951,15.84,50
0.088,UP,90.7209,19.2791,16.02,50
0.089,UP,90.7371,19.2629,16.2,50
0.09,UP,90.7535,19.2465,16.38,50
0.091,UP,90.77,19.23,16.56,50
0.092,UP,90.7868,19.2132,16.74,50
0.093,UP,90.8037,19.1963,16.92,50
0.094,UP,90.8208,19.1792,17.1,50
0.095,UP,90.8381,19.1619,17.28,50
0.096,UP,90.8555,19.1445,17.46,50
0.097,UP,90.8732,19.1268,17.64,50
0.098,UP,90.891,19.109,17.82,50
0.099,UP,90.909,19.091,18,50
0.1,UP,90.9272,19.0728,18.18,50
0.101,UP,90.9455,19.0545,18.36,50
0.102,UP,90.9641,19.0359,18.54,50
0.103,UP,90.9828,19.0172,18.72,50
0.104,UP,91.0017,18.9983,18.9,50
0.105,UP,91.0208,18.9792,19.08,50
0.106,UP,91.04,18.96,19.26,50
0.107,UP,91.0595,18.9405,19.44,50
0.108,UP,91.0791,18.9209,19.62,50
0.109,UP,91.0989,18.9011,19.8,50
0.11,UP,91.1189,18.8811,19.98,50
0.111,UP,91.139,18.861,20.16,50
0.112,UP,91.1594,18.8406,20.34,50
0.113,UP,91.1799,18.8201,20.52,50
0.114,UP,91.2006,18.7994,20.7,50
0.115,UP,91.2215,18.7785,20.88,50
0.116,UP,91.2425,18.7575,21.06,50
0.117,UP,91.2638,18.7362,21.24,50
0.118,UP,91.2852,18.7148,21.42,50
0.119,UP,91.3068,18.6932,21.6,50
0.12,UP,91.3286,18.6714,21.78,50
0.121,UP,91.3505,18.6495,21.96,50
0.122,UP,91.3727,18.6273,22.14,50
0.123,UP,91.395,18.605,22.32,50
0.124,UP,91.4175,18.5825,22.5,50
0.125,UP,91.4402,18.5598,22.68,50
0.126,UP,91.463,18.537,22.86,50
0.127,UP,91.4861,18.5139,23.04,50
0.128,UP,91.5093,18.4907,23.22,50
0.129,UP,91.5327,18.4673,23.4,50
0.13,UP,91.5563,18.4437,23.58,50
0.131,UP,91.58,18.42,23.76,50
0.132,UP,91.604,18.396,23.94,50
0.133,UP,91.6281,18.3719,24.12,50
0.134,UP,91.6524,18.3476,24.3,50
0.135,UP,91.6769,18.3231,24.48,50
0.136,UP,91.7015,18.2985,24.66,50
0.137,UP,91.7264,18.2736,24.84,50
0.138,UP,91.7514,18.2486,25.02,50
0.139,UP,91.7766,18.2234,25.2,50
0.14,UP,91.802,18.198,25.38,50
0.141,UP,91.8275,18.1725,25.56,50
0.142,UP,91.8533,18.1467,25.74,50
0.143,UP,91.8792,18.1208,25.92,50
0.144,UP,91.9053,18.0947,26.1,50
0.145,UP,91.9316,18.0684,26.28,50
0.146,UP,91.958,18.042,26.46,50
0.147,UP,91.9847,18.0153,26.64,50
0.148,UP,92.0115,17.9885,26.82,50
0.149,UP,92.0385,17.9615,27,50
0.15,UP,92.0657,17.9343,27.18,50
0.151,UP,92.093,17.907,27.36,50
0.152,UP,92.1206,17.8794,27.54,50
0.153,UP,92.1483,17.8517,27.72,50
0.154,UP,92.1762,17.8238,27.9,50
0.155,UP,92.2043,17.7957,28.08,50
0.156,UP,92.2325,17.7675,28.26,50
0.157,UP,92.261,17.739,28.44,50
0.158,UP,92.2896,17.7104,28.62,50
0.159,UP,92.3184,17.6816,28.8,50
0.16,UP,92.3474,17.6526,28.98,50
0.161,UP,92.3765,17.6235,29.16,50
0.162,UP,92.4059,17.5941,29.34,50
0.163,UP,92.4354,17.5646,29.52,50
0.164,UP,92.4651,17.5349,29.7,50
0.165,UP,92.495,17.505,29.88,50
0.166,UP,92.525,17.475,30.06,50
0.167,UP,92.5553,17.4447,30.24,50
0.168,UP,92.5857,17.4143,30.42,50
0.169,UP,92.6163,17.3837,30.6,50
0.17,UP,92.6471,17.3529,30.78,50
0.171,UP,92.678,17.322,30.96,50
0.172,UP,92.7092,17.2908,31.14,50
0.173,UP,92.7405,17.2595,31.32,50
0.174,UP,92.772,17.228,31.5,50
0.175,UP,92.8037,17.1963,31.68,50
0.176,UP,92.8355,17.1645,31.86,50
0.177,UP,92.8676,17.1324,32.04,50
0.178,UP,92.8998,17.1002,32.22,50
0.179,UP,92.9322,17.0678,32.4,50
0.18,UP,92.9648,17.0352,32.58,50
0.181,UP,92.9975,17.0025,32.76,50
0.182,UP,93.0305,16.9695,32.94,50
0.183,UP,93.0636,16.9364,33.12,50
0.184,UP,93.0969,16.9031,33.3,50
0.185,UP,93.1304,16.8696,33.48,50
0.186,UP,93.164,16.836,33.66,50
0.187,UP,93.1979,16.8021,33.84,50
0.188,UP,93.2319,16.7681,34.02,50
0.189,UP,93.2661,16.7339,34.2,50
0.19,UP,93.3005,16.6995,34.38,50
0.191,UP,93.335,16.665,34.56,50
0.192,UP,93.3698,16.6302,34.74,50
0.193,UP,93.4047,16.5953,34.92,50
0.194,UP,93.4398,16.5602,35.1,50
0.195,UP,93.4751,16.5249,35.28,50
0.196,UP,93.5105,16.4895,35.46,50
0.197,UP,93.5462,16.4538,35.64,50
0.198,UP,93.582,16.418,35.82,50
0.199,UP,93.618,16.382,36,50
0.2,UP,93.6542,16.3458,36.18,50
0.201,UP,93.6905,16.3095,36.36,50
0.202,UP,93.7271,16.2729,36.54,50
0.203,UP,93.7638,16.2362,36.72,50
0.204,UP,93.8007,16.1993,36.9,50
0.205,UP,93.8378,16.1622,37.08,50
0.206,UP,93.875,16.125,37.26,50
0.207,UP,93.9125,16.0875,37.44,50
0.208,UP,93.9501,16.0499,37.62,50
0.209,UP,93.9879,16.0121,37.8,50
0.21,UP,94.0259,15.9741,37.98,50
0.211,UP,94.064,15.936,38.16,50
0.212,UP,94.1024,15.8976,38.34,50
0.213,UP,94.1409,15.8591,38.52,50
0.214,UP,94.1796,15.8204,38.7,50
0.215,UP,94.2185,15.7815,38.88,50
0.216,UP,94.2575,15.7425,39.06,50
0.217,UP,94.2968,15.7032,39.24,50
0.218,UP,94.3362,15.6638,39.42,50
0.219,UP,94.3758,15.6242,39.6,50
0.22,UP,94.4156,15.5844,39.78,50
0.221,UP,94.4555,15.5445,39.96,50
0.222,UP,94.4957,15.5043,40.14,50
0.223,UP,94.536,15.464,40.32,50
0.224,UP,94.5765,15.4235,40.5,50
0.225,UP,94.6172,15.3828,40.68,50
0.226,UP,94.658,15.342,40.86,50
0.227,UP,94.6991,15.3009,41.04,50
0.228,UP,94.7403,15.2597,41.22,50
0.229,UP,94.7817,15.2183,41.4,50
0.23,UP,94.8233,15.1767,41.5754,50
0.231,UP,94.865,15.135,41.7463,50
0.232,UP,94.9069,15.0931,41.9127,50
0.233,UP,94.949,15.051,42.0746,50
0.234,UP,94.9912,15.0088,42.2321,50
0.235,UP,95.0336,14.9664,42.3853,50
0.236,UP,95.0762,14.9238,42.5342,50
0.237,UP,95.1188,14.8812,42.6789,50
0.238,UP,95.1617,14.8383,42.8194,50
0.239,UP,95.2046,14.7954,42.9557,50
0.24,UP,95.2477,14.7523,43.088,50
0.241,UP,95.2909,14.7091,43.2163,50
0.242,UP,95.3343,14.6657,43.3405,50
0.243,UP,95.3777,14.6223,43.4609,50
0.244,UP,95.4213,14.5787,43.5774,50
0.245,UP,95.465,14.535,43.69,50
0.246,UP,95.5088,14.4912,43.7989,50
0.247,UP,95.5527,14.4473,43.9041,50
0.248,UP,95.5967,14.4033,44.0055,50
0.249,UP,95.6408,14.3592,44.1034,50
0.25,UP,95.685,14.315,44.1976,50
0.251,UP,95.7293,14.2707,44.2883,50
0.252,UP,95.7737,14.2263,44.3755,50
0.253,UP,95.8181,14.1819,44.4593,50
0.254,UP,95.8627,14.1373,44.5396,50
0.255,UP,95.9073,14.0927,44.6166,50
0.256,UP,95.952,14.048,44.6903,50
0.257,UP,95.9967,14.0033,44.7606,50
0.258,UP,96.0416,13.9584,44.8278,50
0.259,UP,96.0864,13.9136,44.8918,50
0.26,UP,96.1314,13.8686,44.9526,50
0.261,UP,96.1764,13.8236,45.0103,50
0.262,UP,96.2215,13.7785,45.0649,50
0.263,UP,96.2666,13.7334,45.1165,50
0.264,UP,96.3118,13.6882,45.1652,50
0.265,UP,96.357,13.643,45.2108,50
0.266,UP,96.4022,13.5978,45.2536,50
0.267,UP,96.4475,13.5525,45.2935,50
0.268,UP,96.4928,13.5072,45.3306,50
0.269,UP,96.5382,13.4618,45.3649,50
0.27,UP,96.5836,13.4164,45.3964,50
0.271,UP,96.629,13.371,45.4252,50
0.272,UP,96.6745,13.3255,45.4514,50
0.273,UP,96.72,13.28,45.4749,50
0.274,UP,96.7655,13.2345,45.4958,50
0.275,UP,96.811,13.189,45.5141,50
0.276,UP,96.8565,13.1435,45.5299,50
0.277,UP,96.902,13.098,45.5431,50
0.278,UP,96.9476,13.0524,45.554,50
0.279,UP,96.9932,13.0068,45.5624,50
0.28,UP,97.0387,12.9613,45.5684,50
0.281,UP,97.0843,12.9157,45.572,50
0.282,UP,97.1299,12.8701,45.5733,50
0.283,UP,97.1754,12.8246,45.5723,50
0.284,UP,97.221,12.779,45.569,50
0.285,UP,97.2666,12.7334,45.5635,50
0.286,UP,97.3121,12.6879,45.5558,50
0.287,UP,97.3577,12.6423,45.546,50
0.288,UP,97.4032,12.5968,45.534,50
0.289,UP,97.4487,12.5513,45.5199,50
0.29,UP,97.4942,12.5058,45.5037,50
0.291,UP,97.5397,12.4603,45.4854,50
0.292,UP,97.5852,12.4148,45.4652,50
0.293,UP,97.6306,12.3694,45.443,50
0.294,UP,97.676,12.324,45.4188,50
0.295,UP,97.7214,12.2786,45.3927,50
0.296,UP,97.7668,12.2332,45.3646,50
0.297,UP,97.8121,12.1879,45.3347,50
0.298,UP,97.8574,12.1426,45.303,50
0.299,UP,97.9027,12.0973,45.2694,50
0.3,UP,97.9479,12.0521,45.2341,50
0.301,UP,97.9931,12.0069,45.197,50
0.302,UP,98.0383,11.9617,45.1582,50
0.303,UP,98.0834,11.9166,45.1176,50
0.304,UP,98.1285,11.8715,45.0754,50
0.305,UP,98.1735,11.8265,45.0315,50
0.306,UP,98.2185,11.7815,44.986,50
0.307,UP,98.2635,11.7365,44.9389,50
0.308,UP,98.3083,11.6917,44.8902,50
0.309,UP,98.3532,11.6468,44.8399,50
0.31,UP,98.398,11.602,44.7881,50
0.311,UP,98.4427,11.5573,44.7348,50
0.312,UP,98.4874,11.5126,44.68,50
0.313,UP,98.532,11.468,44.6238,50
0.314,UP,98.5766,11.4234,44.5661,50
0.315,UP,98.6211,11.3789,44.507,50
0.316,UP,98.6655,11.3345,44.4465,50
0.317,UP,98.7099,11.2901,44.3847,50
0.318,UP,98.7542,11.2458,44.3215,50
0.319,UP,98.7985,11.2015,44.257,50
0.32,UP,98.8427,11.1573,44.1912,50
0.321,UP,98.8868,11.1132,44.1241,50
0.322,UP,98.9309,11.0691,44.0557,50
0.323,UP,98.9748,11.0252,43.9862,50
0.324,UP,99.0188,10.9812,43.9154,50
0.325,UP,99.0626,10.9374,43.8434,50
0.326,UP,99.1064,10.8936,43.7702,50
0.327,UP,99.1501,10.8499,43.6959,50
0.328,UP,99.1937,10.8063,43.6204,50
0.329,UP,99.2372,10.7628,43.5438,50
0.33,UP,99.2807,10.7193,43.4662,50
0.331,UP,99.3241,10.6759,43.3874,50
0.332,UP,99.3674,10.6326,43.3076,50
0.333,UP,99.4106,10.5894,43.2268,50
0.334,UP,99.4538,10.5462,43.145,50
0.335,UP,99.4968,10.5032,43.0621,50
0.336,UP,99.5398,10.4602,42.9783,50
0.337,UP,99.5827,10.4173,42.8935,50
0.338,UP,99.6255,10.3745,42.8077,50
0.339,UP,99.6682,10.3318,42.7211,50
0.34,UP,99.7109,10.2891,42.6335,50
0.341,UP,99.7534,10.2466,42.545,50
0.342,UP,99.7959,10.2041,42.4557,50
0.343,UP,99.8382,10.1618,42.3655,50
0.344,UP,99.8805,10.1195,42.2744,50
0.345,UP,99.9227,10.0773,42.1825,50
0.346,UP,99.9648,10.0352,42.0899,50
0.347,UP,100.007,9.99323,41.9964,50
0.348,UP,100.049,9.95132,41.9021,50
0.349,UP,100.09,9.90952,41.8071,50
0.35,UP,100.132,9.86781,41.7113,50
0.351,UP,100.174,9.82619,41.6148,50
0.352,UP,100.215,9.78467,41.5176,50
0.353,UP,100.257,9.74325,41.4197,50
0.354,UP,100.298,9.70193,41.3211,50
0.355,UP,100.339,9.66071,41.2218,50
0.356,UP,100.38,9.61959,41.1219,50
0.357,UP,100.421,9.57857,41.0213,50
0.358,UP,100.462,9.53765,40.9201,50
0.359,UP,100.503,9.49683,40.8183,50
0.36,UP,100.544,9.45611,40.7159,50
0.361,UP,100.585,9.4155,40.6129,50
0.362,UP,100.625,9.37499,40.5093,50
0.363,UP,100.665,9.33458,40.4052,50
0.364,UP,100.706,9.29428,40.3005,50
0.365,UP,100.746,9.25409,40.1953,50
0.366,UP,100.786,9.214,40.0895,50
0.367,UP,100.826,9.17402,39.9833,50
0.368,UP,100.866,9.13414,39.8765,50
0.369,UP,100.906,9.09437,39.7693,50
0.37,UP,100.945,9.05471,39.6616,50
0.371,UP,100.985,9.01516,39.5534,50
0.372,UP,101.024,8.97571,39.4448,50
0.373,UP,101.064,8.93637,39.3358,50
0.374,UP,101.103,8.89715,39.2263,50
0.375,UP,101.142,8.85803,39.1164,50
0.376,UP,101.181,8.81903,39.0061,50
0.377,UP,101.22,8.78013,38.8954,50
0.378,UP,101.259,8.74135,38.7844,50
0.379,UP,101.297,8.70267,38.673,50
0.38,UP,101.336,8.66411,38.5612,50
0.381,UP,101.374,8.62566,38.449,50
0.382,UP,101.413,8.58733,38.3366,50
0.383,UP,101.451,8.5491,38.2238,50
0.384,UP,101.489,8.51099,38.1107,50
0.385,UP,101.527,8.47299,37.9973,50
0.386,UP,101.565,8.43511,37.8835,50
0.387,UP,101.603,8.39734,37.7695,50
0.388,UP,101.64,8.35969,37.6553,50
0.389,UP,101.678,8.32215,37.5407,50
0.39,UP,101.715,8.28472,37.4259,50
0.391,UP,101.753,8.24741,37.3109,50
0.392,UP,101.79,8.21021,37.1956,50
0.393,UP,101.827,8.17313,37.0801,50
0.394,UP,101.864,8.13617,36.9643,50
0.395,UP,101.901,8.09932,36.8484,50
0.396,UP,101.937,8.06259,36.7322,50
0.397,UP,101.974,8.02597,36.6159,50
0.398,UP,102.011,7.98947,36.4994,50
0.399,UP,102.047,7.95309,36.3827,50
0.4,UP,102.083,7.91682,36.2658,50
0.401,UP,102.119,7.88068,36.1488,50
0.402,UP,102.155,7.84464,36.0316,50
0.403,UP,102.191,7.80873,35.9142,50
0.404,UP,102.227,7.77293,35.7968,50
0.405,UP,102.263,7.73725,35.6792,50
0.406,UP,102.298,7.70169,35.5615,50
0.407,UP,102.334,7.66625,35.4436,50
0.408,UP,102.369,7.63092,35.3257,50
0.409,UP,102.404,7.59572,35.2077,50
0.41,UP,102.439,7.56063,35.0895,50
0.411,UP,102.474,7.52565,34.9713,50
0.412,UP,102.509,7.4908,34.853,50
0.413,UP,102.544,7.45607,34.7347,50
0.414,UP,102.579,7.42145,34.6163,50
0.415,UP,102.613,7.38695,34.4978,50
0.416,UP,102.647,7.35257,34.3793,50
0.417,UP,102.682,7.31831,34.2607,50
0.418,UP,102.716,7.28417,34.1421,50
0.419,UP,102.75,7.25015,34.0235,50
0.42,UP,102.784,7.21624,33.9048,50
0.421,UP,102.818,7.18246,33.7861,50
0.422,UP,102.851,7.14879,33.6674,50
0.423,UP,102.885,7.11524,33.5488,50
0.424,UP,102.918,7.08181,33.4301,50
0.425,UP,102.952,7.0485,33.3114,50
0.426,UP,102.985,7.01531,33.1927,50
0.427,UP,103.018,6.98223,33.0741,50
0.428,UP,103.051,6.94928,32.9554,50
0.429,UP,103.084,6.91644,32.8368,50
0.43,UP,103.116,6.88372,32.7183,50
0.431,UP,103.149,6.85112,32.5998,50
0.432,UP,103.181,6.81864,32.4813,50
0.433,UP,103.214,6.78628,32.3629,50
0.434,UP,103.246,6.75403,32.2445,50
0.435,UP,103.278,6.72191,32.1262,50
0.436,UP,103.31,6.6899,32.008,50
0.437,UP,103.342,6.65801,31.8898,50
0.438,UP,103.374,6.62624,31.7717,50
0.439,UP,103.405,6.59458,31.6537,50
0.44,UP,103.437,6.56305,31.5358,50
0.441,UP,103.468,6.53163,31.4179,50
0.442,UP,103.5,6.50033,31.3002,50
0.443,UP,103.531,6.46915,31.1826,50
0.444,UP,103.562,6.43808,31.065,50
0.445,UP,103.593,6.40713,30.9476,50
0.446,UP,103.624,6.3763,30.8303,50
0.447,UP,103.654,6.34559,30.7131,50
0.448,UP,103.685,6.315,30.596,50
0.449,UP,103.715,6.28452,30.4791,50
0.45,UP,103.746,6.25415,30.3623,50
0.451,UP,103.776,6.22391,30.2456,50
0.452,UP,103.806,6.19378,30.1291,50
0.453,UP,103.836,6.16377,30.0127,50
0.454,UP,103.866,6.13387,29.8964,50
0.455,UP,103.896,6.10409,29.7803,50
0.456,UP,103.926,6.07443,29.6644,50
0.457,UP,103.955,6.04488,29.5486,50
0.458,UP,103.985,6.01544,29.4329,50
0.459,UP,104.014,5.98613,29.3174,50
0.46,UP,104.043,5.95692,29.2021,50
0.461,UP,104.072,5.92784,29.087,50
0.462,UP,104.101,5.89887,28.972,50
0.463,UP,104.13,5.87001,28.8573,50
0.464,UP,104.159,5.84127,28.7427,50
0.465,UP,104.187,5.81264,28.6282,50
0.466,UP,104.216,5.78412,28.514,50
0.467,UP,104.244,5.75572,28.4,50
0.468,UP,104.273,5.72744,28.2861,50
0.469,UP,104.301,5.69926,28.1725,50
0.47,UP,104.329,5.67121,28.059,50
0.471,UP,104.357,5.64326,27.9458,50
0.472,UP,104.385,5.61543,27.8327,50
0.473,UP,104.412,5.58771,27.7199,50
0.474,UP,104.44,5.5601,27.6072,50
0.475,UP,104.467,5.53261,27.4948,50
0.476,UP,104.495,5.50522,27.3826,50
0.477,UP,104.522,5.47795,27.2706,50
0.478,UP,104.549,5.45079,27.1588,50
0.479,UP,104.576,5.42375,27.0473,50
0.48,UP,104.603,5.39681,26.936,50
0.481,UP,104.63,5.36998,26.8249,50
0.482,UP,104.657,5.34327,26.714,50
0.483,UP,104.683,5.31667,26.6034,50
0.484,UP,104.71,5.29017,26.493,50
0.485,UP,104.736,5.26379,26.3828,50
0.486,UP,104.762,5.23752,26.2729,50
0.487,UP,104.789,5.21136,26.1632,50
0.488,UP,104.815,5.1853,26.0538,50
0.489,UP,104.841,5.15936,25.9446,50
0.49,UP,104.866,5.13352,25.8357,50
0.491,UP,104.892,5.10779,25.727,50
0.492,UP,104.918,5.08218,25.6185,50
0.493,UP,104.943,5.05667,25.5103,50
0.494,UP,104.969,5.03126,25.4024,50
0.495,UP,104.994,5.00597,25.2947,50
0.496,UP,105.019,4.98078,25.1873,50
0.497,UP,105.044,4.9557,25.0801,50
0.498,UP,105.069,4.93073,24.9732,50
0.499,UP,105.094,4.90586,24.8666,50
0.5,UP,105.119,4.8811,24.7602,50
0.501,UP,105.144,4.85645,24.6541,50
0.502,UP,105.168,4.8319,24.5483,50
0.503,UP,105.193,4.80746,24.4427,50
0.504,UP,105.217,4.78312,24.3374,50
0.505,UP,105.241,4.75889,24.2324,50
0.506,UP,105.265,4.73476,24.1276,50
0.507,UP,105.289,4.71074,24.0231,50
0.508,UP,105.313,4.68682,23.9189,50
0.509,UP,105.337,4.663,23.815,50
0.51,UP,105.361,4.63929,23.7114,50
0.511,UP,105.384,4.61568,23.608,50
0.512,UP,105.408,4.59218,23.5049,50
0.513,UP,105.431,4.56877,23.4021,50
0.514,UP,105.455,4.54548,23.2996,50
0.515,UP,105.478,4.52228,23.1974,50
0.516,UP,105.501,4.49918,23.0954,50
0.517,UP,105.524,4.47619,22.9938,50
0.518,UP,105.547,4.4533,22.8924,50
0.519,UP,105.569,4.4305,22.7913,50
0.52,UP,105.592,4.40781,22.6905,50
0.521,UP,105.615,4.38522,22.59,50
0.522,UP,105.637,4.36273,22.4898,50
0.523,UP,105.66,4.34034,22.3899,50
0.524,UP,105.682,4.31805,22.2903,50
0.525,UP,105.704,4.29586,22.1909,50
0.526,UP,105.726,4.27377,22.0919,50
0.527,UP,105.748,4.25178,21.9932,50
0.528,UP,105.77,4.22988,21.8947,50
0.529,UP,105.792,4.20809,21.7966,50
0.53,UP,105.814,4.18639,21.6987,50
0.531,UP,105.835,4.16479,21.6012,50
0.532,UP,105.857,4.14328,21.5039,50
0.533,UP,105.878,4.12188,21.407,50
0.534,UP,105.899,4.10057,21.3104,50
0.535,UP,105.921,4.07935,21.214,50
0.536,UP,105.942,4.05823,21.118,50
0.537,UP,105.963,4.03721,21.0222,50
0.538,UP,105.984,4.01628,20.9268,50
0.539,UP,106.005,3.99545,20.8316,50
0.54,UP,106.025,3.97472,20.7368,50
0.541,UP,106.046,3.95407,20.6423,50
0.542,UP,106.066,3.93353,20.5481,50
0.543,UP,106.087,3.91307,20.4541,50
0.544,UP,106.107,3.89271,20.3605,50
0.545,UP,106.128,3.87244,20.2672,50
0.546,UP,106.148,3.85227,20.1742,50
0.547,UP,106.168,3.83219,20.0815,50
0.548,UP,106.188,3.8122,19.9892,50
0.549,UP,106.208,3.7923,19.8971,50
0.55,UP,106.228,3.7725,19.8053,50
0.551,UP,106.247,3.75278,19.7138,50
0.552,UP,106.267,3.73316,19.6227,50
0.553,UP,106.286,3.71363,19.5318,50
0.554,UP,106.306,3.69419,19.4413,50
0.555,UP,106.325,3.67484,19.3511,50
0.556,UP,106.344,3.65557,19.2611,50
0.557,UP,106.364,3.6364,19.1715,50
0.558,UP,106.383,3.61732,19.0822,50
0.559,UP,106.402,3.59833,18.9932,50
0.56,UP,106.421,3.57942,18.9045,50
0.561,UP,106.439,3.56061,18.8161,50
0.562,UP,106.458,3.54188,18.7281,50
0.563,UP,106.477,3.52324,18.6403,50
0.564,UP,106.495,3.50469,18.5529,50
0.565,UP,106.514,3.48622,18.4657,50
0.566,UP,106.532,3.46784,18.3789,50
0.567,UP,106.55,3.44955,18.2924,50
0.568,UP,106.569,3.43134,18.2061,50
0.569,UP,106.587,3.41322,18.1202,50
0.57,UP,106.605,3.39519,18.0346,50
0.571,UP,106.623,3.37724,17.9494,50
0.572,UP,106.641,3.35937,17.8644,50
0.573,UP,106.658,3.34159,17.7797,50
0.574,UP,106.676,3.3239,17.6953,50
0.575,UP,106.694,3.30629,17.6113,50
0.576,UP,106.711,3.28876,17.5275,50
0.577,UP,106.729,3.27132,17.4441,50
0.578,UP,106.746,3.25396,17.361,50
0.579,UP,106.763,3.23668,17.2781,50
0.58,UP,106.781,3.21948,17.1956,50
0.581,UP,106.798,3.20237,17.1134,50
0.582,UP,106.815,3.18534,17.0315,50
0.583,UP,106.832,3.16839,16.9499,50
0.584,UP,106.848,3.15152,16.8686,50
0.585,UP,106.865,3.13473,16.7877,50
0.586,UP,106.882,3.11802,16.707,50
0.587,UP,106.899,3.1014,16.6266,50
0.588,UP,106.915,3.08485,16.5465,50
0.589,UP,106.932,3.06838,16.4668,50
0.59,UP,106.948,3.052,16.3873,50
0.591,UP,106.964,3.03569,16.3082,50
0.592,UP,106.981,3.01946,16.2293,50
0.593,UP,106.997,3.00331,16.1508,50
0.594,UP,107.013,2.98724,16.0725,50
0.595,UP,107.029,2.97124,15.9946,50
0.596,UP,107.045,2.95532,15.917,50
0.597,UP,107.061,2.93948,15.8396,50
0.598,UP,107.076,2.92372,15.7626,50
0.599,UP,107.092,2.90804,15.6859,50
0.6,UP,107.108,2.89243,15.6094,50
0.601,UP,107.123,2.87689,15.5333,50
0.602,UP,107.139,2.86144,15.4575,50
0.603,UP,107.154,2.84605,15.3819,50
0.604,UP,107.169,2.83075,15.3067,50
0.605,UP,107.184,2.81552,15.2318,50
0.606,UP,107.2,2.80036,15.1571,50
0.607,UP,107.215,2.78528,15.0828,50
0.608,UP,107.23,2.77027,15.0088,50
