Time,Step,Q_Error,Exec_us,Reached
2.3990,2,413.0283,0.2740,0
2.4000,2,412.8623,0.2710,0
2.4010,2,412.6960,0.2740,0
2.4020,2,412.5296,0.2740,0
2.4030,2,412.3628,0.2710,0
2.4040,2,412.1959,0.2710,0
2.4050,2,412.0287,0.2740,0
2.4060,2,411.8612,0.2740,0
2.4070,2,411.6935,0.2710,0
2.4080,2,411.5256,0.2720,0
2.4090,2,411.3574,0.2730,0
2.4100,2,411.1889,0.2720,0
2.4110,2,411.0203,0.2710,0
2.4120,2,410.8513,0.2700,0
2.4130,2,410.6822,0.2720,0
2.4140,2,410.5127,0.2730,0
2.4150,2,410.3431,0.2710,0
2.4160,2,410.1732,0.2770,0
2.4170,2,410.0030,0.2730,0
2.4180,2,409.8326,0.2730,0
2.4190,2,409.6619,0.2740,0
2.4200,2,409.4911,0.2740,0
2.4210,2,409.3199,0.2750,0
2.4220,2,409.1485,0.2750,0
2.4230,2,408.9769,0.2730,0
2.4240,2,408.8050,0.2720,0
2.4250,2,408.6329,0.2740,0
2.4260,2,408.4605,0.2750,0
2.4270,2,408.2879,0.2740,0
2.4280,2,408.1151,0.2740,0
2.4290,2,407.9419,0.2760,0
2.4300,2,407.7686,0.2730,0
2.4310,2,407.5950,0.2730,0
2.4320,2,407.4212,0.2750,0
2.4330,2,407.2471,0.3750,0
2.4340,2,407.0727,0.2910,0
2.4350,2,406.8981,0.2710,0
2.4360,2,406.7233,0.2700,0
2.4370,2,406.5482,0.2710,0
2.4380,2,406.3729,0.2700,0
2.4390,2,406.1974,0.2740,0
2.4400,2,406.0215,0.2690,0
2.4410,2,405.8455,0.2710,0
2.4420,2,405.6692,0.2720,0
2.4430,2,405.4926,0.2700,0
2.4440,2,405.3158,0.2710,0
2.4450,2,405.1388,0.2710,0
2.4460,2,404.9615,0.2750,0
2.4470,2,404.7840,0.2740,0
2.4480,2,404.6062,0.2700,0
2.4490,2,404.4281,0.2700,0
2.4500,2,404.2499,0.2710,0
2.4510,2,404.0713,0.2730,0
2.4520,2,403.8926,0.2730,0
2.4530,2,403.7136,0.2720,0
2.4540,2,403.5343,0.2700,0
2.4550,2,403.3548,0.2710,0
2.4560,2,403.1750,0.2700,0
2.4570,2,402.9950,0.2700,0
2.4580,2,402.8148,0.2730,0
2.4590,2,402.6343,0.2740,0
2.4600,2,402.4536,0.2710,0
2.4610,2,402.2726,0.2730,0
2.4620,2,402.0913,0.2730,0
2.4630,2,401.9099,0.2710,0
2.4640,2,401.7281,0.2720,0
2.4650,2,401.5462,0.2730,0
2.4660,2,401.3639,0.2710,0
2.4670,2,401.1815,0.2690,0
2.4680,2,400.9988,0.2730,0
2.4690,2,400.8158,0.2740,0
2.4700,2,400.6326,0.2700,0
2.4710,2,400.4491,0.2710,0
2.4720,2,400.2654,0.2700,0
2.4730,2,400.0815,0.2720,0
2.4740,2,399.8973,0.2750,0
2.4750,2,399.7128,0.2710,0
2.4760,2,399.5282,0.2720,0
2.4770,2,399.3432,0.2740,0
2.4780,2,399.1580,0.2700,0
2.4790,2,398.9726,0.2900,0
2.4800,2,398.7869,0.2800,0
2.4810,2,398.6010,0.2690,0
2.4820,2,398.4148,0.2700,0
2.4830,2,398.2284,0.2730,0
2.4840,2,398.0418,0.2690,0
2.4850,2,397.8549,0.2710,0
2.4860,2,397.6677,0.2700,0
2.4870,2,397.4803,0.2700,0
2.4880,2,397.2926,0.2740,0
2.4890,2,397.1047,0.2710,0
2.4900,2,396.9166,0.2700,0
2.4910,2,396.7282,0.2720,0
2.4920,2,396.5396,0.2720,0
2.4930,2,396.3507,0.2710,0
2.4940,2,396.1615,0.2700,0
2.4950,2,395.9722,0.2700,0
2.4960,2,395.7825,0.2720,0
2.4970,2,395.5927,0.2720,0
2.4980,2,395.4025,0.2940,0
2.4990,2,395.2122,0.2710,0
2.5000,2,395.0215,0.2710,0
2.5010,2,394.8307,0.2710,0
2.5020,2,394.6396,0.2640,0
2.5030,2,394.4482,0.2620,0
2.5040,2,394.2566,0.2640,0
2.5050,2,394.0647,0.2640,0
2.5060,2,393.8726,0.2620,0
2.5070,2,393.6803,0.2640,0
2.5080,2,393.4877,0.2640,0
2.5090,2,393.2949,0.2610,0
2.5100,2,393.1018,0.2620,0
2.5110,2,392.9084,0.2630,0
2.5120,2,392.7148,0.2610,0
2.5130,2,392.5210,0.2630,0
2.5140,2,392.3269,0.2620,0
2.5150,2,392.1326,0.2630,0
2.5160,2,391.9380,0.2630,0
2.5170,2,391.7432,0.2610,0
2.5180,2,391.5481,0.2610,0
2.5190,2,391.3528,0.2630,0
2.5200,2,391.1572,0.2620,0
2.5210,2,390.9614,0.2870,0
2.5220,2,390.7654,0.2700,0
2.5230,2,390.5691,0.2630,0
2.5240,2,390.3725,0.2590,0
2.5250,2,390.1757,0.2650,0
2.5260,2,389.9786,0.2610,0
2.5270,2,389.7813,0.2620,0
2.5280,2,389.5838,0.2620,0
2.5290,2,389.3860,0.2640,0
2.5300,2,389.1880,0.2610,0
2.5310,2,388.9897,0.2630,0
2.5320,2,388.7911,0.2630,0
2.5330,2,388.5923,0.2620,0
2.5340,2,388.3933,0.2630,0
2.5350,2,388.1940,0.2640,0
2.5360,2,387.9945,0.2630,0
2.5370,2,387.7947,0.2630,0
2.5380,2,387.5947,0.2620,0
2.5390,2,387.3944,0.2630,0
2.5400,2,387.1939,0.2620,0
2.5410,2,386.9931,0.2610,0
2.5420,2,386.7921,0.2610,0
2.5430,2,386.5909,0.2610,0
2.5440,2,386.3894,0.2600,0
2.5450,2,386.1876,0.2650,0
2.5460,2,385.9856,0.2630,0
2.5470,2,385.7833,0.2600,0
2.5480,2,385.5808,0.2610,0
2.5490,2,385.3781,0.2610,0
2.5500,2,385.1751,0.2620,0
2.5510,2,384.9718,0.2590,0
2.5520,2,384.7684,0.2620,0
2.5530,2,384.5646,0.2610,0
2.5540,2,384.3606,0.2620,0
2.5550,2,384.1564,0.2590,0
2.5560,2,383.9519,0.2640,0
2.5570,2,383.7472,0.2620,0
2.5580,2,383.5422,0.2620,0
2.5590,2,383.3370,0.2590,0
2.5600,2,383.1315,0.2610,0
2.5610,2,382.9258,0.2610,0
2.5620,2,382.7198,0.2640,0
2.5630,2,382.5136,0.2600,0
2.5640,2,382.3071,0.2650,0
2.5650,2,382.1004,0.2620,0
2.5660,2,381.8934,0.2640,0
2.5670,2,381.6862,0.2620,0
2.5680,2,381.4787,0.2610,0
2.5690,2,381.2710,0.2620,0
2.5700,2,381.0631,0.2600,0
2.5710,2,380.8549,0.2660,0
2.5720,2,380.6464,0.2610,0
2.5730,2,380.4377,0.2620,0
2.5740,2,380.2288,0.2600,0
2.5750,2,380.0196,0.2600,0
2.5760,2,379.8101,0.2610,0
2.5770,2,379.6004,0.2630,0
2.5780,2,379.3905,0.2600,0
2.5790,2,379.1803,0.2620,0
2.5800,2,378.9699,0.2620,0
2.5810,2,378.7592,0.2610,0
2.5820,2,378.5483,0.2600,0
2.5830,2,378.3371,0.2590,0
2.5840,2,378.1256,0.2610,0
2.5850,2,377.9140,0.2640,0
2.5860,2,377.7020,0.2620,0
2.5870,2,377.4899,0.2640,0
2.5880,2,377.2774,0.2610,0
2.5890,2,377.0648,0.2620,0
2.5900,2,376.8518,0.2630,0
2.5910,2,376.6387,0.2610,0
2.5920,2,376.4253,0.2600,0
2.5930,2,376.2116,0.2600,0
2.5940,2,375.9977,0.2640,0
2.5950,2,375.7835,0.2640,0
2.5960,2,375.5691,0.2630,0
2.5970,2,375.3545,0.2610,0
2.5980,2,375.1396,0.2630,0
2.5990,2,374.9244,0.2640,0
2.6000,2,374.7090,0.2630,0
2.6010,2,374.4934,0.2610,0
2.6020,2,374.2775,0.2630,0
2.6030,2,374.0613,0.2620,0
2.6040,2,373.8449,0.2620,0
2.6050,2,373.6283,0.2620,0
2.6060,2,373.4114,0.2620,0
2.6070,2,373.1943,0.2620,0
2.6080,2,372.9769,0.2630,0
2.6090,2,372.7592,0.2600,0
2.6100,2,372.5414,0.2660,0
2.6110,2,372.3232,0.2610,0
2.6120,2,372.1049,0.2630,0
2.6130,2,371.8862,0.2630,0
2.6140,2,371.6674,0.2630,0
2.6150,2,371.4482,0.2620,0
2.6160,2,371.2289,0.2630,0
2.6170,2,371.0092,0.2590,0
2.6180,2,370.7894,0.2610,0
2.6190,2,370.5693,0.2620,0
2.6200,2,370.3489,0.2620,0
2.6210,2,370.1283,0.2620,0
2.6220,2,369.9074,0.2620,0
2.6230,2,369.6863,0.2620,0
2.6240,2,369.4650,0.2620,0
2.6250,2,369.2433,0.2590,0
2.6260,2,369.0215,0.2650,0
2.6270,2,368.7994,0.2610,0
2.6280,2,368.5770,0.2610,0
2.6290,2,368.3544,0.2630,0
2.6300,2,368.1316,0.2610,0
2.6310,2,367.9085,0.2610,0
2.6320,2,367.6852,0.2590,0
2.6330,2,367.4616,0.2620,0
2.6340,2,367.2377,0.2620,0
2.6350,2,367.0136,0.2620,0
2.6360,2,366.7893,0.2600,0
2.6370,2,366.5647,0.2620,0
2.6380,2,366.3399,0.2630,0
2.6390,2,366.1148,0.2630,0
2.6400,2,365.8895,0.2620,0
2.6410,2,365.6639,0.2630,0
2.6420,2,365.4381,0.2610,0
2.6430,2,365.2120,0.2630,0
2.6440,2,364.9857,0.2620,0
2.6450,2,364.7591,0.2650,0
2.6460,2,364.5323,0.2620,0
2.6470,2,364.3052,0.2630,0
2.6480,2,364.0779,0.2620,0
2.6490,2,363.8504,0.2630,0
2.6500,2,363.6225,0.2610,0
2.6510,2,363.3945,0.2620,0
2.6520,2,363.1662,0.2600,0
2.6530,2,362.9376,0.2660,0
2.6540,2,362.7088,0.2620,0
2.6550,2,362.4798,0.2630,0
2.6560,2,362.2505,0.2630,0
2.6570,2,362.0209,0.2620,0
2.6580,2,361.7911,0.2610,0
2.6590,2,361.5611,0.2630,0
2.6600,2,361.3308,0.2600,0
2.6610,2,361.1003,0.2620,0
2.6620,2,360.8695,0.2620,0
2.6630,2,360.6384,0.2590,0
2.6640,2,360.4072,0.2610,0
2.6650,2,360.1756,0.3640,0
2.6660,2,359.9438,0.2670,0
2.6670,2,359.7118,0.2590,0
2.6680,2,359.4795,0.2630,0
2.6690,2,359.2470,0.2620,0
2.6700,2,359.0142,0.2620,0
2.6710,2,358.7812,0.2640,0
2.6720,2,358.5480,0.2680,0
2.6730,2,358.3144,0.2610,0
2.6740,2,358.0807,0.2600,0
2.6750,2,357.8467,0.2650,0
2.6760,2,357.6124,0.2640,0
2.6770,2,357.3779,0.2630,0
2.6780,2,357.1431,0.2620,0
2.6790,2,356.9081,0.2620,0
2.6800,2,356.6729,0.2640,0
2.6810,2,356.4374,0.2600,0
2.6820,2,356.2016,0.2650,0
2.6830,2,355.9656,0.2610,0
2.6840,2,355.7294,0.2620,0
2.6850,2,355.4929,0.2610,0
2.6860,2,355.2562,0.2610,0
2.6870,2,355.0192,0.2620,0
2.6880,2,354.7819,0.2620,0
2.6890,2,354.5445,0.2630,0
2.6900,2,354.3067,0.2870,0
2.6910,2,354.0688,0.2600,0
2.6920,2,353.8305,0.2650,0
2.6930,2,353.5921,0.2600,0
2.6940,2,353.3533,0.2620,0
2.6950,2,353.1144,0.2600,0
2.6960,2,352.8751,0.2610,0
2.6970,2,352.6357,0.2600,0
2.6980,2,352.3960,0.2610,0
2.6990,2,352.1560,0.2590,0
2.7000,2,351.9158,0.2610,0
2.7010,2,351.6753,0.2580,0
2.7020,2,351.4346,0.2650,0
2.7030,2,351.1937,0.2610,0
2.7040,2,350.9525,0.2610,0
2.7050,2,350.7110,0.2620,0
2.7060,2,350.4693,0.2590,0
2.7070,2,350.2274,0.2610,0
2.7080,2,349.9852,0.2610,0
2.7090,2,349.7428,0.2650,0
2.7100,2,349.5001,0.2610,0
2.7110,2,349.2572,0.2650,0
2.7120,2,349.0140,0.2610,0
2.7130,2,348.7705,0.2620,0
2.7140,2,348.5269,0.2600,0
2.7150,2,348.2830,0.2630,0
2.7160,2,348.0388,0.2590,0
2.7170,2,347.7944,0.2630,0
2.7180,2,347.5497,0.2600,0
2.7190,2,347.3048,0.2620,0
2.7200,2,347.0596,0.2590,0
2.7210,2,346.8142,0.2650,0
2.7220,2,346.5686,0.2600,0
2.7230,2,346.3227,0.2600,0
2.7240,2,346.0765,0.2590,0
2.7250,2,345.8301,0.2610,0
2.7260,2,345.5835,0.2600,0
2.7270,2,345.3366,0.2620,0
2.7280,2,345.0894,0.2600,0
2.7290,2,344.8421,0.2630,0
2.7300,2,344.5944,0.2620,0
2.7310,2,344.3465,0.2610,0
2.7320,2,344.0984,0.2590,0
2.7330,2,343.8500,0.2600,0
2.7340,2,343.6014,0.2590,0
2.7350,2,343.3525,0.2610,0
2.7360,2,343.1034,0.2590,0
2.7370,2,342.8541,0.2730,0
2.7380,2,342.6045,0.2720,0
2.7390,2,342.3546,0.2600,0
2.7400,2,342.1045,0.2580,0
2.7410,2,341.8541,0.2590,0
2.7420,2,341.6035,0.2590,0
2.7430,2,341.3527,0.2590,0
2.7440,2,341.1016,0.2590,0
2.7450,2,340.8503,0.2630,0
2.7460,2,340.5987,0.3120,0
2.7470,2,340.3472,0.2890,0
2.7480,2,340.0956,0.2720,0
2.7490,2,339.8439,0.2640,0
2.7500,2,339.5922,0.2610,0
2.7510,2,339.3404,0.2610,0
2.7520,2,339.0886,0.3100,0
2.7530,2,338.8368,0.2890,0
2.7540,2,338.5848,0.2790,0
2.7550,2,338.3329,0.2780,0
2.7560,2,338.0809,0.2730,0
2.7570,2,337.8288,0.2600,0
2.7580,2,337.5767,0.3110,0
2.7590,2,337.3246,0.2680,0
2.7600,2,337.0724,0.2570,0
2.7610,2,336.8202,0.2570,0
2.7620,2,336.5679,0.2590,0
2.7630,2,336.3155,0.2580,0
2.7640,2,336.0631,0.2570,0
2.7650,2,335.8107,0.2560,0
2.7660,2,335.5582,0.2560,0
2.7670,2,335.3057,0.2560,0
2.7680,2,335.0531,0.2570,0
2.7690,2,334.8005,0.2580,0
2.7700,2,334.5478,0.2560,0
2.7710,2,334.2950,0.2570,0
2.7720,2,334.0423,0.2700,0
2.7730,2,333.7894,0.2690,0
2.7740,2,333.5366,0.2590,0
2.7750,2,333.2837,0.2560,0
2.7760,2,333.0307,0.2570,0
2.7770,2,332.7777,0.2560,0
2.7780,2,332.5246,0.2570,0
2.7790,2,332.2715,0.2570,0
2.7800,2,332.0183,0.2570,0
2.7810,2,331.7651,0.2560,0
2.7820,2,331.5119,0.2560,0
2.7830,2,331.2585,0.2560,0
2.7840,2,331.0052,0.2570,0
2.7850,2,330.7518,0.2560,0
2.7860,2,330.4983,0.2560,0
2.7870,2,330.2448,0.2570,0
2.7880,2,329.9913,0.2570,0
2.7890,2,329.7377,0.2590,0
2.7900,2,329.4840,0.2570,0
2.7910,2,329.2303,0.2570,0
2.7920,2,328.9766,0.2570,0
2.7930,2,328.7228,0.2570,0
2.7940,2,328.4690,0.2580,0
2.7950,2,328.2151,0.2570,0
2.7960,2,327.9611,0.2590,0
2.7970,2,327.7072,0.2560,0
2.7980,2,327.4531,0.2560,0
2.7990,2,327.1990,0.2580,0
2.8000,2,326.9449,0.2560,0
2.8010,2,326.6907,0.2570,0
2.8020,2,326.4365,0.2560,0
2.8030,2,326.1822,0.2560,0
2.8040,2,325.9279,0.2560,0
2.8050,2,325.6735,0.2590,0
2.8060,2,325.4191,0.2570,0
2.8070,2,325.1647,0.2650,0
2.8080,2,324.9101,0.2660,0
2.8090,2,324.6556,0.2660,0
2.8100,2,324.4010,0.2600,0
2.8110,2,324.1463,0.2610,0
2.8120,2,323.8916,0.2590,0
2.8130,2,323.6368,0.2610,0
2.8140,2,323.3820,0.2590,0
2.8150,2,323.1272,0.2600,0
2.8160,2,322.8723,0.2590,0
2.8170,2,322.6173,0.2580,0
2.8180,2,322.3623,0.2600,0
2.8190,2,322.1073,0.2610,0
2.8200,2,321.8522,0.2590,0
2.8210,2,321.5970,0.2590,0
2.8220,2,321.3418,0.2600,0
2.8230,2,321.0866,0.2610,0
2.8240,2,320.8313,0.2610,0
2.8250,2,320.5760,0.2600,0
2.8260,2,320.3206,0.2590,0
2.8270,2,320.0652,0.2590,0
2.8280,2,319.8097,0.2580,0
2.8290,2,319.5542,0.2600,0
2.8300,2,319.2986,0.2570,0
2.8310,2,319.0430,0.2580,0
2.8320,2,318.7873,0.2600,0
2.8330,2,318.5316,0.2610,0
2.8340,2,318.2758,0.2590,0
2.8350,2,318.0200,0.2590,0
2.8360,2,317.7641,0.2590,0
2.8370,2,317.5082,0.2590,0
2.8380,2,317.2522,0.2580,0
2.8390,2,316.9962,0.2590,0
2.8400,2,316.7402,0.2590,0
2.8410,2,316.4840,0.2580,0
2.8420,2,316.2279,0.2580,0
2.8430,2,315.9717,0.2580,0
2.8440,2,315.7154,0.2580,0
2.8450,2,315.4591,0.2590,0
2.8460,2,315.2028,0.2580,0
2.8470,2,314.9464,0.2590,0
2.8480,2,314.6899,0.2590,0
2.8490,2,314.4335,0.2580,0
2.8500,2,314.1769,0.2590,0
2.8510,2,313.9203,0.2590,0
2.8520,2,313.6637,0.2590,0
2.8530,2,313.4070,0.2590,0
2.8540,2,313.1503,0.2600,0
2.8550,2,312.8935,0.2600,0
2.8560,2,312.6367,0.2590,0
2.8570,2,312.3798,0.2600,0
2.8580,2,312.1229,0.2600,0
2.8590,2,311.8659,0.2620,0
2.8600,2,311.6089,0.2600,0
2.8610,2,311.3518,0.2610,0
2.8620,2,311.0947,0.2590,0
2.8630,2,310.8375,0.2600,0
2.8640,2,310.5803,0.2600,0
2.8650,2,310.3231,0.2590,0
2.8660,2,310.0657,0.2590,0
2.8670,2,309.8084,0.2590,0
2.8680,2,309.5510,0.2590,0
2.8690,2,309.2935,0.2600,0
2.8700,2,309.0360,0.2600,0
2.8710,2,308.7785,0.2590,0
2.8720,2,308.5209,0.2600,0
2.8730,2,308.2632,0.2590,0
2.8740,2,308.0056,0.2600,0
2.8750,2,307.7478,0.2600,0
2.8760,2,307.4900,0.2600,0
2.8770,2,307.2322,0.2580,0
2.8780,2,306.9743,0.2600,0
2.8790,2,306.7164,0.2590,0
2.8800,2,306.4584,0.2600,0
2.8810,2,306.2004,0.2590,0
2.8820,2,305.9423,0.2600,0
2.8830,2,305.6842,0.2580,0
2.8840,2,305.4260,0.2610,0
2.8850,2,305.1678,0.2580,0
2.8860,2,304.9095,0.2590,0
2.8870,2,304.6512,0.2620,0
2.8880,2,304.3929,0.2590,0
2.8890,2,304.1345,0.2590,0
2.8900,2,303.8760,0.2590,0
2.8910,2,303.6175,0.2600,0
2.8920,2,303.3590,0.2620,0
2.8930,2,303.1004,0.2590,0
2.8940,2,302.8417,0.2590,0
2.8950,2,302.5830,0.2590,0
2.8960,2,302.3243,0.2630,0
2.8970,2,302.0655,0.2610,0
2.8980,2,301.8067,0.2600,0
2.8990,2,301.5478,0.2600,0
2.9000,2,301.2889,0.2610,0
2.9010,2,301.0299,0.2590,0
2.9020,2,300.7709,0.2590,0
2.9030,2,300.5118,0.2590,0
2.9040,2,300.2527,0.2580,0
2.9050,2,299.9935,0.2610,0
2.9060,2,299.7343,0.2600,0
2.9070,2,299.4750,0.2610,0
2.9080,2,299.2157,0.2600,0
2.9090,2,298.9564,0.2590,0
2.9100,2,298.6970,0.2590,0
2.9110,2,298.4375,0.2580,0
2.9120,2,298.1780,0.2580,0
2.9130,2,297.9185,0.2600,0
2.9140,2,297.6589,0.2600,0
2.9150,2,297.3992,0.2610,0
2.9160,2,297.1396,0.2590,0
2.9170,2,296.8798,0.2580,0
2.9180,2,296.6200,0.2620,0
2.9190,2,296.3602,0.3010,0
2.9200,2,296.1003,0.2670,0
2.9210,2,295.8404,0.2760,0
2.9220,2,295.5805,0.2570,0
2.9230,2,295.3204,0.2600,0
2.9240,2,295.0604,0.2580,0
2.9250,2,294.8003,0.2580,0
2.9260,2,294.5401,0.2580,0
2.9270,2,294.2799,0.2610,0
2.9280,2,294.0197,0.2580,0
2.9290,2,293.7594,0.2860,0
2.9300,2,293.4990,0.2810,0
2.9310,2,293.2386,0.3430,0
2.9320,2,292.9782,0.2830,0
2.9330,2,292.7178,0.3490,0
2.9340,2,292.4574,0.2810,0
2.9350,2,292.1970,0.2740,0
2.9360,2,291.9366,0.2750,0
2.9370,2,291.6762,0.2600,0
2.9380,2,291.4158,0.2610,0
2.9390,2,291.1554,0.2590,0
2.9400,2,290.8950,0.2600,0
2.9410,2,290.6346,0.2590,0
2.9420,2,290.3742,0.2600,0
2.9430,2,290.1138,0.2620,0
2.9440,2,289.8534,0.2600,0
2.9450,2,289.5931,0.2620,0
2.9460,2,289.3327,0.2590,0
2.9470,2,289.0723,0.2600,0
2.9480,2,288.8119,0.2610,0
2.9490,2,288.5515,0.2590,0
2.9500,2,288.2912,0.2570,0
2.9510,2,288.0308,0.2600,0
2.9520,2,287.7704,0.2600,0
2.9530,2,287.5101,0.2620,0
2.9540,2,287.2497,0.2600,0
2.9550,2,286.9894,0.2590,0
2.9560,2,286.7290,0.2640,0
2.9570,2,286.4686,0.2610,0
2.9580,2,286.2083,0.2610,0
2.9590,2,285.9479,0.2600,0
2.9600,2,285.6876,0.2610,0
2.9610,2,285.4273,0.2610,0
2.9620,2,285.1669,0.2610,0
2.9630,2,284.9066,0.2610,0
2.9640,2,284.6462,0.2610,0
2.9650,2,284.3859,0.2610,0
2.9660,2,284.1256,0.2600,0
2.9670,2,283.8652,0.2590,0
2.9680,2,283.6049,0.2620,0
2.9690,2,283.3446,0.3220,0
2.9700,2,283.0843,0.2730,0
2.9710,2,282.8240,0.2690,0
2.9720,2,282.5636,0.2610,0
2.9730,2,282.3033,0.2590,0
2.9740,2,282.0430,0.2620,0
2.9750,2,281.7827,0.2600,0
2.9760,2,281.5224,0.2630,0
2.9770,2,281.2621,0.2590,0
2.9780,2,281.0018,0.2600,0
2.9790,2,280.7415,0.2610,0
2.9800,2,280.4812,0.2600,0
2.9810,2,280.2209,0.2600,0
2.9820,2,279.9606,0.2620,0
2.9830,2,279.7003,0.2620,0
2.9840,2,279.4400,0.2620,0
2.9850,2,279.1798,0.2620,0
2.9860,2,278.9195,0.2630,0
2.9870,2,278.6592,0.2620,0
2.9880,2,278.3989,0.2620,0
2.9890,2,278.1387,0.2610,0
2.9900,2,277.8784,0.2610,0
2.9910,2,277.6181,0.2610,0
2.9920,2,277.3579,0.2620,0
2.9930,2,277.0976,0.2610,0
2.9940,2,276.8373,0.2620,0
2.9950,2,276.5771,0.2630,0
2.9960,2,276.3168,0.2600,0
2.9970,2,276.0566,0.2610,0
2.9980,2,275.7963,0.2610,0
2.9990,2,275.5361,0.2620,0
3.0000,2,275.2758,0.2610,0
3.0010,2,275.0156,0.2620,0
3.0020,2,274.7554,0.2610,0
3.0030,2,274.4951,0.2600,0
3.0040,2,274.2349,0.2610,0
3.0050,2,273.9747,0.2620,0
3.0060,2,273.7144,0.2620,0
3.0070,2,273.4542,0.2610,0
3.0080,2,273.1940,0.2610,0
3.0090,2,272.9338,0.2600,0
3.0100,2,272.6736,0.2630,0
3.0110,2,272.4134,0.2590,0
3.0120,2,272.1532,0.2600,0
3.0130,2,271.8929,0.2600,0
3.0140,2,271.6327,0.2610,0
3.0150,2,271.3725,0.2600,0
3.0160,2,271.1123,0.2590,0
3.0170,2,270.8522,0.2600,0
3.0180,2,270.5920,0.2590,0
3.0190,2,270.3318,0.2570,0
3.0200,2,270.0716,0.2600,0
3.0210,2,269.8114,0.2600,0
3.0220,2,269.5512,0.2600,0
3.0230,2,269.2911,0.2600,0
3.0240,2,269.0309,0.2600,0
3.0250,2,268.7707,0.2600,0
3.0260,2,268.5105,0.2600,0
3.0270,2,268.2504,0.2630,0
3.0280,2,267.9902,0.2600,0
3.0290,2,267.7301,0.2610,0
3.0300,2,267.4699,0.2610,0
3.0310,2,267.2097,0.2610,0
3.0320,2,266.9496,0.2610,0
3.0330,2,266.6894,0.2620,0
3.0340,2,266.4293,0.2630,0
3.0350,2,266.1692,0.2580,0
3.0360,2,265.9090,0.2600,0
3.0370,2,265.6489,0.2590,0
3.0380,2,265.3888,0.2600,0
3.0390,2,265.1286,0.2610,0
3.0400,2,264.8685,0.2610,0
3.0410,2,264.6084,0.2610,0
3.0420,2,264.3483,0.2630,0
3.0430,2,264.0882,0.2600,0
3.0440,2,263.8280,0.2590,0
3.0450,2,263.5679,0.2600,0
3.0460,2,263.3078,0.2610,0
3.0470,2,263.0477,0.2590,0
3.0480,2,262.7876,0.2600,0
3.0490,2,262.5275,0.2620,0
3.0500,2,262.2674,0.2600,0
3.0510,2,262.0073,0.2590,0
3.0520,2,261.7473,0.2590,0
3.0530,2,261.4872,0.2600,0
3.0540,2,261.2271,0.2590,0
3.0550,2,260.9670,0.2580,0
3.0560,2,260.7069,0.2590,0
3.0570,2,260.4469,0.2600,0
3.0580,2,260.1868,0.2610,0
3.0590,2,259.9267,0.2610,0
3.0600,2,259.6667,0.2600,0
3.0610,2,259.4066,0.2610,0
3.0620,2,259.1466,0.2610,0
3.0630,2,258.8865,0.2610,0
3.0640,2,258.6265,0.2600,0
3.0650,2,258.3664,0.2580,0
3.0660,2,258.1064,0.2610,0
3.0670,2,257.8463,0.2600,0
3.0680,2,257.5863,0.2600,0
3.0690,2,257.3263,0.2580,0
3.0700,2,257.0662,0.2610,0
3.0710,2,256.8062,0.2610,0
3.0720,2,256.5462,0.2610,0
3.0730,2,256.2862,0.2610,0
3.0740,2,256.0262,0.2610,0
3.0750,2,255.7661,0.2590,0
3.0760,2,255.5061,0.3010,0
3.0770,2,255.2461,0.2590,0
3.0780,2,254.9861,0.2580,0
3.0790,2,254.7261,0.2650,0
3.0800,2,254.4661,0.2600,0
3.0810,2,254.2062,0.2590,0
3.0820,2,253.9462,0.2610,0
3.0830,2,253.6862,0.2620,0
3.0840,2,253.4262,0.2570,0
3.0850,2,253.1662,0.2600,0
3.0860,2,252.9063,0.2620,0
3.0870,2,252.6463,0.2590,0
3.0880,2,252.3863,0.2600,0
3.0890,2,252.1264,0.2600,0
3.0900,2,251.8664,0.2620,0
3.0910,2,251.6065,0.2620,0
3.0920,2,251.3465,0.2590,0
3.0930,2,251.0866,0.2620,0
3.0940,2,250.8266,0.2620,0
3.0950,2,250.5667,0.2600,0
3.0960,2,250.3067,0.2600,0
3.0970,2,250.0468,0.2600,0
3.0980,2,249.7869,0.2600,0
3.0990,2,249.5269,0.2620,0
3.1000,2,249.2670,0.2590,0
3.1010,2,249.0071,0.2630,0
3.1020,2,248.7472,0.2590,0
3.1030,2,248.4873,0.2610,0
3.1040,2,248.2274,0.2600,0
3.1050,2,247.9675,0.2600,0
3.1060,2,247.7076,0.2620,0
3.1070,2,247.4477,0.2610,0
3.1080,2,247.1878,0.2580,0
3.1090,2,246.9279,0.2600,0
3.1100,2,246.6680,0.2630,0
3.1110,2,246.4081,0.2600,0
3.1120,2,246.1483,0.2600,0
3.1130,2,245.8884,0.2590,0
3.1140,2,245.6285,0.2610,0
3.1150,2,245.3687,0.2600,0
3.1160,2,245.1088,0.2620,0
3.1170,2,244.8489,0.2570,0
3.1180,2,244.5891,0.2600,0
3.1190,2,244.3292,0.2600,0
3.1200,2,244.0694,0.2590,0
3.1210,2,243.8095,0.3090,0
3.1220,2,243.5497,0.2670,0
3.1230,2,243.2899,0.2610,0
3.1240,2,243.0301,0.2590,0
3.1250,2,242.7702,0.2610,0
3.1260,2,242.5104,0.2590,0
3.1270,2,242.2506,0.2610,0
3.1280,2,241.9908,0.2590,0
3.1290,2,241.7310,0.2600,0
3.1300,2,241.4712,0.2610,0
3.1310,2,241.2114,0.2610,0
3.1320,2,240.9516,0.2570,0
3.1330,2,240.6918,0.2600,0
