Time,Step,J1_Pos,J2_Pos,J3_Pos,J4_Pos,J5_Pos,J6_Pos,Q_Error,Reached
7.6760,1,76.3533,12.6855,-50.7948,25.3720,-38.0707,152.6722,33.0540,0
7.6770,1,76.3633,12.6871,-50.8014,25.3753,-38.0756,152.6922,33.0298,0
7.6780,1,76.3733,12.6888,-50.8081,25.3786,-38.0806,152.7122,33.0057,0
7.6790,1,76.3833,12.6904,-50.8147,25.3819,-38.0856,152.7322,32.9816,0
7.6800,1,76.3933,12.6921,-50.8213,25.3853,-38.0905,152.7522,32.9575,0
7.6810,1,76.4033,12.6938,-50.8280,25.3886,-38.0955,152.7722,32.9334,0
7.6820,1,76.4133,12.6954,-50.8346,25.3919,-38.1005,152.7922,32.9092,0
7.6830,1,76.4233,12.6971,-50.8412,25.3952,-38.1054,152.8122,32.8851,0
7.6840,1,76.4333,12.6987,-50.8479,25.3985,-38.1104,152.8321,32.8610,0
7.6850,1,76.4433,12.7004,-50.8545,25.4018,-38.1154,152.8521,32.8369,0
7.6860,1,76.4533,12.7020,-50.8611,25.4051,-38.1203,152.8721,32.8127,0
7.6870,1,76.4633,12.7037,-50.8678,25.4084,-38.1253,152.8921,32.7886,0
7.6880,1,76.4733,12.7053,-50.8744,25.4117,-38.1303,152.9121,32.7645,0
7.6890,1,76.4833,12.7070,-50.8810,25.4150,-38.1352,152.9321,32.7404,0
7.6900,1,76.4933,12.7086,-50.8877,25.4183,-38.1402,152.9521,32.7163,0
7.6910,1,76.5033,12.7103,-50.8943,25.4216,-38.1452,152.9721,32.6921,0
7.6920,1,76.5133,12.7119,-50.9009,25.4249,-38.1501,152.9921,32.6680,0
7.6930,1,76.5233,12.7136,-50.9076,25.4283,-38.1551,153.0120,32.6439,0
7.6940,1,76.5333,12.7153,-50.9142,25.4316,-38.1601,153.0320,32.6198,0
7.6950,1,76.5433,12.7169,-50.9208,25.4349,-38.1650,153.0520,32.5956,0
7.6960,1,76.5533,12.7186,-50.9275,25.4382,-38.1700,153.0720,32.5715,0
7.6970,1,76.5633,12.7202,-50.9341,25.4415,-38.1750,153.0920,32.5474,0
7.6980,1,76.5733,12.7219,-50.9407,25.4448,-38.1799,153.1120,32.5233,0
7.6990,1,76.5833,12.7235,-50.9474,25.4481,-38.1849,153.1320,32.4992,0
7.7000,1,76.5933,12.7252,-50.9540,25.4514,-38.1899,153.1520,32.4750,0
7.7010,1,76.6033,12.7268,-50.9606,25.4547,-38.1948,153.1720,32.4509,0
7.7020,1,76.6133,12.7285,-50.9673,25.4580,-38.1998,153.1919,32.4268,0
7.7030,1,76.6233,12.7301,-50.9739,25.4613,-38.2048,153.2119,32.4027,0
7.7040,1,76.6333,12.7318,-50.9805,25.4646,-38.2097,153.2319,32.3786,0
7.7050,1,76.6433,12.7334,-50.9872,25.4680,-38.2147,153.2519,32.3544,0
7.7060,1,76.6533,12.7351,-50.9938,25.4713,-38.2197,153.2719,32.3303,0
7.7070,1,76.6633,12.7368,-51.0004,25.4746,-38.2246,153.2919,32.3062,0
7.7080,1,76.6733,12.7384,-51.0071,25.4779,-38.2296,153.3119,32.2821,0
7.7090,1,76.6833,12.7401,-51.0137,25.4812,-38.2346,153.3319,32.2579,0
7.7100,1,76.6933,12.7417,-51.0203,25.4845,-38.2395,153.3519,32.2338,0
7.7110,1,76.7033,12.7434,-51.0269,25.4878,-38.2445,153.3718,32.2097,0
7.7120,1,76.7133,12.7450,-51.0336,25.4911,-38.2495,153.3918,32.1856,0
7.7130,1,76.7233,12.7467,-51.0402,25.4944,-38.2544,153.4118,32.1615,0
7.7140,1,76.7333,12.7483,-51.0468,25.4977,-38.2594,153.4318,32.1373,0
7.7150,1,76.7433,12.7500,-51.0535,25.5010,-38.2644,153.4518,32.1132,0
7.7160,1,76.7533,12.7516,-51.0601,25.5043,-38.2693,153.4718,32.0891,0
7.7170,1,76.7633,12.7533,-51.0667,25.5077,-38.2743,153.4918,32.0650,0
7.7180,1,76.7733,12.7549,-51.0734,25.5110,-38.2793,153.5118,32.0408,0
7.7190,1,76.7833,12.7566,-51.0800,25.5143,-38.2842,153.5318,32.0167,0
7.7200,1,76.7933,12.7583,-51.0866,25.5176,-38.2892,153.5517,31.9926,0
7.7210,1,76.8033,12.7599,-51.0933,25.5209,-38.2942,153.5717,31.9685,0
7.7220,1,76.8133,12.7616,-51.0999,25.5242,-38.2991,153.5917,31.9444,0
7.7230,1,76.8233,12.7632,-51.1065,25.5275,-38.3041,153.6117,31.9202,0
7.7240,1,76.8333,12.7649,-51.1132,25.5308,-38.3091,153.6317,31.8961,0
7.7250,1,76.8433,12.7665,-51.1198,25.5341,-38.3140,153.6517,31.8720,0
7.7260,1,76.8533,12.7682,-51.1264,25.5374,-38.3190,153.6717,31.8479,0
7.7270,1,76.8633,12.7698,-51.1331,25.5407,-38.3240,153.6917,31.8237,0
7.7280,1,76.8733,12.7715,-51.1397,25.5440,-38.3289,153.7117,31.7996,0
7.7290,1,76.8833,12.7731,-51.1463,25.5473,-38.3339,153.7316,31.7755,0
7.7300,1,76.8933,12.7748,-51.1530,25.5507,-38.3389,153.7516,31.7514,0
7.7310,1,76.9033,12.7764,-51.1596,25.5540,-38.3438,153.7716,31.7273,0
7.7320,1,76.9133,12.7781,-51.1662,25.5573,-38.3488,153.7916,31.7031,0
7.7330,1,76.9233,12.7798,-51.1729,25.5606,-38.3538,153.8116,31.6790,0
7.7340,1,76.9333,12.7814,-51.1795,25.5639,-38.3587,153.8316,31.6549,0
7.7350,1,76.9433,12.7831,-51.1861,25.5672,-38.3637,153.8516,31.6308,0
7.7360,1,76.9533,12.7847,-51.1928,25.5705,-38.3687,153.8716,31.6067,0
7.7370,1,76.9633,12.7864,-51.1994,25.5738,-38.3736,153.8916,31.5825,0
7.7380,1,76.9733,12.7880,-51.2060,25.5771,-38.3786,153.9116,31.5584,0
7.7390,1,76.9833,12.7897,-51.2127,25.5804,-38.3836,153.9315,31.5343,0
7.7400,1,76.9933,12.7913,-51.2193,25.5837,-38.3885,153.9515,31.5102,0
7.7410,1,77.0033,12.7930,-51.2259,25.5870,-38.3935,153.9715,31.4860,0
7.7420,1,77.0133,12.7946,-51.2326,25.5904,-38.3984,153.9915,31.4619,0
7.7430,1,77.0233,12.7963,-51.2392,25.5937,-38.4034,154.0115,31.4378,0
7.7440,1,77.0333,12.7979,-51.2458,25.5970,-38.4084,154.0315,31.4137,0
7.7450,1,77.0433,12.7996,-51.2524,25.6003,-38.4133,154.0515,31.3896,0
7.7460,1,77.0533,12.8013,-51.2591,25.6036,-38.4183,154.0715,31.3654,0
7.7470,1,77.0633,12.8029,-51.2657,25.6069,-38.4233,154.0915,31.3413,0
7.7480,1,77.0733,12.8046,-51.2723,25.6102,-38.4282,154.1114,31.3172,0
7.7490,1,77.0833,12.8062,-51.2790,25.6135,-38.4332,154.1314,31.2931,0
7.7500,1,77.0933,12.8079,-51.2856,25.6168,-38.4382,154.1514,31.2689,0
7.7510,1,77.1033,12.8095,-51.2922,25.6201,-38.4431,154.1714,31.2448,0
7.7520,1,77.1133,12.8112,-51.2989,25.6234,-38.4481,154.1914,31.2207,0
7.7530,1,77.1233,12.8128,-51.3055,25.6267,-38.4531,154.2114,31.1966,0
7.7540,1,77.1333,12.8145,-51.3121,25.6301,-38.4580,154.2314,31.1725,0
7.7550,1,77.1433,12.8161,-51.3188,25.6334,-38.4630,154.2514,31.1483,0
7.7560,1,77.1533,12.8178,-51.3254,25.6367,-38.4680,154.2714,31.1242,0
7.7570,1,77.1633,12.8194,-51.3320,25.6400,-38.4729,154.2913,31.1001,0
7.7580,1,77.1733,12.8211,-51.3387,25.6433,-38.4779,154.3113,31.0760,0
7.7590,1,77.1833,12.8228,-51.3453,25.6466,-38.4829,154.3313,31.0518,0
7.7600,1,77.1933,12.8244,-51.3519,25.6499,-38.4878,154.3513,31.0277,0
7.7610,1,77.2033,12.8261,-51.3586,25.6532,-38.4928,154.3713,31.0036,0
7.7620,1,77.2133,12.8277,-51.3652,25.6565,-38.4978,154.3913,30.9795,0
7.7630,1,77.2233,12.8294,-51.3718,25.6598,-38.5027,154.4113,30.9554,0
7.7640,1,77.2333,12.8310,-51.3785,25.6631,-38.5077,154.4313,30.9312,0
7.7650,1,77.2433,12.8327,-51.3851,25.6664,-38.5127,154.4513,30.9071,0
7.7660,1,77.2533,12.8343,-51.3917,25.6697,-38.5176,154.4712,30.8830,0
7.7670,1,77.2633,12.8360,-51.3984,25.6731,-38.5226,154.4912,30.8589,0
7.7680,1,77.2733,12.8376,-51.4050,25.6764,-38.5276,154.5112,30.8348,0
7.7690,1,77.2833,12.8393,-51.4116,25.6797,-38.5325,154.5312,30.8106,0
7.7700,1,77.2933,12.8409,-51.4183,25.6830,-38.5375,154.5512,30.7865,0
7.7710,1,77.3033,12.8426,-51.4249,25.6863,-38.5425,154.5712,30.7624,0
7.7720,1,77.3133,12.8443,-51.4315,25.6896,-38.5474,154.5912,30.7383,0
7.7730,1,77.3233,12.8459,-51.4382,25.6929,-38.5524,154.6112,30.7141,0
7.7740,1,77.3333,12.8476,-51.4448,25.6962,-38.5574,154.6312,30.6900,0
7.7750,1,77.3433,12.8492,-51.4514,25.6995,-38.5623,154.6511,30.6659,0
7.7760,1,77.3533,12.8509,-51.4581,25.7028,-38.5673,154.6711,30.6418,0
7.7770,1,77.3633,12.8525,-51.4647,25.7061,-38.5723,154.6911,30.6177,0
7.7780,1,77.3733,12.8542,-51.4713,25.7094,-38.5772,154.7111,30.5935,0
7.7790,1,77.3833,12.8558,-51.4780,25.7128,-38.5822,154.7311,30.5694,0
7.7800,1,77.3933,12.8575,-51.4846,25.7161,-38.5872,154.7511,30.5453,0
7.7810,1,77.4033,12.8591,-51.4912,25.7194,-38.5921,154.7711,30.5212,0
7.7820,1,77.4133,12.8608,-51.4978,25.7227,-38.5971,154.7911,30.4970,0
7.7830,1,77.4233,12.8624,-51.5045,25.7260,-38.6021,154.8111,30.4729,0
7.7840,1,77.4333,12.8641,-51.5111,25.7293,-38.6070,154.8310,30.4488,0
7.7850,1,77.4433,12.8658,-51.5177,25.7326,-38.6120,154.8510,30.4247,0
7.7860,1,77.4533,12.8674,-51.5244,25.7359,-38.6170,154.8710,30.4006,0
7.7870,1,77.4633,12.8691,-51.5310,25.7392,-38.6219,154.8910,30.3764,0
7.7880,1,77.4733,12.8707,-51.5376,25.7425,-38.6269,154.9110,30.3523,0
7.7890,1,77.4833,12.8724,-51.5443,25.7458,-38.6319,154.9310,30.3282,0
7.7900,1,77.4933,12.8740,-51.5509,25.7491,-38.6368,154.9510,30.3041,0
7.7910,1,77.5033,12.8757,-51.5575,25.7525,-38.6418,154.9710,30.2800,0
7.7920,1,77.5133,12.8773,-51.5642,25.7558,-38.6468,154.9910,30.2558,0
7.7930,1,77.5233,12.8790,-51.5708,25.7591,-38.6517,155.0109,30.2317,0
7.7940,1,77.5333,12.8806,-51.5774,25.7624,-38.6567,155.0309,30.2076,0
7.7950,1,77.5433,12.8823,-51.5841,25.7657,-38.6617,155.0509,30.1835,0
7.7960,1,77.5533,12.8839,-51.5907,25.7690,-38.6666,155.0709,30.1593,0
7.7970,1,77.5633,12.8856,-51.5973,25.7723,-38.6716,155.0909,30.1352,0
7.7980,1,77.5733,12.8873,-51.6040,25.7756,-38.6766,155.1109,30.1111,0
7.7990,1,77.5833,12.8889,-51.6106,25.7789,-38.6815,155.1309,30.0870,0
7.8000,1,77.5933,12.8906,-51.6172,25.7822,-38.6865,155.1509,30.0629,0
7.8010,1,77.6033,12.8922,-51.6239,25.7855,-38.6915,155.1709,30.0387,0
7.8020,1,77.6133,12.8939,-51.6305,25.7888,-38.6964,155.1908,30.0146,0
7.8030,1,77.6233,12.8955,-51.6371,25.7921,-38.7014,155.2108,29.9905,0
7.8040,1,77.6333,12.8972,-51.6438,25.7955,-38.7064,155.2308,29.9664,0
7.8050,1,77.6433,12.8988,-51.6504,25.7988,-38.7113,155.2508,29.9422,0
7.8060,1,77.6533,12.9005,-51.6570,25.8021,-38.7163,155.2708,29.9181,0
7.8070,1,77.6633,12.9021,-51.6637,25.8054,-38.7213,155.2908,29.8940,0
7.8080,1,77.6733,12.9038,-51.6703,25.8087,-38.7262,155.3108,29.8699,0
7.8090,1,77.6833,12.9054,-51.6769,25.8120,-38.7312,155.3308,29.8458,0
7.8100,1,77.6933,12.9071,-51.6836,25.8153,-38.7362,155.3508,29.8216,0
7.8110,1,77.7033,12.9088,-51.6902,25.8186,-38.7411,155.3707,29.7975,0
7.8120,1,77.7133,12.9104,-51.6968,25.8219,-38.7461,155.3907,29.7734,0
7.8130,1,77.7233,12.9121,-51.7035,25.8252,-38.7510,155.4107,29.7493,0
7.8140,1,77.7333,12.9137,-51.7101,25.8285,-38.7560,155.4307,29.7251,0
7.8150,1,77.7433,12.9154,-51.7167,25.8318,-38.7610,155.4507,29.7010,0
7.8160,1,77.7533,12.9170,-51.7234,25.8352,-38.7659,155.4707,29.6769,0
7.8170,1,77.7633,12.9187,-51.7300,25.8385,-38.7709,155.4907,29.6528,0
7.8180,1,77.7733,12.9203,-51.7366,25.8418,-38.7759,155.5107,29.6287,0
7.8190,1,77.7833,12.9220,-51.7432,25.8451,-38.7808,155.5307,29.6045,0
7.8200,1,77.7933,12.9236,-51.7499,25.8484,-38.7858,155.5506,29.5804,0
7.8210,1,77.8033,12.9253,-51.7565,25.8517,-38.7908,155.5706,29.5563,0
7.8220,1,77.8133,12.9270,-51.7631,25.8550,-38.7957,155.5906,29.5322,0
7.8230,1,77.8233,12.9286,-51.7698,25.8583,-38.8007,155.6106,29.5081,0
7.8240,1,77.8333,12.9303,-51.7764,25.8616,-38.8057,155.6306,29.4839,0
7.8250,1,77.8433,12.9319,-51.7830,25.8649,-38.8106,155.6506,29.4598,0
7.8260,1,77.8533,12.9336,-51.7897,25.8682,-38.8156,155.6706,29.4357,0
7.8270,1,77.8633,12.9352,-51.7963,25.8715,-38.8206,155.6906,29.4116,0
7.8280,1,77.8733,12.9369,-51.8029,25.8749,-38.8255,155.7106,29.3874,0
7.8290,1,77.8833,12.9385,-51.8096,25.8782,-38.8305,155.7306,29.3633,0
7.8300,1,77.8933,12.9402,-51.8162,25.8815,-38.8355,155.7505,29.3392,0
7.8310,1,77.9033,12.9418,-51.8228,25.8848,-38.8404,155.7705,29.3151,0
7.8320,1,77.9133,12.9435,-51.8295,25.8881,-38.8454,155.7905,29.2910,0
7.8330,1,77.9233,12.9451,-51.8361,25.8914,-38.8504,155.8105,29.2668,0
7.8340,1,77.9333,12.9468,-51.8427,25.8947,-38.8553,155.8305,29.2427,0
7.8350,1,77.9433,12.9485,-51.8494,25.8980,-38.8603,155.8505,29.2186,0
7.8360,1,77.9533,12.9501,-51.8560,25.9013,-38.8653,155.8705,29.1945,0
7.8370,1,77.9633,12.9518,-51.8626,25.9046,-38.8702,155.8905,29.1703,0
7.8380,1,77.9733,12.9534,-51.8693,25.9079,-38.8752,155.9105,29.1462,0
7.8390,1,77.9833,12.9551,-51.8759,25.9112,-38.8802,155.9304,29.1221,0
7.8400,1,77.9933,12.9567,-51.8825,25.9145,-38.8851,155.9504,29.0980,0
7.8410,1,78.0033,12.9584,-51.8892,25.9179,-38.8901,155.9704,29.0739,0
7.8420,1,78.0133,12.9600,-51.8958,25.9212,-38.8951,155.9904,29.0497,0
7.8430,1,78.0233,12.9617,-51.9024,25.9245,-38.9000,156.0104,29.0256,0
7.8440,1,78.0333,12.9633,-51.9091,25.9278,-38.9050,156.0304,29.0015,0
7.8450,1,78.0433,12.9650,-51.9157,25.9311,-38.9100,156.0504,28.9774,0
7.8460,1,78.0533,12.9666,-51.9223,25.9344,-38.9149,156.0704,28.9533,0
7.8470,1,78.0633,12.9683,-51.9290,25.9377,-38.9199,156.0904,28.9291,0
7.8480,1,78.0733,12.9700,-51.9356,25.9410,-38.9249,156.1103,28.9050,0
7.8490,1,78.0833,12.9716,-51.9422,25.9443,-38.9298,156.1303,28.8809,0
7.8500,1,78.0933,12.9733,-51.9489,25.9476,-38.9348,156.1503,28.8568,0
7.8510,1,78.1033,12.9749,-51.9555,25.9509,-38.9398,156.1703,28.8326,0
7.8520,1,78.1133,12.9766,-51.9621,25.9542,-38.9447,156.1903,28.8085,0
7.8530,1,78.1233,12.9782,-51.9687,25.9576,-38.9497,156.2103,28.7844,0
7.8540,1,78.1333,12.9799,-51.9754,25.9609,-38.9547,156.2303,28.7603,0
7.8550,1,78.1433,12.9815,-51.9820,25.9642,-38.9596,156.2503,28.7362,0
7.8560,1,78.1533,12.9832,-51.9886,25.9675,-38.9646,156.2703,28.7120,0
7.8570,1,78.1633,12.9848,-51.9953,25.9708,-38.9696,156.2902,28.6879,0
7.8580,1,78.1733,12.9865,-52.0019,25.9741,-38.9745,156.3102,28.6638,0
7.8590,1,78.1833,12.9881,-52.0085,25.9774,-38.9795,156.3302,28.6397,0
7.8600,1,78.1933,12.9898,-52.0152,25.9807,-38.9845,156.3502,28.6155,0
7.8610,1,78.2033,12.9915,-52.0218,25.9840,-38.9894,156.3702,28.5914,0
7.8620,1,78.2133,12.9931,-52.0284,25.9873,-38.9944,156.3902,28.5673,0
7.8630,1,78.2233,12.9948,-52.0351,25.9906,-38.9994,156.4102,28.5432,0
7.8640,1,78.2333,12.9964,-52.0417,25.9939,-39.0043,156.4302,28.5191,0
7.8650,1,78.2433,12.9981,-52.0483,25.9973,-39.0093,156.4502,28.4949,0
7.8660,1,78.2533,12.9997,-52.0550,26.0006,-39.0143,156.4701,28.4708,0
7.8670,1,78.2633,13.0014,-52.0616,26.0039,-39.0192,156.4901,28.4467,0
7.8680,1,78.2733,13.0030,-52.0682,26.0072,-39.0242,156.5101,28.4226,0
7.8690,1,78.2833,13.0047,-52.0749,26.0105,-39.0292,156.5301,28.3985,0
7.8700,1,78.2933,13.0063,-52.0815,26.0138,-39.0341,156.5501,28.3743,0
7.8710,1,78.3033,13.0080,-52.0881,26.0171,-39.0391,156.5701,28.3502,0
7.8720,1,78.3133,13.0096,-52.0948,26.0204,-39.0441,156.5901,28.3261,0
7.8730,1,78.3233,13.0113,-52.1014,26.0237,-39.0490,156.6101,28.3020,0
7.8740,1,78.3333,13.0130,-52.1080,26.0270,-39.0540,156.6301,28.2778,0
7.8750,1,78.3433,13.0146,-52.1147,26.0303,-39.0590,156.6500,28.2537,0
7.8760,1,78.3533,13.0163,-52.1213,26.0336,-39.0639,156.6700,28.2296,0
7.8770,1,78.3633,13.0179,-52.1279,26.0369,-39.0689,156.6900,28.2055,0
7.8780,1,78.3733,13.0196,-52.1346,26.0403,-39.0739,156.7100,28.1814,0
7.8790,1,78.3833,13.0212,-52.1412,26.0436,-39.0788,156.7300,28.1572,0
7.8800,1,78.3933,13.0229,-52.1478,26.0469,-39.0838,156.7500,28.1331,0
7.8810,1,78.4033,13.0245,-52.1545,26.0502,-39.0888,156.7700,28.1090,0
7.8820,1,78.4133,13.0262,-52.1611,26.0535,-39.0937,156.7900,28.0849,0
7.8830,1,78.4233,13.0278,-52.1677,26.0568,-39.0987,156.8100,28.0607,0
7.8840,1,78.4333,13.0295,-52.1744,26.0601,-39.1036,156.8299,28.0366,0
7.8850,1,78.4433,13.0311,-52.1810,26.0634,-39.1086,156.8499,28.0125,0
7.8860,1,78.4533,13.0328,-52.1876,26.0667,-39.1136,156.8699,27.9884,0
7.8870,1,78.4633,13.0345,-52.1943,26.0700,-39.1185,156.8899,27.9643,0
7.8880,1,78.4733,13.0361,-52.2009,26.0733,-39.1235,156.9099,27.9401,0
7.8890,1,78.4833,13.0378,-52.2075,26.0766,-39.1285,156.9299,27.9160,0
7.8900,1,78.4933,13.0394,-52.2141,26.0800,-39.1334,156.9499,27.8919,0
7.8910,1,78.5033,13.0411,-52.2208,26.0833,-39.1384,156.9699,27.8678,0
7.8920,1,78.5133,13.0427,-52.2274,26.0866,-39.1434,156.9899,27.8437,0
7.8930,1,78.5233,13.0444,-52.2340,26.0899,-39.1483,157.0098,27.8195,0
7.8940,1,78.5333,13.0460,-52.2407,26.0932,-39.1533,157.0298,27.7954,0
7.8950,1,78.5433,13.0477,-52.2473,26.0965,-39.1583,157.0498,27.7713,0
7.8960,1,78.5533,13.0493,-52.2539,26.0998,-39.1632,157.0698,27.7472,0
7.8970,1,78.5633,13.0510,-52.2606,26.1031,-39.1682,157.0898,27.7230,0
7.8980,1,78.5733,13.0526,-52.2672,26.1064,-39.1732,157.1098,27.6989,0
7.8990,1,78.5833,13.0543,-52.2738,26.1097,-39.1781,157.1298,27.6748,0
7.9000,1,78.5933,13.0560,-52.2805,26.1130,-39.1831,157.1498,27.6507,0
7.9010,1,78.6033,13.0576,-52.2871,26.1163,-39.1881,157.1698,27.6266,0
7.9020,1,78.6133,13.0593,-52.2937,26.1197,-39.1930,157.1897,27.6024,0
7.9030,1,78.6233,13.0609,-52.3004,26.1230,-39.1980,157.2097,27.5783,0
7.9040,1,78.6333,13.0626,-52.3070,26.1263,-39.2030,157.2297,27.5542,0
7.9050,1,78.6433,13.0642,-52.3136,26.1296,-39.2079,157.2497,27.5301,0
7.9060,1,78.6533,13.0659,-52.3203,26.1329,-39.2129,157.2697,27.5060,0
7.9070,1,78.6633,13.0675,-52.3269,26.1362,-39.2179,157.2897,27.4818,0
7.9080,1,78.6733,13.0692,-52.3335,26.1395,-39.2228,157.3097,27.4577,0
7.9090,1,78.6833,13.0708,-52.3402,26.1428,-39.2278,157.3297,27.4336,0
7.9100,1,78.6933,13.0725,-52.3468,26.1461,-39.2328,157.3497,27.4095,0
7.9110,1,78.7033,13.0741,-52.3534,26.1494,-39.2377,157.3697,27.3853,0
7.9120,1,78.7133,13.0758,-52.3601,26.1527,-39.2427,157.3896,27.3612,0
7.9130,1,78.7233,13.0775,-52.3667,26.1560,-39.2477,157.4096,27.3371,0
7.9140,1,78.7333,13.0791,-52.3733,26.1593,-39.2526,157.4296,27.3130,0
7.9150,1,78.7433,13.0808,-52.3800,26.1627,-39.2576,157.4496,27.2889,0
7.9160,1,78.7533,13.0824,-52.3866,26.1660,-39.2626,157.4696,27.2647,0
7.9170,1,78.7633,13.0841,-52.3932,26.1693,-39.2675,157.4896,27.2406,0
7.9180,1,78.7733,13.0857,-52.3999,26.1726,-39.2725,157.5096,27.2165,0
7.9190,1,78.7833,13.0874,-52.4065,26.1759,-39.2775,157.5296,27.1924,0
7.9200,1,78.7933,13.0890,-52.4131,26.1792,-39.2824,157.5496,27.1682,0
7.9210,1,78.8033,13.0907,-52.4198,26.1825,-39.2874,157.5695,27.1441,0
7.9220,1,78.8133,13.0923,-52.4264,26.1858,-39.2924,157.5895,27.1200,0
7.9230,1,78.8233,13.0940,-52.4330,26.1891,-39.2973,157.6095,27.0959,0
7.9240,1,78.8333,13.0956,-52.4397,26.1924,-39.3023,157.6295,27.0718,0
7.9250,1,78.8433,13.0973,-52.4463,26.1957,-39.3073,157.6495,27.0476,0
7.9260,1,78.8533,13.0990,-52.4529,26.1990,-39.3122,157.6695,27.0235,0
7.9270,1,78.8633,13.1006,-52.4595,26.2024,-39.3172,157.6895,26.9994,0
7.9280,1,78.8733,13.1023,-52.4662,26.2057,-39.3222,157.7095,26.9753,0
7.9290,1,78.8833,13.1039,-52.4728,26.2090,-39.3271,157.7295,26.9512,0
7.9300,1,78.8933,13.1056,-52.4794,26.2123,-39.3321,157.7494,26.9270,0
7.9310,1,78.9033,13.1072,-52.4861,26.2156,-39.3371,157.7694,26.9029,0
7.9320,1,78.9133,13.1089,-52.4927,26.2189,-39.3420,157.7894,26.8788,0
7.9330,1,78.9233,13.1105,-52.4993,26.2222,-39.3470,157.8094,26.8547,0
7.9340,1,78.9333,13.1122,-52.5060,26.2255,-39.3520,157.8294,26.8305,0
7.9350,1,78.9433,13.1138,-52.5126,26.2288,-39.3569,157.8494,26.8064,0
7.9360,1,78.9533,13.1155,-52.5192,26.2321,-39.3619,157.8694,26.7823,0
7.9370,1,78.9633,13.1171,-52.5259,26.2354,-39.3669,157.8894,26.7582,0
7.9380,1,78.9733,13.1188,-52.5325,26.2387,-39.3718,157.9094,26.7341,0
7.9390,1,78.9833,13.1205,-52.5391,26.2421,-39.3768,157.9293,26.7099,0
7.9400,1,78.9933,13.1221,-52.5458,26.2454,-39.3818,157.9493,26.6858,0
7.9410,1,79.0033,13.1238,-52.5524,26.2487,-39.3867,157.9693,26.6617,0
7.9420,1,79.0133,13.1254,-52.5590,26.2520,-39.3917,157.9893,26.6376,0
7.9430,1,79.0233,13.1271,-52.5657,26.2553,-39.3967,158.0093,26.6134,0
7.9440,1,79.0333,13.1287,-52.5723,26.2586,-39.4016,158.0293,26.5893,0
7.9450,1,79.0433,13.1304,-52.5789,26.2619,-39.4066,158.0493,26.5652,0
7.9460,1,79.0533,13.1320,-52.5856,26.2652,-39.4116,158.0693,26.5411,0
7.9470,1,79.0633,13.1337,-52.5922,26.2685,-39.4165,158.0893,26.5170,0
7.9480,1,79.0733,13.1353,-52.5988,26.2718,-39.4215,158.1092,26.4928,0
7.9490,1,79.0833,13.1370,-52.6055,26.2751,-39.4265,158.1292,26.4687,0
7.9500,1,79.0933,13.1386,-52.6121,26.2784,-39.4314,158.1492,26.4446,0
7.9510,1,79.1033,13.1403,-52.6187,26.2817,-39.4364,158.1692,26.4205,0
7.9520,1,79.1133,13.1420,-52.6254,26.2851,-39.4414,158.1892,26.3964,0
7.9530,1,79.1233,13.1436,-52.6320,26.2884,-39.4463,158.2092,26.3722,0
7.9540,1,79.1333,13.1453,-52.6386,26.2917,-39.4513,158.2292,26.3481,0
7.9550,1,79.1433,13.1469,-52.6453,26.2950,-39.4562,158.2492,26.3240,0
7.9560,1,79.1533,13.1486,-52.6519,26.2983,-39.4612,158.2692,26.2999,0
7.9570,1,79.1633,13.1502,-52.6585,26.3016,-39.4662,158.2891,26.2757,0
7.9580,1,79.1733,13.1519,-52.6652,26.3049,-39.4711,158.3091,26.2516,0
7.9590,1,79.1833,13.1535,-52.6718,26.3082,-39.4761,158.3291,26.2275,0
7.9600,1,79.1933,13.1552,-52.6784,26.3115,-39.4811,158.3491,26.2034,0
7.9610,1,79.2033,13.1568,-52.6850,26.3148,-39.4860,158.3691,26.1793,0
7.9620,1,79.2133,13.1585,-52.6917,26.3181,-39.4910,158.3891,26.1551,0
7.9630,1,79.2233,13.1601,-52.6983,26.3214,-39.4960,158.4091,26.1310,0
7.9640,1,79.2333,13.1618,-52.7049,26.3248,-39.5009,158.4291,26.1069,0
7.9650,1,79.2433,13.1635,-52.7116,26.3281,-39.5059,158.4491,26.0828,0
7.9660,1,79.2533,13.1651,-52.7182,26.3314,-39.5109,158.4690,26.0587,0
7.9670,1,79.2633,13.1668,-52.7248,26.3347,-39.5158,158.4890,26.0345,0
7.9680,1,79.2733,13.1684,-52.7315,26.3380,-39.5208,158.5090,26.0104,0
7.9690,1,79.2833,13.1701,-52.7381,26.3413,-39.5258,158.5290,25.9863,0
7.9700,1,79.2933,13.1717,-52.7447,26.3446,-39.5307,158.5490,25.9622,0
7.9710,1,79.3033,13.1734,-52.7514,26.3479,-39.5357,158.5690,25.9380,0
7.9720,1,79.3133,13.1750,-52.7580,26.3512,-39.5407,158.5890,25.9139,0
7.9730,1,79.3233,13.1767,-52.7646,26.3545,-39.5456,158.6090,25.8898,0
7.9740,1,79.3333,13.1783,-52.7713,26.3578,-39.5506,158.6290,25.8657,0
7.9750,1,79.3433,13.1800,-52.7779,26.3611,-39.5556,158.6489,25.8416,0
7.9760,1,79.3533,13.1816,-52.7845,26.3645,-39.5605,158.6689,25.8174,0
7.9770,1,79.3633,13.1833,-52.7912,26.3678,-39.5655,158.6889,25.7933,0
7.9780,1,79.3733,13.1850,-52.7978,26.3711,-39.5705,158.7089,25.7692,0
