Time,Step,J1_Pos,J2_Pos,J3_Pos,J4_Pos,J5_Pos,J6_Pos,Q_Error,Reached
14.0900,2,42.3467,5.7035,-22.8629,-1.8530,-9.1719,87.3082,335.5139,0
14.0910,2,42.3367,5.7015,-22.8551,-1.8597,-9.1644,87.2888,335.4885,0
14.0920,2,42.3267,5.6996,-22.8473,-1.8663,-9.1569,87.2694,335.4632,0
14.0930,2,42.3167,5.6976,-22.8396,-1.8729,-9.1494,87.2499,335.4379,0
14.0940,2,42.3067,5.6957,-22.8318,-1.8796,-9.1419,87.2305,335.4125,0
14.0950,2,42.2967,5.6938,-22.8241,-1.8862,-9.1345,87.2110,335.3872,0
14.0960,2,42.2867,5.6918,-22.8163,-1.8929,-9.1270,87.1916,335.3618,0
14.0970,2,42.2767,5.6899,-22.8085,-1.8995,-9.1195,87.1722,335.3365,0
14.0980,2,42.2667,5.6880,-22.8008,-1.9062,-9.1120,87.1527,335.3112,0
14.0990,2,42.2567,5.6860,-22.7930,-1.9128,-9.1045,87.1333,335.2858,0
14.1000,2,42.2467,5.6841,-22.7853,-1.9195,-9.0971,87.1139,335.2605,0
14.1010,2,42.2367,5.6821,-22.7775,-1.9261,-9.0896,87.0944,335.2352,0
14.1020,2,42.2267,5.6802,-22.7697,-1.9328,-9.0821,87.0750,335.2098,0
14.1030,2,42.2167,5.6783,-22.7620,-1.9394,-9.0746,87.0555,335.1845,0
14.1040,2,42.2067,5.6763,-22.7542,-1.9461,-9.0672,87.0361,335.1592,0
14.1050,2,42.1967,5.6744,-22.7465,-1.9527,-9.0597,87.0167,335.1338,0
14.1060,2,42.1867,5.6725,-22.7387,-1.9594,-9.0522,86.9972,335.1085,0
14.1070,2,42.1767,5.6705,-22.7309,-1.9660,-9.0447,86.9778,335.0832,0
14.1080,2,42.1667,5.6686,-22.7232,-1.9726,-9.0372,86.9584,335.0578,0
14.1090,2,42.1567,5.6666,-22.7154,-1.9793,-9.0298,86.9389,335.0325,0
14.1100,2,42.1467,5.6647,-22.7077,-1.9859,-9.0223,86.9195,335.0072,0
14.1110,2,42.1367,5.6628,-22.6999,-1.9926,-9.0148,86.9001,334.9818,0
14.1120,2,42.1267,5.6608,-22.6921,-1.9992,-9.0073,86.8806,334.9565,0
14.1130,2,42.1167,5.6589,-22.6844,-2.0059,-8.9998,86.8612,334.9311,0
14.1140,2,42.1067,5.6570,-22.6766,-2.0125,-8.9924,86.8417,334.9058,0
14.1150,2,42.0967,5.6550,-22.6689,-2.0192,-8.9849,86.8223,334.8805,0
14.1160,2,42.0867,5.6531,-22.6611,-2.0258,-8.9774,86.8029,334.8551,0
14.1170,2,42.0767,5.6511,-22.6533,-2.0325,-8.9699,86.7834,334.8298,0
14.1180,2,42.0667,5.6492,-22.6456,-2.0391,-8.9624,86.7640,334.8045,0
14.1190,2,42.0567,5.6473,-22.6378,-2.0458,-8.9550,86.7446,334.7791,0
14.1200,2,42.0467,5.6453,-22.6301,-2.0524,-8.9475,86.7251,334.7538,0
14.1210,2,42.0367,5.6434,-22.6223,-2.0591,-8.9400,86.7057,334.7285,0
14.1220,2,42.0267,5.6415,-22.6145,-2.0657,-8.9325,86.6862,334.7031,0
14.1230,2,42.0167,5.6395,-22.6068,-2.0723,-8.9250,86.6668,334.6778,0
14.1240,2,42.0067,5.6376,-22.5990,-2.0790,-8.9176,86.6474,334.6525,0
14.1250,2,41.9967,5.6356,-22.5913,-2.0856,-8.9101,86.6279,334.6271,0
14.1260,2,41.9867,5.6337,-22.5835,-2.0923,-8.9026,86.6085,334.6018,0
14.1270,2,41.9767,5.6318,-22.5757,-2.0989,-8.8951,86.5891,334.5765,0
14.1280,2,41.9667,5.6298,-22.5680,-2.1056,-8.8877,86.5696,334.5511,0
14.1290,2,41.9567,5.6279,-22.5602,-2.1122,-8.8802,86.5502,334.5258,0
14.1300,2,41.9467,5.6260,-22.5524,-2.1189,-8.8727,86.5308,334.5004,0
14.1310,2,41.9367,5.6240,-22.5447,-2.1255,-8.8652,86.5113,334.4751,0
14.1320,2,41.9267,5.6221,-22.5369,-2.1322,-8.8577,86.4919,334.4498,0
14.1330,2,41.9167,5.6202,-22.5292,-2.1388,-8.8503,86.4724,334.4244,0
14.1340,2,41.9067,5.6182,-22.5214,-2.1455,-8.8428,86.4530,334.3991,0
14.1350,2,41.8967,5.6163,-22.5136,-2.1521,-8.8353,86.4336,334.3738,0
14.1360,2,41.8867,5.6143,-22.5059,-2.1588,-8.8278,86.4141,334.3484,0
14.1370,2,41.8767,5.6124,-22.4981,-2.1654,-8.8203,86.3947,334.3231,0
14.1380,2,41.8667,5.6105,-22.4904,-2.1721,-8.8129,86.3753,334.2978,0
14.1390,2,41.8567,5.6085,-22.4826,-2.1787,-8.8054,86.3558,334.2724,0
14.1400,2,41.8467,5.6066,-22.4748,-2.1853,-8.7979,86.3364,334.2471,0
14.1410,2,41.8367,5.6047,-22.4671,-2.1920,-8.7904,86.3170,334.2218,0
14.1420,2,41.8267,5.6027,-22.4593,-2.1986,-8.7829,86.2975,334.1964,0
14.1430,2,41.8167,5.6008,-22.4516,-2.2053,-8.7755,86.2781,334.1711,0
14.1440,2,41.8067,5.5988,-22.4438,-2.2119,-8.7680,86.2586,334.1457,0
14.1450,2,41.7967,5.5969,-22.4360,-2.2186,-8.7605,86.2392,334.1204,0
14.1460,2,41.7867,5.5950,-22.4283,-2.2252,-8.7530,86.2198,334.0951,0
14.1470,2,41.7767,5.5930,-22.4205,-2.2319,-8.7455,86.2003,334.0697,0
14.1480,2,41.7667,5.5911,-22.4128,-2.2385,-8.7381,86.1809,334.0444,0
14.1490,2,41.7567,5.5892,-22.4050,-2.2452,-8.7306,86.1615,334.0191,0
14.1500,2,41.7467,5.5872,-22.3972,-2.2518,-8.7231,86.1420,333.9937,0
14.1510,2,41.7367,5.5853,-22.3895,-2.2585,-8.7156,86.1226,333.9684,0
14.1520,2,41.7267,5.5833,-22.3817,-2.2651,-8.7082,86.1031,333.9431,0
14.1530,2,41.7167,5.5814,-22.3740,-2.2718,-8.7007,86.0837,333.9177,0
14.1540,2,41.7067,5.5795,-22.3662,-2.2784,-8.6932,86.0643,333.8924,0
14.1550,2,41.6967,5.5775,-22.3584,-2.2850,-8.6857,86.0448,333.8671,0
14.1560,2,41.6867,5.5756,-22.3507,-2.2917,-8.6782,86.0254,333.8417,0
14.1570,2,41.6767,5.5737,-22.3429,-2.2983,-8.6708,86.0060,333.8164,0
14.1580,2,41.6667,5.5717,-22.3352,-2.3050,-8.6633,85.9865,333.7911,0
14.1590,2,41.6567,5.5698,-22.3274,-2.3116,-8.6558,85.9671,333.7657,0
14.1600,2,41.6467,5.5678,-22.3196,-2.3183,-8.6483,85.9477,333.7404,0
14.1610,2,41.6367,5.5659,-22.3119,-2.3249,-8.6408,85.9282,333.7150,0
14.1620,2,41.6267,5.5640,-22.3041,-2.3316,-8.6334,85.9088,333.6897,0
14.1630,2,41.6167,5.5620,-22.2964,-2.3382,-8.6259,85.8893,333.6644,0
14.1640,2,41.6067,5.5601,-22.2886,-2.3449,-8.6184,85.8699,333.6390,0
14.1650,2,41.5967,5.5582,-22.2808,-2.3515,-8.6109,85.8505,333.6137,0
14.1660,2,41.5867,5.5562,-22.2731,-2.3582,-8.6034,85.8310,333.5884,0
14.1670,2,41.5767,5.5543,-22.2653,-2.3648,-8.5960,85.8116,333.5630,0
14.1680,2,41.5667,5.5523,-22.2576,-2.3715,-8.5885,85.7922,333.5377,0
14.1690,2,41.5567,5.5504,-22.2498,-2.3781,-8.5810,85.7727,333.5124,0
14.1700,2,41.5467,5.5485,-22.2420,-2.3847,-8.5735,85.7533,333.4870,0
14.1710,2,41.5367,5.5465,-22.2343,-2.3914,-8.5660,85.7338,333.4617,0
14.1720,2,41.5267,5.5446,-22.2265,-2.3980,-8.5586,85.7144,333.4364,0
14.1730,2,41.5167,5.5427,-22.2188,-2.4047,-8.5511,85.6950,333.4110,0
14.1740,2,41.5067,5.5407,-22.2110,-2.4113,-8.5436,85.6755,333.3857,0
14.1750,2,41.4967,5.5388,-22.2032,-2.4180,-8.5361,85.6561,333.3604,0
14.1760,2,41.4867,5.5369,-22.1955,-2.4246,-8.5286,85.6367,333.3350,0
14.1770,2,41.4767,5.5349,-22.1877,-2.4313,-8.5212,85.6172,333.3097,0
14.1780,2,41.4667,5.5330,-22.1799,-2.4379,-8.5137,85.5978,333.2843,0
14.1790,2,41.4567,5.5310,-22.1722,-2.4446,-8.5062,85.5784,333.2590,0
14.1800,2,41.4467,5.5291,-22.1644,-2.4512,-8.4987,85.5589,333.2337,0
14.1810,2,41.4367,5.5272,-22.1567,-2.4579,-8.4913,85.5395,333.2083,0
14.1820,2,41.4267,5.5252,-22.1489,-2.4645,-8.4838,85.5200,333.1830,0
14.1830,2,41.4167,5.5233,-22.1411,-2.4712,-8.4763,85.5006,333.1577,0
14.1840,2,41.4067,5.5214,-22.1334,-2.4778,-8.4688,85.4812,333.1323,0
14.1850,2,41.3967,5.5194,-22.1256,-2.4845,-8.4613,85.4617,333.1070,0
14.1860,2,41.3867,5.5175,-22.1179,-2.4911,-8.4539,85.4423,333.0817,0
14.1870,2,41.3767,5.5155,-22.1101,-2.4977,-8.4464,85.4229,333.0563,0
14.1880,2,41.3667,5.5136,-22.1023,-2.5044,-8.4389,85.4034,333.0310,0
14.1890,2,41.3567,5.5117,-22.0946,-2.5110,-8.4314,85.3840,333.0057,0
14.1900,2,41.3467,5.5097,-22.0868,-2.5177,-8.4239,85.3645,332.9803,0
14.1910,2,41.3367,5.5078,-22.0791,-2.5243,-8.4165,85.3451,332.9550,0
14.1920,2,41.3267,5.5059,-22.0713,-2.5310,-8.4090,85.3257,332.9296,0
14.1930,2,41.3167,5.5039,-22.0635,-2.5376,-8.4015,85.3062,332.9043,0
14.1940,2,41.3067,5.5020,-22.0558,-2.5443,-8.3940,85.2868,332.8790,0
14.1950,2,41.2967,5.5000,-22.0480,-2.5509,-8.3865,85.2674,332.8536,0
14.1960,2,41.2867,5.4981,-22.0403,-2.5576,-8.3791,85.2479,332.8283,0
14.1970,2,41.2767,5.4962,-22.0325,-2.5642,-8.3716,85.2285,332.8030,0
14.1980,2,41.2667,5.4942,-22.0247,-2.5709,-8.3641,85.2091,332.7776,0
14.1990,2,41.2567,5.4923,-22.0170,-2.5775,-8.3566,85.1896,332.7523,0
14.2000,2,41.2467,5.4904,-22.0092,-2.5842,-8.3491,85.1702,332.7270,0
14.2010,2,41.2367,5.4884,-22.0015,-2.5908,-8.3417,85.1507,332.7016,0
14.2020,2,41.2267,5.4865,-21.9937,-2.5974,-8.3342,85.1313,332.6763,0
14.2030,2,41.2167,5.4845,-21.9859,-2.6041,-8.3267,85.1119,332.6510,0
14.2040,2,41.2067,5.4826,-21.9782,-2.6107,-8.3192,85.0924,332.6256,0
14.2050,2,41.1967,5.4807,-21.9704,-2.6174,-8.3118,85.0730,332.6003,0
14.2060,2,41.1867,5.4787,-21.9627,-2.6240,-8.3043,85.0536,332.5750,0
14.2070,2,41.1767,5.4768,-21.9549,-2.6307,-8.2968,85.0341,332.5496,0
14.2080,2,41.1667,5.4749,-21.9471,-2.6373,-8.2893,85.0147,332.5243,0
14.2090,2,41.1567,5.4729,-21.9394,-2.6440,-8.2818,84.9953,332.4989,0
14.2100,2,41.1467,5.4710,-21.9316,-2.6506,-8.2744,84.9758,332.4736,0
14.2110,2,41.1367,5.4690,-21.9239,-2.6573,-8.2669,84.9564,332.4483,0
14.2120,2,41.1267,5.4671,-21.9161,-2.6639,-8.2594,84.9369,332.4229,0
14.2130,2,41.1167,5.4652,-21.9083,-2.6706,-8.2519,84.9175,332.3976,0
14.2140,2,41.1067,5.4632,-21.9006,-2.6772,-8.2444,84.8981,332.3723,0
14.2150,2,41.0967,5.4613,-21.8928,-2.6839,-8.2370,84.8786,332.3469,0
14.2160,2,41.0867,5.4594,-21.8851,-2.6905,-8.2295,84.8592,332.3216,0
14.2170,2,41.0767,5.4574,-21.8773,-2.6971,-8.2220,84.8398,332.2963,0
14.2180,2,41.0667,5.4555,-21.8695,-2.7038,-8.2145,84.8203,332.2709,0
14.2190,2,41.0567,5.4536,-21.8618,-2.7104,-8.2070,84.8009,332.2456,0
14.2200,2,41.0467,5.4516,-21.8540,-2.7171,-8.1996,84.7814,332.2203,0
14.2210,2,41.0367,5.4497,-21.8462,-2.7237,-8.1921,84.7620,332.1949,0
14.2220,2,41.0267,5.4477,-21.8385,-2.7304,-8.1846,84.7426,332.1696,0
14.2230,2,41.0167,5.4458,-21.8307,-2.7370,-8.1771,84.7231,332.1443,0
14.2240,2,41.0067,5.4439,-21.8230,-2.7437,-8.1696,84.7037,332.1189,0
14.2250,2,40.9967,5.4419,-21.8152,-2.7503,-8.1622,84.6843,332.0936,0
14.2260,2,40.9867,5.4400,-21.8074,-2.7570,-8.1547,84.6648,332.0682,0
14.2270,2,40.9767,5.4381,-21.7997,-2.7636,-8.1472,84.6454,332.0429,0
14.2280,2,40.9667,5.4361,-21.7919,-2.7703,-8.1397,84.6260,332.0176,0
14.2290,2,40.9567,5.4342,-21.7842,-2.7769,-8.1323,84.6065,331.9922,0
14.2300,2,40.9467,5.4322,-21.7764,-2.7836,-8.1248,84.5871,331.9669,0
14.2310,2,40.9367,5.4303,-21.7686,-2.7902,-8.1173,84.5676,331.9416,0
14.2320,2,40.9267,5.4284,-21.7609,-2.7969,-8.1098,84.5482,331.9162,0
14.2330,2,40.9167,5.4264,-21.7531,-2.8035,-8.1023,84.5288,331.8909,0
14.2340,2,40.9067,5.4245,-21.7454,-2.8101,-8.0949,84.5093,331.8656,0
14.2350,2,40.8967,5.4226,-21.7376,-2.8168,-8.0874,84.4899,331.8402,0
14.2360,2,40.8867,5.4206,-21.7298,-2.8234,-8.0799,84.4705,331.8149,0
14.2370,2,40.8767,5.4187,-21.7221,-2.8301,-8.0724,84.4510,331.7896,0
14.2380,2,40.8667,5.4167,-21.7143,-2.8367,-8.0649,84.4316,331.7642,0
14.2390,2,40.8567,5.4148,-21.7066,-2.8434,-8.0575,84.4121,331.7389,0
14.2400,2,40.8467,5.4129,-21.6988,-2.8500,-8.0500,84.3927,331.7135,0
14.2410,2,40.8367,5.4109,-21.6910,-2.8567,-8.0425,84.3733,331.6882,0
14.2420,2,40.8267,5.4090,-21.6833,-2.8633,-8.0350,84.3538,331.6629,0
14.2430,2,40.8167,5.4071,-21.6755,-2.8700,-8.0275,84.3344,331.6375,0
14.2440,2,40.8067,5.4051,-21.6678,-2.8766,-8.0201,84.3150,331.6122,0
14.2450,2,40.7967,5.4032,-21.6600,-2.8833,-8.0126,84.2955,331.5869,0
14.2460,2,40.7867,5.4012,-21.6522,-2.8899,-8.0051,84.2761,331.5615,0
14.2470,2,40.7767,5.3993,-21.6445,-2.8966,-7.9976,84.2567,331.5362,0
14.2480,2,40.7667,5.3974,-21.6367,-2.9032,-7.9901,84.2372,331.5109,0
14.2490,2,40.7567,5.3954,-21.6290,-2.9098,-7.9827,84.2178,331.4855,0
14.2500,2,40.7467,5.3935,-21.6212,-2.9165,-7.9752,84.1983,331.4602,0
14.2510,2,40.7367,5.3916,-21.6134,-2.9231,-7.9677,84.1789,331.4349,0
14.2520,2,40.7267,5.3896,-21.6057,-2.9298,-7.9602,84.1595,331.4095,0
14.2530,2,40.7167,5.3877,-21.5979,-2.9364,-7.9528,84.1400,331.3842,0
14.2540,2,40.7067,5.3857,-21.5902,-2.9431,-7.9453,84.1206,331.3589,0
14.2550,2,40.6967,5.3838,-21.5824,-2.9497,-7.9378,84.1012,331.3335,0
14.2560,2,40.6867,5.3819,-21.5746,-2.9564,-7.9303,84.0817,331.3082,0
14.2570,2,40.6767,5.3799,-21.5669,-2.9630,-7.9228,84.0623,331.2828,0
14.2580,2,40.6667,5.3780,-21.5591,-2.9697,-7.9154,84.0428,331.2575,0
14.2590,2,40.6567,5.3761,-21.5514,-2.9763,-7.9079,84.0234,331.2322,0
14.2600,2,40.6467,5.3741,-21.5436,-2.9830,-7.9004,84.0040,331.2068,0
14.2610,2,40.6367,5.3722,-21.5358,-2.9896,-7.8929,83.9845,331.1815,0
14.2620,2,40.6267,5.3703,-21.5281,-2.9963,-7.8854,83.9651,331.1562,0
14.2630,2,40.6167,5.3683,-21.5203,-3.0029,-7.8780,83.9457,331.1308,0
14.2640,2,40.6067,5.3664,-21.5126,-3.0095,-7.8705,83.9262,331.1055,0
14.2650,2,40.5967,5.3644,-21.5048,-3.0162,-7.8630,83.9068,331.0802,0
14.2660,2,40.5867,5.3625,-21.4970,-3.0228,-7.8555,83.8874,331.0548,0
14.2670,2,40.5767,5.3606,-21.4893,-3.0295,-7.8480,83.8679,331.0295,0
14.2680,2,40.5667,5.3586,-21.4815,-3.0361,-7.8406,83.8485,331.0042,0
14.2690,2,40.5567,5.3567,-21.4737,-3.0428,-7.8331,83.8290,330.9788,0
14.2700,2,40.5467,5.3548,-21.4660,-3.0494,-7.8256,83.8096,330.9535,0
14.2710,2,40.5367,5.3528,-21.4582,-3.0561,-7.8181,83.7902,330.9282,0
14.2720,2,40.5267,5.3509,-21.4505,-3.0627,-7.8106,83.7707,330.9028,0
14.2730,2,40.5167,5.3489,-21.4427,-3.0694,-7.8032,83.7513,330.8775,0
14.2740,2,40.5067,5.3470,-21.4349,-3.0760,-7.7957,83.7319,330.8521,0
14.2750,2,40.4967,5.3451,-21.4272,-3.0827,-7.7882,83.7124,330.8268,0
14.2760,2,40.4867,5.3431,-21.4194,-3.0893,-7.7807,83.6930,330.8015,0
14.2770,2,40.4767,5.3412,-21.4117,-3.0960,-7.7733,83.6736,330.7761,0
14.2780,2,40.4667,5.3393,-21.4039,-3.1026,-7.7658,83.6541,330.7508,0
14.2790,2,40.4567,5.3373,-21.3961,-3.1093,-7.7583,83.6347,330.7255,0
14.2800,2,40.4467,5.3354,-21.3884,-3.1159,-7.7508,83.6152,330.7001,0
14.2810,2,40.4367,5.3334,-21.3806,-3.1225,-7.7433,83.5958,330.6748,0
14.2820,2,40.4267,5.3315,-21.3729,-3.1292,-7.7359,83.5764,330.6495,0
14.2830,2,40.4167,5.3296,-21.3651,-3.1358,-7.7284,83.5569,330.6241,0
14.2840,2,40.4067,5.3276,-21.3573,-3.1425,-7.7209,83.5375,330.5988,0
14.2850,2,40.3967,5.3257,-21.3496,-3.1491,-7.7134,83.5181,330.5735,0
14.2860,2,40.3867,5.3238,-21.3418,-3.1558,-7.7059,83.4986,330.5481,0
14.2870,2,40.3767,5.3218,-21.3341,-3.1624,-7.6985,83.4792,330.5228,0
14.2880,2,40.3667,5.3199,-21.3263,-3.1691,-7.6910,83.4597,330.4974,0
14.2890,2,40.3567,5.3179,-21.3185,-3.1757,-7.6835,83.4403,330.4721,0
14.2900,2,40.3467,5.3160,-21.3108,-3.1824,-7.6760,83.4209,330.4468,0
14.2910,2,40.3367,5.3141,-21.3030,-3.1890,-7.6685,83.4014,330.4214,0
14.2920,2,40.3267,5.3121,-21.2953,-3.1957,-7.6611,83.3820,330.3961,0
14.2930,2,40.3167,5.3102,-21.2875,-3.2023,-7.6536,83.3626,330.3708,0
14.2940,2,40.3067,5.3083,-21.2797,-3.2090,-7.6461,83.3431,330.3454,0
14.2950,2,40.2967,5.3063,-21.2720,-3.2156,-7.6386,83.3237,330.3201,0
14.2960,2,40.2867,5.3044,-21.2642,-3.2222,-7.6311,83.3043,330.2948,0
14.2970,2,40.2767,5.3024,-21.2565,-3.2289,-7.6237,83.2848,330.2694,0
14.2980,2,40.2667,5.3005,-21.2487,-3.2355,-7.6162,83.2654,330.2441,0
14.2990,2,40.2567,5.2986,-21.2409,-3.2422,-7.6087,83.2459,330.2188,0
14.3000,2,40.2467,5.2966,-21.2332,-3.2488,-7.6012,83.2265,330.1934,0
14.3010,2,40.2367,5.2947,-21.2254,-3.2555,-7.5938,83.2071,330.1681,0
14.3020,2,40.2267,5.2928,-21.2177,-3.2621,-7.5863,83.1876,330.1428,0
14.3030,2,40.2167,5.2908,-21.2099,-3.2688,-7.5788,83.1682,330.1174,0
14.3040,2,40.2067,5.2889,-21.2021,-3.2754,-7.5713,83.1488,330.0921,0
14.3050,2,40.1967,5.2870,-21.1944,-3.2821,-7.5638,83.1293,330.0667,0
14.3060,2,40.1867,5.2850,-21.1866,-3.2887,-7.5564,83.1099,330.0414,0
14.3070,2,40.1767,5.2831,-21.1789,-3.2954,-7.5489,83.0904,330.0161,0
14.3080,2,40.1667,5.2811,-21.1711,-3.3020,-7.5414,83.0710,329.9907,0
14.3090,2,40.1567,5.2792,-21.1633,-3.3087,-7.5339,83.0516,329.9654,0
14.3100,2,40.1467,5.2773,-21.1556,-3.3153,-7.5264,83.0321,329.9401,0
14.3110,2,40.1367,5.2753,-21.1478,-3.3219,-7.5190,83.0127,329.9147,0
14.3120,2,40.1267,5.2734,-21.1400,-3.3286,-7.5115,82.9933,329.8894,0
14.3130,2,40.1167,5.2715,-21.1323,-3.3352,-7.5040,82.9738,329.8641,0
14.3140,2,40.1067,5.2695,-21.1245,-3.3419,-7.4965,82.9544,329.8387,0
14.3150,2,40.0967,5.2676,-21.1168,-3.3485,-7.4890,82.9350,329.8134,0
14.3160,2,40.0867,5.2656,-21.1090,-3.3552,-7.4816,82.9155,329.7881,0
14.3170,2,40.0767,5.2637,-21.1012,-3.3618,-7.4741,82.8961,329.7627,0
14.3180,2,40.0667,5.2618,-21.0935,-3.3685,-7.4666,82.8766,329.7374,0
14.3190,2,40.0567,5.2598,-21.0857,-3.3751,-7.4591,82.8572,329.7121,0
14.3200,2,40.0467,5.2579,-21.0780,-3.3818,-7.4516,82.8378,329.6867,0
14.3210,2,40.0367,5.2560,-21.0702,-3.3884,-7.4442,82.8183,329.6614,0
14.3220,2,40.0267,5.2540,-21.0624,-3.3951,-7.4367,82.7989,329.6360,0
14.3230,2,40.0167,5.2521,-21.0547,-3.4017,-7.4292,82.7795,329.6107,0
14.3240,2,40.0067,5.2501,-21.0469,-3.4084,-7.4217,82.7600,329.5854,0
14.3250,2,39.9967,5.2482,-21.0392,-3.4150,-7.4143,82.7406,329.5600,0
14.3260,2,39.9867,5.2463,-21.0314,-3.4217,-7.4068,82.7211,329.5347,0
14.3270,2,39.9767,5.2443,-21.0236,-3.4283,-7.3993,82.7017,329.5094,0
14.3280,2,39.9667,5.2424,-21.0159,-3.4349,-7.3918,82.6823,329.4840,0
14.3290,2,39.9567,5.2405,-21.0081,-3.4416,-7.3843,82.6628,329.4587,0
14.3300,2,39.9467,5.2385,-21.0004,-3.4482,-7.3769,82.6434,329.4334,0
14.3310,2,39.9367,5.2366,-20.9926,-3.4549,-7.3694,82.6240,329.4080,0
14.3320,2,39.9267,5.2346,-20.9848,-3.4615,-7.3619,82.6045,329.3827,0
14.3330,2,39.9167,5.2327,-20.9771,-3.4682,-7.3544,82.5851,329.3574,0
14.3340,2,39.9067,5.2308,-20.9693,-3.4748,-7.3469,82.5657,329.3320,0
14.3350,2,39.8967,5.2288,-20.9616,-3.4815,-7.3395,82.5462,329.3067,0
14.3360,2,39.8867,5.2269,-20.9538,-3.4881,-7.3320,82.5268,329.2813,0
14.3370,2,39.8767,5.2250,-20.9460,-3.4948,-7.3245,82.5073,329.2560,0
14.3380,2,39.8667,5.2230,-20.9383,-3.5014,-7.3170,82.4879,329.2307,0
14.3390,2,39.8567,5.2211,-20.9305,-3.5081,-7.3095,82.4685,329.2053,0
14.3400,2,39.8467,5.2191,-20.9228,-3.5147,-7.3021,82.4490,329.1800,0
14.3410,2,39.8367,5.2172,-20.9150,-3.5214,-7.2946,82.4296,329.1547,0
14.3420,2,39.8267,5.2153,-20.9072,-3.5280,-7.2871,82.4102,329.1293,0
14.3430,2,39.8167,5.2133,-20.8995,-3.5346,-7.2796,82.3907,329.1040,0
14.3440,2,39.8067,5.2114,-20.8917,-3.5413,-7.2721,82.3713,329.0787,0
14.3450,2,39.7967,5.2095,-20.8840,-3.5479,-7.2647,82.3519,329.0533,0
14.3460,2,39.7867,5.2075,-20.8762,-3.5546,-7.2572,82.3324,329.0280,0
14.3470,2,39.7767,5.2056,-20.8684,-3.5612,-7.2497,82.3130,329.0027,0
14.3480,2,39.7667,5.2037,-20.8607,-3.5679,-7.2422,82.2935,328.9773,0
14.3490,2,39.7567,5.2017,-20.8529,-3.5745,-7.2348,82.2741,328.9520,0
14.3500,2,39.7467,5.1998,-20.8452,-3.5812,-7.2273,82.2547,328.9267,0
14.3510,2,39.7367,5.1978,-20.8374,-3.5878,-7.2198,82.2352,328.9013,0
14.3520,2,39.7267,5.1959,-20.8296,-3.5945,-7.2123,82.2158,328.8760,0
14.3530,2,39.7167,5.1940,-20.8219,-3.6011,-7.2048,82.1964,328.8506,0
14.3540,2,39.7067,5.1920,-20.8141,-3.6078,-7.1974,82.1769,328.8253,0
14.3550,2,39.6967,5.1901,-20.8064,-3.6144,-7.1899,82.1575,328.8000,0
14.3560,2,39.6867,5.1882,-20.7986,-3.6211,-7.1824,82.1380,328.7746,0
14.3570,2,39.6767,5.1862,-20.7908,-3.6277,-7.1749,82.1186,328.7493,0
14.3580,2,39.6667,5.1843,-20.7831,-3.6343,-7.1674,82.0992,328.7240,0
14.3590,2,39.6567,5.1823,-20.7753,-3.6410,-7.1600,82.0797,328.6986,0
14.3600,2,39.6467,5.1804,-20.7675,-3.6476,-7.1525,82.0603,328.6733,0
14.3610,2,39.6367,5.1785,-20.7598,-3.6543,-7.1450,82.0409,328.6480,0
14.3620,2,39.6267,5.1765,-20.7520,-3.6609,-7.1375,82.0214,328.6226,0
14.3630,2,39.6167,5.1746,-20.7443,-3.6676,-7.1300,82.0020,328.5973,0
14.3640,2,39.6067,5.1727,-20.7365,-3.6742,-7.1226,81.9826,328.5720,0
14.3650,2,39.5967,5.1707,-20.7287,-3.6809,-7.1151,81.9631,328.5466,0
14.3660,2,39.5867,5.1688,-20.7210,-3.6875,-7.1076,81.9437,328.5213,0
14.3670,2,39.5767,5.1668,-20.7132,-3.6942,-7.1001,81.9242,328.4960,0
14.3680,2,39.5667,5.1649,-20.7055,-3.7008,-7.0926,81.9048,328.4706,0
14.3690,2,39.5567,5.1630,-20.6977,-3.7075,-7.0852,81.8854,328.4453,0
14.3700,2,39.5467,5.1610,-20.6899,-3.7141,-7.0777,81.8659,328.4199,0
14.3710,2,39.5367,5.1591,-20.6822,-3.7208,-7.0702,81.8465,328.3946,0
14.3720,2,39.5267,5.1572,-20.6744,-3.7274,-7.0627,81.8271,328.3693,0
14.3730,2,39.5167,5.1552,-20.6667,-3.7340,-7.0553,81.8076,328.3439,0
14.3740,2,39.5067,5.1533,-20.6589,-3.7407,-7.0478,81.7882,328.3186,0
14.3750,2,39.4967,5.1513,-20.6511,-3.7473,-7.0403,81.7687,328.2933,0
14.3760,2,39.4867,5.1494,-20.6434,-3.7540,-7.0328,81.7493,328.2679,0
14.3770,2,39.4767,5.1475,-20.6356,-3.7606,-7.0253,81.7299,328.2426,0
14.3780,2,39.4667,5.1455,-20.6279,-3.7673,-7.0179,81.7104,328.2173,0
14.3790,2,39.4567,5.1436,-20.6201,-3.7739,-7.0104,81.6910,328.1919,0
14.3800,2,39.4467,5.1417,-20.6123,-3.7806,-7.0029,81.6716,328.1666,0
14.3810,2,39.4367,5.1397,-20.6046,-3.7872,-6.9954,81.6521,328.1413,0
14.3820,2,39.4267,5.1378,-20.5968,-3.7939,-6.9879,81.6327,328.1159,0
14.3830,2,39.4167,5.1358,-20.5891,-3.8005,-6.9805,81.6133,328.0906,0
14.3840,2,39.4067,5.1339,-20.5813,-3.8072,-6.9730,81.5938,328.0653,0
14.3850,2,39.3967,5.1320,-20.5735,-3.8138,-6.9655,81.5744,328.0399,0
