Time,Step,TCP_Z,P_Err,V_Norm,J1_P,J1_V,J1_A,J2_P,J2_V,J2_A,J3_P,J3_V,J3_A,J4_P,J4_V,J4_A,J5_P,J5_V,J5_A,J6_P,J6_V,J6_A,Kp
3.667,UP,0.671148,0.080352,0.823223,-3.38409e-05,-8.73039e-06,5.74015e-07,0.0310391,0.01793,0.00518639,87.9547,-0.590887,-0.00539205,2.03798e-06,4.82857e-07,-4.66909e-08,92.0141,0.572912,0.00021106,-3.37673e-05,-8.69265e-06,5.81937e-07,500
3.668,UP,0.671154,0.0803464,0.823227,-3.38496e-05,-8.72981e-06,5.74078e-07,0.0310571,0.0179352,0.00518639,87.9541,-0.590892,-0.00539212,2.03847e-06,4.8281e-07,-4.66847e-08,92.0147,0.572912,0.000211122,-3.3776e-05,-8.69207e-06,5.81998e-07,500
3.669,UP,0.671159,0.0803408,0.823231,-3.38584e-05,-8.72924e-06,5.7414e-07,0.031075,0.0179403,0.0051864,87.9535,-0.590897,-0.00539219,2.03895e-06,4.82763e-07,-4.66784e-08,92.0152,0.572912,0.000211184,-3.37846e-05,-8.69148e-06,5.8206e-07,500
3.67,UP,0.671165,0.0803352,0.823236,-3.38671e-05,-8.72867e-06,5.74203e-07,0.0310929,0.0179455,0.00518641,87.9529,-0.590903,-0.00539225,2.03943e-06,4.82717e-07,-4.66721e-08,92.0158,0.572912,0.000211246,-3.37933e-05,-8.6909e-06,5.82121e-07,500
3.671,UP,0.67117,0.0803297,0.82324,-3.38758e-05,-8.72809e-06,5.74266e-07,0.0311109,0.0179507,0.00518641,87.9523,-0.590908,-0.00539232,2.03991e-06,4.8267e-07,-4.66658e-08,92.0164,0.572913,0.000211308,-3.3802e-05,-8.69032e-06,5.82183e-07,500
3.672,UP,0.671176,0.0803241,0.823244,-3.38846e-05,-8.72752e-06,5.74329e-07,0.0311289,0.0179559,0.00518642,87.9517,-0.590914,-0.00539239,2.0404e-06,4.82623e-07,-4.66595e-08,92.017,0.572913,0.00021137,-3.38107e-05,-8.68974e-06,5.82244e-07,500
3.673,UP,0.671182,0.0803185,0.823248,-3.38933e-05,-8.72694e-06,5.74391e-07,0.0311468,0.0179611,0.00518643,87.9511,-0.590919,-0.00539246,2.04088e-06,4.82577e-07,-4.66533e-08,92.0175,0.572913,0.000211432,-3.38194e-05,-8.68916e-06,5.82306e-07,500
3.674,UP,0.671187,0.0803129,0.823252,-3.3902e-05,-8.72637e-06,5.74454e-07,0.0311648,0.0179663,0.00518643,87.9505,-0.590924,-0.00539253,2.04136e-06,4.8253e-07,-4.6647e-08,92.0181,0.572913,0.000211494,-3.38281e-05,-8.68857e-06,5.82368e-07,500
3.675,UP,0.671193,0.0803073,0.823256,-3.39107e-05,-8.72579e-06,5.74517e-07,0.0311828,0.0179715,0.00518644,87.95,-0.59093,-0.0053926,2.04184e-06,4.82483e-07,-4.66407e-08,92.0187,0.572913,0.000211556,-3.38368e-05,-8.68799e-06,5.82429e-07,500
3.676,UP,0.671198,0.0803017,0.82326,-3.39195e-05,-8.72522e-06,5.7458e-07,0.0312007,0.0179767,0.00518645,87.9494,-0.590935,-0.00539267,2.04233e-06,4.82437e-07,-4.66344e-08,92.0192,0.572914,0.000211618,-3.38455e-05,-8.68741e-06,5.82491e-07,500
3.677,UP,0.671204,0.0802961,0.823264,-3.39282e-05,-8.72464e-06,5.74642e-07,0.0312187,0.0179818,0.00518646,87.9488,-0.59094,-0.00539274,2.04281e-06,4.8239e-07,-4.66282e-08,92.0198,0.572914,0.00021168,-3.38542e-05,-8.68683e-06,5.82552e-07,500
3.678,UP,0.671209,0.0802906,0.823269,-3.39369e-05,-8.72407e-06,5.74705e-07,0.0312367,0.017987,0.00518646,87.9482,-0.590946,-0.00539281,2.04329e-06,4.82344e-07,-4.66219e-08,92.0204,0.572914,0.000211742,-3.38628e-05,-8.68624e-06,5.82614e-07,500
3.679,UP,0.671215,0.080285,0.823273,-3.39456e-05,-8.7235e-06,5.74768e-07,0.0312547,0.0179922,0.00518647,87.9476,-0.590951,-0.00539288,2.04377e-06,4.82297e-07,-4.66156e-08,92.021,0.572914,0.000211804,-3.38715e-05,-8.68566e-06,5.82676e-07,500
3.68,UP,0.671221,0.0802794,0.823277,-3.39544e-05,-8.72292e-06,5.74831e-07,0.0312727,0.0179974,0.00518648,87.947,-0.590957,-0.00539295,2.04426e-06,4.8225e-07,-4.66094e-08,92.0215,0.572914,0.000211867,-3.38802e-05,-8.68508e-06,5.82737e-07,500
3.681,UP,0.671226,0.0802738,0.823281,-3.39631e-05,-8.72235e-06,5.74894e-07,0.0312907,0.0180026,0.00518648,87.9464,-0.590962,-0.00539302,2.04474e-06,4.82204e-07,-4.66031e-08,92.0221,0.572915,0.000211929,-3.38889e-05,-8.68449e-06,5.82799e-07,500
3.682,UP,0.671232,0.0802682,0.823285,-3.39718e-05,-8.72177e-06,5.74957e-07,0.0313087,0.0180078,0.00518649,87.9458,-0.590967,-0.00539309,2.04522e-06,4.82157e-07,-4.65968e-08,92.0227,0.572915,0.000211991,-3.38976e-05,-8.68391e-06,5.82861e-07,500
3.683,UP,0.671237,0.0802626,0.823289,-3.39805e-05,-8.7212e-06,5.75019e-07,0.0313267,0.018013,0.0051865,87.9452,-0.590973,-0.00539316,2.0457e-06,4.82111e-07,-4.65906e-08,92.0233,0.572915,0.000212053,-3.39063e-05,-8.68333e-06,5.82922e-07,500
3.684,UP,0.671243,0.080257,0.823293,-3.39892e-05,-8.72062e-06,5.75082e-07,0.0313447,0.0180181,0.00518651,87.9446,-0.590978,-0.00539323,2.04618e-06,4.82064e-07,-4.65843e-08,92.0238,0.572915,0.000212115,-3.39149e-05,-8.68275e-06,5.82984e-07,500
3.685,UP,0.671249,0.0802515,0.823297,-3.3998e-05,-8.72005e-06,5.75145e-07,0.0313628,0.0180233,0.00518651,87.944,-0.590984,-0.0053933,2.04667e-06,4.82017e-07,-4.6578e-08,92.0244,0.572916,0.000212177,-3.39236e-05,-8.68216e-06,5.83046e-07,500
3.686,UP,0.671254,0.0802459,0.823302,-3.40067e-05,-8.71947e-06,5.75208e-07,0.0313808,0.0180285,0.00518652,87.9435,-0.590989,-0.00539337,2.04715e-06,4.81971e-07,-4.65718e-08,92.025,0.572916,0.000212239,-3.39323e-05,-8.68158e-06,5.83107e-07,500
3.687,UP,0.67126,0.0802403,0.823306,-3.40154e-05,-8.71889e-06,5.75271e-07,0.0313988,0.0180337,0.00518653,87.9429,-0.590994,-0.00539344,2.04763e-06,4.81924e-07,-4.65655e-08,92.0255,0.572916,0.000212301,-3.3941e-05,-8.681e-06,5.83169e-07,500
3.688,UP,0.671265,0.0802347,0.82331,-3.40241e-05,-8.71832e-06,5.75333e-07,0.0314169,0.0180389,0.00518653,87.9423,-0.591,-0.00539351,2.04811e-06,4.81878e-07,-4.65592e-08,92.0261,0.572916,0.000212363,-3.39497e-05,-8.68041e-06,5.83231e-07,500
3.689,UP,0.671271,0.0802291,0.823314,-3.40328e-05,-8.71774e-06,5.75397e-07,0.0314349,0.0180441,0.00518654,87.9417,-0.591005,-0.00539358,2.04859e-06,4.81831e-07,-4.6553e-08,92.0267,0.572916,0.000212425,-3.39584e-05,-8.67983e-06,5.83293e-07,500
3.69,UP,0.671276,0.0802235,0.823318,-3.40416e-05,-8.71717e-06,5.75459e-07,0.0314529,0.0180493,0.00518655,87.9411,-0.591011,-0.00539365,2.04908e-06,4.81785e-07,-4.65467e-08,92.0273,0.572917,0.000212487,-3.3967e-05,-8.67925e-06,5.83354e-07,500
3.691,UP,0.671282,0.0802179,0.823322,-3.40503e-05,-8.71659e-06,5.75522e-07,0.031471,0.0180544,0.00518656,87.9405,-0.591016,-0.00539372,2.04956e-06,4.81738e-07,-4.65405e-08,92.0278,0.572917,0.00021255,-3.39757e-05,-8.67866e-06,5.83416e-07,500
3.692,UP,0.671288,0.0802123,0.823326,-3.4059e-05,-8.71602e-06,5.75585e-07,0.0314891,0.0180596,0.00518656,87.9399,-0.591021,-0.00539379,2.05004e-06,4.81692e-07,-4.65342e-08,92.0284,0.572917,0.000212612,-3.39844e-05,-8.67808e-06,5.83478e-07,500
3.693,UP,0.671293,0.0802068,0.823331,-3.40677e-05,-8.71544e-06,5.75648e-07,0.0315071,0.0180648,0.00518657,87.9393,-0.591027,-0.00539386,2.05052e-06,4.81645e-07,-4.65279e-08,92.029,0.572917,0.000212674,-3.39931e-05,-8.6775e-06,5.8354e-07,500
3.694,UP,0.671299,0.0802012,0.823335,-3.40764e-05,-8.71487e-06,5.75711e-07,0.0315252,0.01807,0.00518658,87.9387,-0.591032,-0.00539393,2.051e-06,4.81599e-07,-4.65217e-08,92.0296,0.572917,0.000212736,-3.40017e-05,-8.67691e-06,5.83602e-07,500
3.695,UP,0.671304,0.0801956,0.823339,-3.40851e-05,-8.71429e-06,5.75774e-07,0.0315433,0.0180752,0.00518658,87.9381,-0.591038,-0.005394,2.05148e-06,4.81552e-07,-4.65154e-08,92.0301,0.572918,0.000212798,-3.40104e-05,-8.67633e-06,5.83663e-07,500
3.696,UP,0.67131,0.08019,0.823343,-3.40938e-05,-8.71371e-06,5.75837e-07,0.0315614,0.0180804,0.00518659,87.9375,-0.591043,-0.00539407,2.05197e-06,4.81505e-07,-4.65092e-08,92.0307,0.572918,0.00021286,-3.40191e-05,-8.67575e-06,5.83725e-07,500
3.697,UP,0.671316,0.0801844,0.823347,-3.41026e-05,-8.71314e-06,5.759e-07,0.0315794,0.0180856,0.0051866,87.9369,-0.591048,-0.00539414,2.05245e-06,4.81459e-07,-4.65029e-08,92.0313,0.572918,0.000212922,-3.40278e-05,-8.67516e-06,5.83787e-07,500
3.698,UP,0.671321,0.0801788,0.823351,-3.41113e-05,-8.71256e-06,5.75963e-07,0.0315975,0.0180908,0.00518661,87.9364,-0.591054,-0.00539421,2.05293e-06,4.81412e-07,-4.64967e-08,92.0318,0.572918,0.000212984,-3.40364e-05,-8.67458e-06,5.83849e-07,500
3.699,UP,0.671327,0.0801732,0.823355,-3.412e-05,-8.71199e-06,5.76026e-07,0.0316156,0.0180959,0.00518661,87.9358,-0.591059,-0.00539428,2.05341e-06,4.81366e-07,-4.64904e-08,92.0324,0.572919,0.000213046,-3.40451e-05,-8.67399e-06,5.8391e-07,500
3.7,UP,0.671332,0.0801677,0.823359,-3.41287e-05,-8.71141e-06,5.76089e-07,0.0316337,0.0181011,0.00518662,87.9352,-0.591065,-0.00539435,2.05389e-06,4.8132e-07,-4.64841e-08,92.033,0.572919,0.000213109,-3.40538e-05,-8.67341e-06,5.83972e-07,500
3.701,UP,0.671338,0.0801621,0.823364,-3.41374e-05,-8.71083e-06,5.76152e-07,0.0316518,0.0181063,0.00518663,87.9346,-0.59107,-0.00539442,2.05437e-06,4.81273e-07,-4.64779e-08,92.0336,0.572919,0.000213171,-3.40625e-05,-8.67283e-06,5.84034e-07,500
3.702,UP,0.671344,0.0801565,0.823368,-3.41461e-05,-8.71026e-06,5.76215e-07,0.0316699,0.0181115,0.00518663,87.934,-0.591075,-0.00539449,2.05485e-06,4.81227e-07,-4.64716e-08,92.0341,0.572919,0.000213233,-3.40711e-05,-8.67224e-06,5.84096e-07,500
3.703,UP,0.671349,0.0801509,0.823372,-3.41548e-05,-8.70968e-06,5.76278e-07,0.0316881,0.0181167,0.00518664,87.9334,-0.591081,-0.00539456,2.05533e-06,4.8118e-07,-4.64654e-08,92.0347,0.572919,0.000213295,-3.40798e-05,-8.67166e-06,5.84158e-07,500
3.704,UP,0.671355,0.0801453,0.823376,-3.41635e-05,-8.70911e-06,5.76341e-07,0.0317062,0.0181219,0.00518665,87.9328,-0.591086,-0.00539463,2.05582e-06,4.81134e-07,-4.64591e-08,92.0353,0.57292,0.000213357,-3.40885e-05,-8.67107e-06,5.8422e-07,500
3.705,UP,0.67136,0.0801397,0.82338,-3.41722e-05,-8.70853e-06,5.76404e-07,0.0317243,0.0181271,0.00518666,87.9322,-0.591092,-0.0053947,2.0563e-06,4.81087e-07,-4.64529e-08,92.0359,0.57292,0.000213419,-3.40971e-05,-8.67049e-06,5.84282e-07,500
3.706,UP,0.671366,0.0801341,0.823384,-3.41809e-05,-8.70795e-06,5.76467e-07,0.0317424,0.0181322,0.00518666,87.9316,-0.591097,-0.00539477,2.05678e-06,4.81041e-07,-4.64466e-08,92.0364,0.57292,0.000213481,-3.41058e-05,-8.6699e-06,5.84344e-07,500
3.707,UP,0.671371,0.0801286,0.823388,-3.41897e-05,-8.70738e-06,5.76531e-07,0.0317606,0.0181374,0.00518667,87.931,-0.591102,-0.00539484,2.05726e-06,4.80994e-07,-4.64404e-08,92.037,0.57292,0.000213543,-3.41145e-05,-8.66932e-06,5.84406e-07,500
3.708,UP,0.671377,0.080123,0.823393,-3.41984e-05,-8.7068e-06,5.76594e-07,0.0317787,0.0181426,0.00518668,87.9304,-0.591108,-0.00539491,2.05774e-06,4.80948e-07,-4.64341e-08,92.0376,0.57292,0.000213606,-3.41232e-05,-8.66874e-06,5.84468e-07,500
3.709,UP,0.671383,0.0801174,0.823397,-3.42071e-05,-8.70622e-06,5.76657e-07,0.0317969,0.0181478,0.00518668,87.9299,-0.591113,-0.00539498,2.05822e-06,4.80901e-07,-4.64279e-08,92.0381,0.572921,0.000213668,-3.41318e-05,-8.66815e-06,5.84529e-07,500
3.71,UP,0.671388,0.0801118,0.823401,-3.42158e-05,-8.70565e-06,5.7672e-07,0.031815,0.018153,0.00518669,87.9293,-0.591118,-0.00539505,2.0587e-06,4.80855e-07,-4.64216e-08,92.0387,0.572921,0.00021373,-3.41405e-05,-8.66757e-06,5.84591e-07,500
3.711,UP,0.671394,0.0801062,0.823405,-3.42245e-05,-8.70507e-06,5.76783e-07,0.0318332,0.0181582,0.0051867,87.9287,-0.591124,-0.00539512,2.05918e-06,4.80809e-07,-4.64154e-08,92.0393,0.572921,0.000213792,-3.41492e-05,-8.66698e-06,5.84653e-07,500
3.712,UP,0.671399,0.0801006,0.823409,-3.42332e-05,-8.70449e-06,5.76846e-07,0.0318513,0.0181634,0.00518671,87.9281,-0.591129,-0.00539519,2.05966e-06,4.80762e-07,-4.64092e-08,92.0399,0.572921,0.000213854,-3.41578e-05,-8.6664e-06,5.84715e-07,500
3.713,UP,0.671405,0.080095,0.823413,-3.42419e-05,-8.70392e-06,5.76909e-07,0.0318695,0.0181686,0.00518671,87.9275,-0.591135,-0.00539526,2.06014e-06,4.80716e-07,-4.64029e-08,92.0404,0.572922,0.000213916,-3.41665e-05,-8.66581e-06,5.84777e-07,500
3.714,UP,0.671411,0.0800894,0.823417,-3.42506e-05,-8.70334e-06,5.76972e-07,0.0318877,0.0181737,0.00518672,87.9269,-0.59114,-0.00539533,2.06062e-06,4.80669e-07,-4.63967e-08,92.041,0.572922,0.000213978,-3.41752e-05,-8.66523e-06,5.84839e-07,500
3.715,UP,0.671416,0.0800839,0.823422,-3.42593e-05,-8.70276e-06,5.77036e-07,0.0319059,0.0181789,0.00518673,87.9263,-0.591145,-0.0053954,2.0611e-06,4.80623e-07,-4.63904e-08,92.0416,0.572922,0.00021404,-3.41838e-05,-8.66464e-06,5.84901e-07,500
3.716,UP,0.671422,0.0800783,0.823426,-3.4268e-05,-8.70218e-06,5.77099e-07,0.0319241,0.0181841,0.00518674,87.9257,-0.591151,-0.00539547,2.06159e-06,4.80577e-07,-4.63842e-08,92.0422,0.572922,0.000214103,-3.41925e-05,-8.66406e-06,5.84963e-07,500
3.717,UP,0.671427,0.0800727,0.82343,-3.42767e-05,-8.70161e-06,5.77162e-07,0.0319422,0.0181893,0.00518674,87.9251,-0.591156,-0.00539554,2.06207e-06,4.8053e-07,-4.63779e-08,92.0427,0.572922,0.000214165,-3.42011e-05,-8.66347e-06,5.85025e-07,500
3.718,UP,0.671433,0.0800671,0.823434,-3.42854e-05,-8.70103e-06,5.77225e-07,0.0319604,0.0181945,0.00518675,87.9245,-0.591162,-0.00539561,2.06255e-06,4.80484e-07,-4.63717e-08,92.0433,0.572923,0.000214227,-3.42098e-05,-8.66289e-06,5.85087e-07,500
3.719,UP,0.671438,0.0800615,0.823438,-3.42941e-05,-8.70045e-06,5.77288e-07,0.0319786,0.0181997,0.00518676,87.9239,-0.591167,-0.00539568,2.06303e-06,4.80437e-07,-4.63655e-08,92.0439,0.572923,0.000214289,-3.42185e-05,-8.6623e-06,5.85149e-07,500
3.72,UP,0.671444,0.0800559,0.823442,-3.43028e-05,-8.69988e-06,5.77351e-07,0.0319968,0.0182049,0.00518676,87.9234,-0.591172,-0.00539575,2.06351e-06,4.80391e-07,-4.63592e-08,92.0445,0.572923,0.000214351,-3.42271e-05,-8.66172e-06,5.85211e-07,500
3.721,UP,0.67145,0.0800503,0.823446,-3.43115e-05,-8.6993e-06,5.77415e-07,0.032015,0.01821,0.00518677,87.9228,-0.591178,-0.00539582,2.06399e-06,4.80345e-07,-4.6353e-08,92.045,0.572923,0.000214413,-3.42358e-05,-8.66113e-06,5.85273e-07,500
3.722,UP,0.671455,0.0800448,0.82345,-3.43202e-05,-8.69872e-06,5.77478e-07,0.0320333,0.0182152,0.00518678,87.9222,-0.591183,-0.00539589,2.06447e-06,4.80298e-07,-4.63468e-08,92.0456,0.572923,0.000214476,-3.42445e-05,-8.66055e-06,5.85336e-07,500
3.723,UP,0.671461,0.0800392,0.823455,-3.43289e-05,-8.69814e-06,5.77541e-07,0.0320515,0.0182204,0.00518679,87.9216,-0.591189,-0.00539596,2.06495e-06,4.80252e-07,-4.63405e-08,92.0462,0.572924,0.000214538,-3.42531e-05,-8.65996e-06,5.85398e-07,500
3.724,UP,0.671466,0.0800336,0.823459,-3.43376e-05,-8.69757e-06,5.77605e-07,0.0320697,0.0182256,0.00518679,87.921,-0.591194,-0.00539603,2.06543e-06,4.80206e-07,-4.63343e-08,92.0467,0.572924,0.0002146,-3.42618e-05,-8.65938e-06,5.8546e-07,500
3.725,UP,0.671472,0.080028,0.823463,-3.43463e-05,-8.69699e-06,5.77668e-07,0.0320879,0.0182308,0.0051868,87.9204,-0.591199,-0.0053961,2.06591e-06,4.80159e-07,-4.63281e-08,92.0473,0.572924,0.000214662,-3.42704e-05,-8.65879e-06,5.85522e-07,500
3.726,UP,0.671478,0.0800224,0.823467,-3.4355e-05,-8.69641e-06,5.77731e-07,0.0321062,0.018236,0.00518681,87.9198,-0.591205,-0.00539617,2.06639e-06,4.80113e-07,-4.63218e-08,92.0479,0.572924,0.000214724,-3.42791e-05,-8.6582e-06,5.85584e-07,500
3.727,UP,0.671483,0.0800168,0.823471,-3.43637e-05,-8.69583e-06,5.77795e-07,0.0321244,0.0182412,0.00518681,87.9192,-0.59121,-0.00539624,2.06687e-06,4.80067e-07,-4.63156e-08,92.0485,0.572925,0.000214786,-3.42878e-05,-8.65762e-06,5.85646e-07,500
3.728,UP,0.671489,0.0800112,0.823475,-3.43724e-05,-8.69525e-06,5.77858e-07,0.0321427,0.0182464,0.00518682,87.9186,-0.591216,-0.00539631,2.06735e-06,4.8002e-07,-4.63094e-08,92.049,0.572925,0.000214849,-3.42964e-05,-8.65703e-06,5.85708e-07,500
3.729,UP,0.671494,0.0800057,0.823479,-3.43811e-05,-8.69468e-06,5.77921e-07,0.0321609,0.0182515,0.00518683,87.918,-0.591221,-0.00539638,2.06783e-06,4.79974e-07,-4.63031e-08,92.0496,0.572925,0.000214911,-3.43051e-05,-8.65645e-06,5.8577e-07,500
3.73,UP,0.6715,0.0800001,0.823484,-3.43898e-05,-8.6941e-06,5.77984e-07,0.0321792,0.0182567,0.00518684,87.9174,-0.591226,-0.00539645,2.06831e-06,4.79928e-07,-4.62969e-08,92.0502,0.572925,0.000214973,-3.43137e-05,-8.65586e-06,5.85832e-07,500
3.731,UP,0.671506,0.0799945,0.823488,-3.43985e-05,-8.69352e-06,5.78048e-07,0.0321974,0.0182619,0.00518684,87.9169,-0.591232,-0.00539652,2.06879e-06,4.79882e-07,-4.62907e-08,92.0508,0.572925,0.000215035,-3.43224e-05,-8.65528e-06,5.85895e-07,500
3.732,UP,0.671511,0.0799889,0.823492,-3.44072e-05,-8.69294e-06,5.78111e-07,0.0322157,0.0182671,0.00518685,87.9163,-0.591237,-0.00539659,2.06927e-06,4.79835e-07,-4.62844e-08,92.0513,0.572926,0.000215097,-3.4331e-05,-8.65469e-06,5.85957e-07,500
3.733,UP,0.671517,0.0799833,0.823496,-3.44158e-05,-8.69236e-06,5.78174e-07,0.032234,0.0182723,0.00518686,87.9157,-0.591243,-0.00539666,2.06975e-06,4.79789e-07,-4.62782e-08,92.0519,0.572926,0.000215159,-3.43397e-05,-8.6541e-06,5.86019e-07,500
3.734,UP,0.671522,0.0799777,0.8235,-3.44245e-05,-8.69179e-06,5.78238e-07,0.0322523,0.0182775,0.00518687,87.9151,-0.591248,-0.00539673,2.07023e-06,4.79743e-07,-4.6272e-08,92.0525,0.572926,0.000215222,-3.43483e-05,-8.65352e-06,5.86081e-07,500
3.735,UP,0.671528,0.0799721,0.823504,-3.44332e-05,-8.69121e-06,5.78301e-07,0.0322705,0.0182827,0.00518687,87.9145,-0.591253,-0.0053968,2.07071e-06,4.79696e-07,-4.62658e-08,92.053,0.572926,0.000215284,-3.4357e-05,-8.65293e-06,5.86143e-07,500
3.736,UP,0.671533,0.0799665,0.823508,-3.44419e-05,-8.69063e-06,5.78364e-07,0.0322888,0.0182879,0.00518688,87.9139,-0.591259,-0.00539687,2.07119e-06,4.7965e-07,-4.62595e-08,92.0536,0.572926,0.000215346,-3.43656e-05,-8.65235e-06,5.86205e-07,500
3.737,UP,0.671539,0.079961,0.823513,-3.44506e-05,-8.69005e-06,5.78428e-07,0.0323071,0.018293,0.00518689,87.9133,-0.591264,-0.00539694,2.07167e-06,4.79604e-07,-4.62533e-08,92.0542,0.572927,0.000215408,-3.43743e-05,-8.65176e-06,5.86268e-07,500
3.738,UP,0.671545,0.0799554,0.823517,-3.44593e-05,-8.68947e-06,5.78491e-07,0.0323254,0.0182982,0.00518689,87.9127,-0.59127,-0.00539701,2.07215e-06,4.79558e-07,-4.62471e-08,92.0548,0.572927,0.00021547,-3.43829e-05,-8.65117e-06,5.8633e-07,500
3.739,UP,0.67155,0.0799498,0.823521,-3.4468e-05,-8.68889e-06,5.78555e-07,0.0323437,0.0183034,0.0051869,87.9121,-0.591275,-0.00539708,2.07263e-06,4.79511e-07,-4.62409e-08,92.0553,0.572927,0.000215532,-3.43916e-05,-8.65059e-06,5.86392e-07,500
3.74,UP,0.671556,0.0799442,0.823525,-3.44767e-05,-8.68832e-06,5.78618e-07,0.032362,0.0183086,0.00518691,87.9115,-0.59128,-0.00539715,2.07311e-06,4.79465e-07,-4.62346e-08,92.0559,0.572927,0.000215595,-3.44002e-05,-8.65e-06,5.86454e-07,500
3.741,UP,0.671561,0.0799386,0.823529,-3.44854e-05,-8.68774e-06,5.78682e-07,0.0323803,0.0183138,0.00518692,87.9109,-0.591286,-0.00539722,2.07358e-06,4.79419e-07,-4.62284e-08,92.0565,0.572928,0.000215657,-3.44089e-05,-8.64941e-06,5.86517e-07,500
3.742,UP,0.671567,0.079933,0.823533,-3.44941e-05,-8.68716e-06,5.78745e-07,0.0323987,0.018319,0.00518692,87.9103,-0.591291,-0.00539729,2.07406e-06,4.79373e-07,-4.62222e-08,92.0571,0.572928,0.000215719,-3.44175e-05,-8.64883e-06,5.86579e-07,500
3.743,UP,0.671573,0.0799274,0.823537,-3.45027e-05,-8.68658e-06,5.78808e-07,0.032417,0.0183242,0.00518693,87.9098,-0.591297,-0.00539736,2.07454e-06,4.79327e-07,-4.6216e-08,92.0576,0.572928,0.000215781,-3.44262e-05,-8.64824e-06,5.86641e-07,500
3.744,UP,0.671578,0.0799219,0.823542,-3.45114e-05,-8.686e-06,5.78872e-07,0.0324353,0.0183293,0.00518694,87.9092,-0.591302,-0.00539743,2.07502e-06,4.7928e-07,-4.62098e-08,92.0582,0.572928,0.000215843,-3.44348e-05,-8.64765e-06,5.86704e-07,500
3.745,UP,0.671584,0.0799163,0.823546,-3.45201e-05,-8.68542e-06,5.78935e-07,0.0324536,0.0183345,0.00518694,87.9086,-0.591307,-0.0053975,2.0755e-06,4.79234e-07,-4.62035e-08,92.0588,0.572928,0.000215906,-3.44435e-05,-8.64707e-06,5.86766e-07,500
3.746,UP,0.671589,0.0799107,0.82355,-3.45288e-05,-8.68484e-06,5.78999e-07,0.032472,0.0183397,0.00518695,87.908,-0.591313,-0.00539757,2.07598e-06,4.79188e-07,-4.61973e-08,92.0593,0.572929,0.000215968,-3.44521e-05,-8.64648e-06,5.86828e-07,500
3.747,UP,0.671595,0.0799051,0.823554,-3.45375e-05,-8.68426e-06,5.79062e-07,0.0324903,0.0183449,0.00518696,87.9074,-0.591318,-0.00539764,2.07646e-06,4.79142e-07,-4.61911e-08,92.0599,0.572929,0.00021603,-3.44608e-05,-8.64589e-06,5.86891e-07,500
3.748,UP,0.6716,0.0798995,0.823558,-3.45462e-05,-8.68368e-06,5.79126e-07,0.0325087,0.0183501,0.00518697,87.9068,-0.591324,-0.00539771,2.07694e-06,4.79096e-07,-4.61849e-08,92.0605,0.572929,0.000216092,-3.44694e-05,-8.64531e-06,5.86953e-07,500
3.749,UP,0.671606,0.0798939,0.823562,-3.45548e-05,-8.6831e-06,5.79189e-07,0.032527,0.0183553,0.00518697,87.9062,-0.591329,-0.00539778,2.07742e-06,4.79049e-07,-4.61787e-08,92.0611,0.572929,0.000216154,-3.44781e-05,-8.64472e-06,5.87015e-07,500
3.75,UP,0.671612,0.0798883,0.823566,-3.45635e-05,-8.68253e-06,5.79253e-07,0.0325454,0.0183605,0.00518698,87.9056,-0.591334,-0.00539785,2.0779e-06,4.79003e-07,-4.61724e-08,92.0616,0.572929,0.000216217,-3.44867e-05,-8.64413e-06,5.87078e-07,500
3.751,UP,0.671617,0.0798827,0.823571,-3.45722e-05,-8.68195e-06,5.79316e-07,0.0325638,0.0183657,0.00518699,87.905,-0.59134,-0.00539793,2.07838e-06,4.78957e-07,-4.61662e-08,92.0622,0.57293,0.000216279,-3.44954e-05,-8.64355e-06,5.8714e-07,500
3.752,UP,0.671623,0.0798772,0.823575,-3.45809e-05,-8.68137e-06,5.7938e-07,0.0325821,0.0183708,0.005187,87.9044,-0.591345,-0.005398,2.07886e-06,4.78911e-07,-4.616e-08,92.0628,0.57293,0.000216341,-3.4504e-05,-8.64296e-06,5.87202e-07,500
3.753,UP,0.671628,0.0798716,0.823579,-3.45896e-05,-8.68079e-06,5.79443e-07,0.0326005,0.018376,0.005187,87.9038,-0.591351,-0.00539807,2.07933e-06,4.78865e-07,-4.61538e-08,92.0634,0.57293,0.000216403,-3.45126e-05,-8.64237e-06,5.87265e-07,500
3.754,UP,0.671634,0.079866,0.823583,-3.45983e-05,-8.68021e-06,5.79507e-07,0.0326189,0.0183812,0.00518701,87.9033,-0.591356,-0.00539814,2.07981e-06,4.78819e-07,-4.61476e-08,92.0639,0.57293,0.000216466,-3.45213e-05,-8.64178e-06,5.87327e-07,500
3.755,UP,0.67164,0.0798604,0.823587,-3.46069e-05,-8.67963e-06,5.7957e-07,0.0326373,0.0183864,0.00518702,87.9027,-0.591361,-0.00539821,2.08029e-06,4.78772e-07,-4.61414e-08,92.0645,0.572931,0.000216528,-3.45299e-05,-8.6412e-06,5.8739e-07,500
3.756,UP,0.671645,0.0798548,0.823591,-3.46156e-05,-8.67905e-06,5.79634e-07,0.0326557,0.0183916,0.00518702,87.9021,-0.591367,-0.00539828,2.08077e-06,4.78726e-07,-4.61352e-08,92.0651,0.572931,0.00021659,-3.45386e-05,-8.64061e-06,5.87452e-07,500
