Time,Step,TCP_Z,P_Err,J3_Acc,Kp
8.719,UP,0.670749,0.0807514,0.00464757,100
8.72,UP,0.670751,0.0807494,0.00464748,100
8.721,UP,0.670753,0.0807474,0.0046474,100
8.722,UP,0.670755,0.0807454,0.00464731,100
8.723,UP,0.670757,0.0807434,0.00464723,100
8.724,UP,0.670759,0.0807413,0.00464715,100
8.725,UP,0.670761,0.0807393,0.00464706,100
8.726,UP,0.670763,0.0807373,0.00464698,100
8.727,UP,0.670765,0.0807353,0.00464689,100
8.728,UP,0.670767,0.0807332,0.00464681,100
8.729,UP,0.670769,0.0807312,0.00464672,100
8.73,UP,0.670771,0.0807292,0.00464664,100
8.731,UP,0.670773,0.0807272,0.00464656,100
8.732,UP,0.670775,0.0807252,0.00464647,100
8.733,UP,0.670777,0.0807231,0.00464639,100
8.734,UP,0.670779,0.0807211,0.0046463,100
8.735,UP,0.670781,0.0807191,0.00464622,100
8.736,UP,0.670783,0.0807171,0.00464613,100
8.737,UP,0.670785,0.080715,0.00464605,100
8.738,UP,0.670787,0.080713,0.00464597,100
8.739,UP,0.670789,0.080711,0.00464588,100
8.74,UP,0.670791,0.080709,0.0046458,100
8.741,UP,0.670793,0.080707,0.00464571,100
8.742,UP,0.670795,0.0807049,0.00464563,100
8.743,UP,0.670797,0.0807029,0.00464554,100
8.744,UP,0.670799,0.0807009,0.00464546,100
8.745,UP,0.670801,0.0806989,0.00464538,100
8.746,UP,0.670803,0.0806969,0.00464529,100
8.747,UP,0.670805,0.0806948,0.00464521,100
8.748,UP,0.670807,0.0806928,0.00464512,100
8.749,UP,0.670809,0.0806908,0.00464504,100
8.75,UP,0.670811,0.0806888,0.00464495,100
8.751,UP,0.670813,0.0806867,0.00464487,100
8.752,UP,0.670815,0.0806847,0.00464479,100
8.753,UP,0.670817,0.0806827,0.0046447,100
8.754,UP,0.670819,0.0806807,0.00464462,100
8.755,UP,0.670821,0.0806787,0.00464453,100
8.756,UP,0.670823,0.0806766,0.00464445,100
8.757,UP,0.670825,0.0806746,0.00464436,100
8.758,UP,0.670827,0.0806726,0.00464428,100
8.759,UP,0.670829,0.0806706,0.0046442,100
8.76,UP,0.670831,0.0806686,0.00464411,100
8.761,UP,0.670833,0.0806665,0.00464403,100
8.762,UP,0.670835,0.0806645,0.00464394,100
8.763,UP,0.670837,0.0806625,0.00464386,100
8.764,UP,0.67084,0.0806605,0.00464377,100
8.765,UP,0.670842,0.0806585,0.00464369,100
8.766,UP,0.670844,0.0806564,0.00464361,100
8.767,UP,0.670846,0.0806544,0.00464352,100
8.768,UP,0.670848,0.0806524,0.00464344,100
8.769,UP,0.67085,0.0806504,0.00464335,100
8.77,UP,0.670852,0.0806484,0.00464327,100
8.771,UP,0.670854,0.0806463,0.00464318,100
8.772,UP,0.670856,0.0806443,0.0046431,100
8.773,UP,0.670858,0.0806423,0.00464302,100
8.774,UP,0.67086,0.0806403,0.00464293,100
8.775,UP,0.670862,0.0806383,0.00464285,100
8.776,UP,0.670864,0.0806362,0.00464276,100
8.777,UP,0.670866,0.0806342,0.00464268,100
8.778,UP,0.670868,0.0806322,0.00464259,100
8.779,UP,0.67087,0.0806302,0.00464251,100
8.78,UP,0.670872,0.0806282,0.00464243,100
8.781,UP,0.670874,0.0806261,0.00464234,100
8.782,UP,0.670876,0.0806241,0.00464226,100
8.783,UP,0.670878,0.0806221,0.00464217,100
8.784,UP,0.67088,0.0806201,0.00464209,100
8.785,UP,0.670882,0.0806181,0.004642,100
8.786,UP,0.670884,0.0806161,0.00464192,100
8.787,UP,0.670886,0.080614,0.00464184,100
8.788,UP,0.670888,0.080612,0.00464175,100
8.789,UP,0.67089,0.08061,0.00464167,100
8.79,UP,0.670892,0.080608,0.00464158,100
8.791,UP,0.670894,0.080606,0.0046415,100
8.792,UP,0.670896,0.0806039,0.00464141,100
8.793,UP,0.670898,0.0806019,0.00464133,100
8.794,UP,0.6709,0.0805999,0.00464125,100
8.795,UP,0.670902,0.0805979,0.00464116,100
8.796,UP,0.670904,0.0805959,0.00464108,100
8.797,UP,0.670906,0.0805938,0.00464099,100
8.798,UP,0.670908,0.0805918,0.00464091,100
8.799,UP,0.67091,0.0805898,0.00464082,100
8.8,UP,0.670912,0.0805878,0.00464074,100
8.801,UP,0.670914,0.0805858,0.00464066,100
8.802,UP,0.670916,0.0805838,0.00464057,100
8.803,UP,0.670918,0.0805817,0.00464049,100
8.804,UP,0.67092,0.0805797,0.0046404,100
8.805,UP,0.670922,0.0805777,0.00464032,100
8.806,UP,0.670924,0.0805757,0.00464024,100
8.807,UP,0.670926,0.0805737,0.00464015,100
8.808,UP,0.670928,0.0805716,0.00464007,100
8.809,UP,0.67093,0.0805696,0.00463998,100
8.81,UP,0.670932,0.0805676,0.0046399,100
8.811,UP,0.670934,0.0805656,0.00463981,100
8.812,UP,0.670936,0.0805636,0.00463973,100
8.813,UP,0.670938,0.0805616,0.00463965,100
8.814,UP,0.67094,0.0805595,0.00463956,100
8.815,UP,0.670942,0.0805575,0.00463948,100
8.816,UP,0.670944,0.0805555,0.00463939,100
8.817,UP,0.670947,0.0805535,0.00463931,100
8.818,UP,0.670949,0.0805515,0.00463922,100
8.819,UP,0.670951,0.0805495,0.00463914,100
8.82,UP,0.670953,0.0805474,0.00463906,100
8.821,UP,0.670955,0.0805454,0.00463897,100
8.822,UP,0.670957,0.0805434,0.00463889,100
8.823,UP,0.670959,0.0805414,0.0046388,100
8.824,UP,0.670961,0.0805394,0.00463872,100
8.825,UP,0.670963,0.0805373,0.00463863,100
8.826,UP,0.670965,0.0805353,0.00463855,100
8.827,UP,0.670967,0.0805333,0.00463847,100
8.828,UP,0.670969,0.0805313,0.00463838,100
8.829,UP,0.670971,0.0805293,0.0046383,100
8.83,UP,0.670973,0.0805273,0.00463821,100
8.831,UP,0.670975,0.0805252,0.00463813,100
8.832,UP,0.670977,0.0805232,0.00463804,100
8.833,UP,0.670979,0.0805212,0.00463796,100
8.834,UP,0.670981,0.0805192,0.00463788,100
8.835,UP,0.670983,0.0805172,0.00463779,100
8.836,UP,0.670985,0.0805152,0.00463771,100
8.837,UP,0.670987,0.0805131,0.00463762,100
8.838,UP,0.670989,0.0805111,0.00463754,100
8.839,UP,0.670991,0.0805091,0.00463746,100
8.84,UP,0.670993,0.0805071,0.00463737,100
8.841,UP,0.670995,0.0805051,0.00463729,100
8.842,UP,0.670997,0.0805031,0.0046372,100
8.843,UP,0.670999,0.080501,0.00463712,100
8.844,UP,0.671001,0.080499,0.00463703,100
8.845,UP,0.671003,0.080497,0.00463695,100
8.846,UP,0.671005,0.080495,0.00463687,100
8.847,UP,0.671007,0.080493,0.00463678,100
8.848,UP,0.671009,0.080491,0.0046367,100
8.849,UP,0.671011,0.080489,0.00463661,100
8.85,UP,0.671013,0.0804869,0.00463653,100
8.851,UP,0.671015,0.0804849,0.00463644,100
8.852,UP,0.671017,0.0804829,0.00463636,100
8.853,UP,0.671019,0.0804809,0.00463628,100
8.854,UP,0.671021,0.0804789,0.00463619,100
8.855,UP,0.671023,0.0804769,0.00463611,100
8.856,UP,0.671025,0.0804748,0.00463602,100
8.857,UP,0.671027,0.0804728,0.00463594,100
8.858,UP,0.671029,0.0804708,0.00463586,100
8.859,UP,0.671031,0.0804688,0.00463577,100
8.86,UP,0.671033,0.0804668,0.00463569,100
8.861,UP,0.671035,0.0804648,0.0046356,100
8.862,UP,0.671037,0.0804628,0.00463552,100
8.863,UP,0.671039,0.0804607,0.00463543,100
8.864,UP,0.671041,0.0804587,0.00463535,100
8.865,UP,0.671043,0.0804567,0.00463527,100
8.866,UP,0.671045,0.0804547,0.00463518,100
8.867,UP,0.671047,0.0804527,0.0046351,100
8.868,UP,0.671049,0.0804507,0.00463501,100
8.869,UP,0.671051,0.0804486,0.00463493,100
8.87,UP,0.671053,0.0804466,0.00463484,100
8.871,UP,0.671055,0.0804446,0.00463476,100
8.872,UP,0.671057,0.0804426,0.00463468,100
8.873,UP,0.671059,0.0804406,0.00463459,100
8.874,UP,0.671061,0.0804386,0.00463451,100
8.875,UP,0.671063,0.0804366,0.00463442,100
8.876,UP,0.671065,0.0804345,0.00463434,100
8.877,UP,0.671067,0.0804325,0.00463426,100
8.878,UP,0.671069,0.0804305,0.00463417,100
8.879,UP,0.671072,0.0804285,0.00463409,100
8.88,UP,0.671074,0.0804265,0.004634,100
8.881,UP,0.671076,0.0804245,0.00463392,100
8.882,UP,0.671078,0.0804225,0.00463383,100
8.883,UP,0.67108,0.0804204,0.00463375,100
8.884,UP,0.671082,0.0804184,0.00463367,100
8.885,UP,0.671084,0.0804164,0.00463358,100
8.886,UP,0.671086,0.0804144,0.0046335,100
8.887,UP,0.671088,0.0804124,0.00463341,100
8.888,UP,0.67109,0.0804104,0.00463333,100
8.889,UP,0.671092,0.0804084,0.00463325,100
8.89,UP,0.671094,0.0804063,0.00463316,100
8.891,UP,0.671096,0.0804043,0.00463308,100
8.892,UP,0.671098,0.0804023,0.00463299,100
8.893,UP,0.6711,0.0804003,0.00463291,100
8.894,UP,0.671102,0.0803983,0.00463282,100
8.895,UP,0.671104,0.0803963,0.00463274,100
8.896,UP,0.671106,0.0803943,0.00463266,100
8.897,UP,0.671108,0.0803923,0.00463257,100
8.898,UP,0.67111,0.0803902,0.00463249,100
8.899,UP,0.671112,0.0803882,0.0046324,100
8.9,UP,0.671114,0.0803862,0.00463232,100
8.901,UP,0.671116,0.0803842,0.00463223,100
8.902,UP,0.671118,0.0803822,0.00463215,100
8.903,UP,0.67112,0.0803802,0.00463207,100
8.904,UP,0.671122,0.0803782,0.00463198,100
8.905,UP,0.671124,0.0803761,0.0046319,100
8.906,UP,0.671126,0.0803741,0.00463181,100
8.907,UP,0.671128,0.0803721,0.00463173,100
8.908,UP,0.67113,0.0803701,0.00463165,100
8.909,UP,0.671132,0.0803681,0.00463156,100
8.91,UP,0.671134,0.0803661,0.00463148,100
8.911,UP,0.671136,0.0803641,0.00463139,100
8.912,UP,0.671138,0.0803621,0.00463131,100
8.913,UP,0.67114,0.08036,0.00463122,100
8.914,UP,0.671142,0.080358,0.00463114,100
8.915,UP,0.671144,0.080356,0.00463106,100
8.916,UP,0.671146,0.080354,0.00463097,100
8.917,UP,0.671148,0.080352,0.00463089,100
8.918,UP,0.67115,0.08035,0.0046308,100
8.919,UP,0.671152,0.080348,0.00463072,100
8.92,UP,0.671154,0.080346,0.00463064,100
8.921,UP,0.671156,0.0803439,0.00463055,100
8.922,UP,0.671158,0.0803419,0.00463047,100
8.923,UP,0.67116,0.0803399,0.00463038,100
8.924,UP,0.671162,0.0803379,0.0046303,100
8.925,UP,0.671164,0.0803359,0.00463021,100
8.926,UP,0.671166,0.0803339,0.00463013,100
8.927,UP,0.671168,0.0803319,0.00463005,100
8.928,UP,0.67117,0.0803299,0.00462996,100
8.929,UP,0.671172,0.0803278,0.00462988,100
8.93,UP,0.671174,0.0803258,0.00462979,100
8.931,UP,0.671176,0.0803238,0.00462971,100
8.932,UP,0.671178,0.0803218,0.00462963,100
8.933,UP,0.67118,0.0803198,0.00462954,100
8.934,UP,0.671182,0.0803178,0.00462946,100
8.935,UP,0.671184,0.0803158,0.00462937,100
8.936,UP,0.671186,0.0803138,0.00462929,100
8.937,UP,0.671188,0.0803118,0.0046292,100
8.938,UP,0.67119,0.0803097,0.00462912,100
8.939,UP,0.671192,0.0803077,0.00462904,100
8.94,UP,0.671194,0.0803057,0.00462895,100
8.941,UP,0.671196,0.0803037,0.00462887,100
8.942,UP,0.671198,0.0803017,0.00462878,100
8.943,UP,0.6712,0.0802997,0.0046287,100
8.944,UP,0.671202,0.0802977,0.00462862,100
8.945,UP,0.671204,0.0802957,0.00462853,100
8.946,UP,0.671206,0.0802937,0.00462845,100
8.947,UP,0.671208,0.0802916,0.00462836,100
8.948,UP,0.67121,0.0802896,0.00462828,100
8.949,UP,0.671212,0.0802876,0.0046282,100
8.95,UP,0.671214,0.0802856,0.00462811,100
8.951,UP,0.671216,0.0802836,0.00462803,100
8.952,UP,0.671218,0.0802816,0.00462794,100
8.953,UP,0.67122,0.0802796,0.00462786,100
8.954,UP,0.671222,0.0802776,0.00462777,100
8.955,UP,0.671224,0.0802756,0.00462769,100
8.956,UP,0.671226,0.0802735,0.00462761,100
8.957,UP,0.671228,0.0802715,0.00462752,100
8.958,UP,0.67123,0.0802695,0.00462744,100
8.959,UP,0.671232,0.0802675,0.00462735,100
8.96,UP,0.671234,0.0802655,0.00462727,100
8.961,UP,0.671237,0.0802635,0.00462719,100
8.962,UP,0.671239,0.0802615,0.0046271,100
8.963,UP,0.671241,0.0802595,0.00462702,100
8.964,UP,0.671243,0.0802575,0.00462693,100
8.965,UP,0.671245,0.0802555,0.00462685,100
8.966,UP,0.671247,0.0802534,0.00462676,100
8.967,UP,0.671249,0.0802514,0.00462668,100
8.968,UP,0.671251,0.0802494,0.0046266,100
8.969,UP,0.671253,0.0802474,0.00462651,100
8.97,UP,0.671255,0.0802454,0.00462643,100
8.971,UP,0.671257,0.0802434,0.00462634,100
8.972,UP,0.671259,0.0802414,0.00462626,100
8.973,UP,0.671261,0.0802394,0.00462618,100
8.974,UP,0.671263,0.0802374,0.00462609,100
8.975,UP,0.671265,0.0802354,0.00462601,100
8.976,UP,0.671267,0.0802333,0.00462592,100
8.977,UP,0.671269,0.0802313,0.00462584,100
8.978,UP,0.671271,0.0802293,0.00462576,100
8.979,UP,0.671273,0.0802273,0.00462567,100
8.98,UP,0.671275,0.0802253,0.00462559,100
8.981,UP,0.671277,0.0802233,0.0046255,100
8.982,UP,0.671279,0.0802213,0.00462542,100
8.983,UP,0.671281,0.0802193,0.00462533,100
8.984,UP,0.671283,0.0802173,0.00462525,100
8.985,UP,0.671285,0.0802153,0.00462517,100
8.986,UP,0.671287,0.0802133,0.00462508,100
8.987,UP,0.671289,0.0802112,0.004625,100
8.988,UP,0.671291,0.0802092,0.00462491,100
8.989,UP,0.671293,0.0802072,0.00462483,100
8.99,UP,0.671295,0.0802052,0.00462475,100
8.991,UP,0.671297,0.0802032,0.00462466,100
8.992,UP,0.671299,0.0802012,0.00462458,100
8.993,UP,0.671301,0.0801992,0.00462449,100
8.994,UP,0.671303,0.0801972,0.00462441,100
8.995,UP,0.671305,0.0801952,0.00462433,100
8.996,UP,0.671307,0.0801932,0.00462424,100
8.997,UP,0.671309,0.0801912,0.00462416,100
8.998,UP,0.671311,0.0801892,0.00462407,100
8.999,UP,0.671313,0.0801871,0.00462399,100
9,UP,0.671315,0.0801851,0.0046239,100
9.001,UP,0.671317,0.0801831,0.00462382,100
9.002,UP,0.671319,0.0801811,0.00462374,100
9.003,UP,0.671321,0.0801791,0.00462365,100
9.004,UP,0.671323,0.0801771,0.00462357,100
9.005,UP,0.671325,0.0801751,0.00462348,100
9.006,UP,0.671327,0.0801731,0.0046234,100
9.007,UP,0.671329,0.0801711,0.00462332,100
9.008,UP,0.671331,0.0801691,0.00462323,100
9.009,UP,0.671333,0.0801671,0.00462315,100
9.01,UP,0.671335,0.0801651,0.00462306,100
9.011,UP,0.671337,0.080163,0.00462298,100
9.012,UP,0.671339,0.080161,0.0046229,100
9.013,UP,0.671341,0.080159,0.00462281,100
9.014,UP,0.671343,0.080157,0.00462273,100
9.015,UP,0.671345,0.080155,0.00462264,100
9.016,UP,0.671347,0.080153,0.00462256,100
9.017,UP,0.671349,0.080151,0.00462247,100
9.018,UP,0.671351,0.080149,0.00462239,100
9.019,UP,0.671353,0.080147,0.00462231,100
9.02,UP,0.671355,0.080145,0.00462222,100
9.021,UP,0.671357,0.080143,0.00462214,100
9.022,UP,0.671359,0.080141,0.00462205,100
9.023,UP,0.671361,0.080139,0.00462197,100
9.024,UP,0.671363,0.080137,0.00462189,100
9.025,UP,0.671365,0.0801349,0.0046218,100
9.026,UP,0.671367,0.0801329,0.00462172,100
9.027,UP,0.671369,0.0801309,0.00462163,100
9.028,UP,0.671371,0.0801289,0.00462155,100
9.029,UP,0.671373,0.0801269,0.00462147,100
9.03,UP,0.671375,0.0801249,0.00462138,100
9.031,UP,0.671377,0.0801229,0.0046213,100
9.032,UP,0.671379,0.0801209,0.00462121,100
9.033,UP,0.671381,0.0801189,0.00462113,100
9.034,UP,0.671383,0.0801169,0.00462105,100
9.035,UP,0.671385,0.0801149,0.00462096,100
9.036,UP,0.671387,0.0801129,0.00462088,100
9.037,UP,0.671389,0.0801109,0.00462079,100
9.038,UP,0.671391,0.0801089,0.00462071,100
9.039,UP,0.671393,0.0801069,0.00462062,100
9.04,UP,0.671395,0.0801048,0.00462054,100
9.041,UP,0.671397,0.0801028,0.00462046,100
9.042,UP,0.671399,0.0801008,0.00462037,100
9.043,UP,0.671401,0.0800988,0.00462029,100
9.044,UP,0.671403,0.0800968,0.0046202,100
9.045,UP,0.671405,0.0800948,0.00462012,100
9.046,UP,0.671407,0.0800928,0.00462004,100
9.047,UP,0.671409,0.0800908,0.00461995,100
9.048,UP,0.671411,0.0800888,0.00461987,100
9.049,UP,0.671413,0.0800868,0.00461978,100
9.05,UP,0.671415,0.0800848,0.0046197,100
9.051,UP,0.671417,0.0800828,0.00461962,100
9.052,UP,0.671419,0.0800808,0.00461953,100
9.053,UP,0.671421,0.0800788,0.00461945,100
9.054,UP,0.671423,0.0800768,0.00461936,100
9.055,UP,0.671425,0.0800748,0.00461928,100
9.056,UP,0.671427,0.0800728,0.0046192,100
9.057,UP,0.671429,0.0800707,0.00461911,100
9.058,UP,0.671431,0.0800687,0.00461903,100
9.059,UP,0.671433,0.0800667,0.00461894,100
9.06,UP,0.671435,0.0800647,0.00461886,100
9.061,UP,0.671437,0.0800627,0.00461878,100
9.062,UP,0.671439,0.0800607,0.00461869,100
9.063,UP,0.671441,0.0800587,0.00461861,100
9.064,UP,0.671443,0.0800567,0.00461852,100
9.065,UP,0.671445,0.0800547,0.00461844,100
9.066,UP,0.671447,0.0800527,0.00461835,100
9.067,UP,0.671449,0.0800507,0.00461827,100
9.068,UP,0.671451,0.0800487,0.00461819,100
9.069,UP,0.671453,0.0800467,0.0046181,100
9.07,UP,0.671455,0.0800447,0.00461802,100
9.071,UP,0.671457,0.0800427,0.00461793,100
9.072,UP,0.671459,0.0800407,0.00461785,100
9.073,UP,0.671461,0.0800387,0.00461777,100
9.074,UP,0.671463,0.0800367,0.00461768,100
9.075,UP,0.671465,0.0800347,0.0046176,100
9.076,UP,0.671467,0.0800327,0.00461751,100
9.077,UP,0.671469,0.0800306,0.00461743,100
9.078,UP,0.671471,0.0800286,0.00461735,100
9.079,UP,0.671473,0.0800266,0.00461726,100
9.08,UP,0.671475,0.0800246,0.00461718,100
9.081,UP,0.671477,0.0800226,0.00461709,100
9.082,UP,0.671479,0.0800206,0.00461701,100
9.083,UP,0.671481,0.0800186,0.00461693,100
9.084,UP,0.671483,0.0800166,0.00461684,100
9.085,UP,0.671485,0.0800146,0.00461676,100
9.086,UP,0.671487,0.0800126,0.00461667,100
9.087,UP,0.671489,0.0800106,0.00461659,100
9.088,UP,0.671491,0.0800086,0.00461651,100
9.089,UP,0.671493,0.0800066,0.00461642,100
9.09,UP,0.671495,0.0800046,0.00461634,100
9.091,UP,0.671497,0.0800026,0.00461625,100
9.092,UP,0.671499,0.0800006,0.00461617,100
9.093,UP,0.671501,0.0799986,0.00461609,100
9.094,UP,0.671503,0.0799966,0.004616,100
9.095,UP,0.671505,0.0799946,0.00461592,100
9.096,UP,0.671507,0.0799926,0.00461583,100
9.097,UP,0.671509,0.0799906,0.00461575,100
9.098,UP,0.671511,0.0799886,0.00461567,100
9.099,UP,0.671513,0.0799866,0.00461558,100
9.1,UP,0.671515,0.0799846,0.0046155,100
9.101,UP,0.671517,0.0799826,0.00461541,100
9.102,UP,0.671519,0.0799806,0.00461533,100
9.103,UP,0.671521,0.0799786,0.00461525,100
9.104,UP,0.671523,0.0799765,0.00461516,100
9.105,UP,0.671525,0.0799745,0.00461508,100
9.106,UP,0.671527,0.0799725,0.00461499,100
9.107,UP,0.671529,0.0799705,0.00461491,100
9.108,UP,0.671531,0.0799685,0.00461482,100
9.109,UP,0.671533,0.0799665,0.00461474,100
9.11,UP,0.671535,0.0799645,0.00461466,100
9.111,UP,0.671537,0.0799625,0.00461457,100
9.112,UP,0.671539,0.0799605,0.00461449,100
9.113,UP,0.671541,0.0799585,0.0046144,100
9.114,UP,0.671543,0.0799565,0.00461432,100
9.115,UP,0.671545,0.0799545,0.00461424,100
9.116,UP,0.671547,0.0799525,0.00461415,100
9.117,UP,0.671549,0.0799505,0.00461407,100
9.118,UP,0.671551,0.0799485,0.00461398,100
9.119,UP,0.671553,0.0799465,0.0046139,100
9.12,UP,0.671555,0.0799445,0.00461382,100
9.121,UP,0.671557,0.0799425,0.00461373,100
9.122,UP,0.671559,0.0799405,0.00461365,100
9.123,UP,0.671561,0.0799385,0.00461356,100
9.124,UP,0.671564,0.0799365,0.00461348,100
9.125,UP,0.671566,0.0799345,0.0046134,100
9.126,UP,0.671568,0.0799325,0.00461331,100
9.127,UP,0.67157,0.0799305,0.00461323,100
9.128,UP,0.671572,0.0799285,0.00461314,100
9.129,UP,0.671574,0.0799265,0.00461306,100
9.13,UP,0.671576,0.0799245,0.00461298,100
9.131,UP,0.671578,0.0799225,0.00461289,100
9.132,UP,0.67158,0.0799205,0.00461281,100
9.133,UP,0.671582,0.0799185,0.00461272,100
9.134,UP,0.671584,0.0799165,0.00461264,100
9.135,UP,0.671586,0.0799145,0.00461256,100
9.136,UP,0.671588,0.0799125,0.00461247,100
9.137,UP,0.67159,0.0799105,0.00461239,100
9.138,UP,0.671592,0.0799085,0.0046123,100
9.139,UP,0.671594,0.0799065,0.00461222,100
9.14,UP,0.671596,0.0799045,0.00461214,100
9.141,UP,0.671598,0.0799025,0.00461205,100
9.142,UP,0.6716,0.0799005,0.00461197,100
9.143,UP,0.671602,0.0798985,0.00461188,100
9.144,UP,0.671604,0.0798965,0.0046118,100
9.145,UP,0.671606,0.0798945,0.00461172,100
9.146,UP,0.671608,0.0798925,0.00461163,100
9.147,UP,0.67161,0.0798905,0.00461155,100
9.148,UP,0.671612,0.0798885,0.00461146,100
9.149,UP,0.671614,0.0798865,0.00461138,100
9.15,UP,0.671616,0.0798845,0.0046113,100
9.151,UP,0.671618,0.0798825,0.00461121,100
9.152,UP,0.67162,0.0798805,0.00461113,100
9.153,UP,0.671622,0.0798785,0.00461104,100
9.154,UP,0.671624,0.0798765,0.00461096,100
9.155,UP,0.671626,0.0798745,0.00461088,100
9.156,UP,0.671628,0.0798725,0.00461079,100
9.157,UP,0.67163,0.0798705,0.00461071,100
9.158,UP,0.671632,0.0798685,0.00461062,100
9.159,UP,0.671634,0.0798665,0.00461054,100
9.16,UP,0.671636,0.0798645,0.00461046,100
9.161,UP,0.671638,0.0798625,0.00461037,100
9.162,UP,0.67164,0.0798605,0.00461029,100
9.163,UP,0.671642,0.0798585,0.0046102,100
9.164,UP,0.671644,0.0798565,0.00461012,100
9.165,UP,0.671646,0.0798545,0.00461004,100
9.166,UP,0.671648,0.0798525,0.00460995,100
9.167,UP,0.67165,0.0798505,0.00460987,100
9.168,UP,0.671652,0.0798485,0.00460978,100
9.169,UP,0.671654,0.0798465,0.0046097,100
9.17,UP,0.671656,0.0798445,0.00460962,100
9.171,UP,0.671658,0.0798425,0.00460953,100
9.172,UP,0.67166,0.0798405,0.00460945,100
9.173,UP,0.671662,0.0798385,0.00460936,100
9.174,UP,0.671664,0.0798365,0.00460928,100
9.175,UP,0.671666,0.0798345,0.0046092,100
9.176,UP,0.671668,0.0798325,0.00460911,100
9.177,UP,0.67167,0.0798305,0.00460903,100
9.178,UP,0.671672,0.0798285,0.00460894,100
9.179,UP,0.671674,0.0798265,0.00460886,100
9.18,UP,0.671676,0.0798245,0.00460878,100
9.181,UP,0.671678,0.0798225,0.00460869,100
9.182,UP,0.67168,0.0798205,0.00460861,100
9.183,UP,0.671682,0.0798185,0.00460852,100
9.184,UP,0.671684,0.0798165,0.00460844,100
9.185,UP,0.671686,0.0798145,0.00460836,100
9.186,UP,0.671688,0.0798125,0.00460827,100
9.187,UP,0.67169,0.0798105,0.00460819,100
9.188,UP,0.671692,0.0798085,0.0046081,100
9.189,UP,0.671694,0.0798065,0.00460802,100
9.19,UP,0.671696,0.0798045,0.00460794,100
9.191,UP,0.671698,0.0798025,0.00460785,100
9.192,UP,0.6717,0.0798005,0.00460777,100
9.193,UP,0.671702,0.0797985,0.00460768,100
9.194,UP,0.671704,0.0797965,0.0046076,100
9.195,UP,0.671706,0.0797945,0.00460752,100
9.196,UP,0.671708,0.0797925,0.00460743,100
9.197,UP,0.67171,0.0797905,0.00460735,100
9.198,UP,0.671712,0.0797885,0.00460726,100
9.199,UP,0.671714,0.0797865,0.00460718,100
9.2,UP,0.671716,0.0797845,0.0046071,100
9.201,UP,0.671718,0.0797825,0.00460701,100
9.202,UP,0.67172,0.0797805,0.00460693,100
9.203,UP,0.671722,0.0797785,0.00460684,100
9.204,UP,0.671724,0.0797765,0.00460676,100
9.205,UP,0.671726,0.0797745,0.00460668,100
9.206,UP,0.671727,0.0797725,0.00460659,100
9.207,UP,0.671729,0.0797705,0.00460651,100
9.208,UP,0.671731,0.0797685,0.00460643,100
9.209,UP,0.671733,0.0797665,0.00460634,100
9.21,UP,0.671735,0.0797645,0.00460626,100
9.211,UP,0.671737,0.0797625,0.00460617,100
9.212,UP,0.671739,0.0797605,0.00460609,100
9.213,UP,0.671741,0.0797585,0.00460601,100
9.214,UP,0.671743,0.0797565,0.00460592,100
9.215,UP,0.671745,0.0797545,0.00460584,100
9.216,UP,0.671747,0.0797525,0.00460575,100
9.217,UP,0.671749,0.0797505,0.00460567,100
9.218,UP,0.671751,0.0797485,0.00460559,100
9.219,UP,0.671753,0.0797465,0.0046055,100
9.22,UP,0.671755,0.0797445,0.00460542,100
9.221,UP,0.671757,0.0797425,0.00460533,100
9.222,UP,0.671759,0.0797405,0.00460525,100
9.223,UP,0.671761,0.0797385,0.00460517,100
9.224,UP,0.671763,0.0797365,0.00460508,100
9.225,UP,0.671765,0.0797346,0.004605,100
9.226,UP,0.671767,0.0797326,0.00460491,100
9.227,UP,0.671769,0.0797306,0.00460483,100
9.228,UP,0.671771,0.0797286,0.00460475,100
9.229,UP,0.671773,0.0797266,0.00460466,100
9.23,UP,0.671775,0.0797246,0.00460458,100
9.231,UP,0.671777,0.0797226,0.00460449,100
9.232,UP,0.671779,0.0797206,0.00460441,100
9.233,UP,0.671781,0.0797186,0.00460433,100
9.234,UP,0.671783,0.0797166,0.00460424,100
9.235,UP,0.671785,0.0797146,0.00460416,100
9.236,UP,0.671787,0.0797126,0.00460407,100
9.237,UP,0.671789,0.0797106,0.00460399,100
9.238,UP,0.671791,0.0797086,0.00460391,100
9.239,UP,0.671793,0.0797066,0.00460382,100
9.24,UP,0.671795,0.0797046,0.00460374,100
9.241,UP,0.671797,0.0797026,0.00460365,100
9.242,UP,0.671799,0.0797006,0.00460357,100
9.243,UP,0.671801,0.0796986,0.00460349,100
9.244,UP,0.671803,0.0796966,0.0046034,100
9.245,UP,0.671805,0.0796946,0.00460332,100
9.246,UP,0.671807,0.0796926,0.00460323,100
9.247,UP,0.671809,0.0796906,0.00460315,100
9.248,UP,0.671811,0.0796886,0.00460307,100
9.249,UP,0.671813,0.0796866,0.00460298,100
9.25,UP,0.671815,0.0796846,0.0046029,100
9.251,UP,0.671817,0.0796826,0.00460282,100
9.252,UP,0.671819,0.0796807,0.00460273,100
9.253,UP,0.671821,0.0796787,0.00460265,100
9.254,UP,0.671823,0.0796767,0.00460256,100
9.255,UP,0.671825,0.0796747,0.00460248,100
9.256,UP,0.671827,0.0796727,0.0046024,100
9.257,UP,0.671829,0.0796707,0.00460231,100
